timestamp,day_id,open,high,low,close,volume,sin_time_of_day,cos_time_of_day,atr_pct,dist_to_vwap,dist_to_pdh,trend_strength,ret_1,ret_2,ret_4,ret_8,ret_16,p_pivot_long,p_pivot_long_lag1,p_pivot_long_lag2,p_pivot_long_max_last_4,p_pivot_long_delta_1,p_pivot_short,p_pivot_short_lag1,p_pivot_short_lag2,p_pivot_short_max_last_4,p_pivot_short_delta_1,p_tb_long,p_tb_long_lag1,p_tb_long_lag2,p_tb_long_max_last_4,p_tb_long_delta_1,p_tb_short,p_tb_short_lag1,p_tb_short_lag2,p_tb_short_max_last_4,p_tb_short_delta_1,vix_close,vix_ret_1,vix_ret_4,vix_ret_16,vix_range_pct,vix_atr_pct,vix_trend_ema_8_21,vix_z_20,vix_vol_of_vol_20,ret_1_x_vix,atr_pct_x_vix,current_position,time_in_position,bars_since_last_trade,unrealized_pnl,realized_pnl_today
2026-02-02 09:30:00-05:00,1,689.62,692.7,689.445,692.55,80492.0,0.0,1.0,0.0025943985414892835,0.0014222799797848728,-1.6200000000000045,16.320690789422983,0.0020836046360201976,0.0010841283607978536,0.003666560389553819,0.0017502242022737757,0.002185112294512681,0.22529207,3.1138687e-05,0.020936977,0.22529207170009613,0.22526093,8.267656e-05,2.0632668e-05,0.011479911,0.011479911394417286,6.2043895e-05,0.9898107,0.9879799,0.9805871,0.9898107051849365,0.0018308163,0.008301007,0.013037444,0.037288602,0.0902959331870079,-0.0047364375,25.86,-0.028367461957542695,-0.034894569882440885,-0.02156640181611802,0.02242846094354222,0.00979173571980996,-0.0010489024540329991,-3.2827330146913143,0.009153087696330444,0.05388201588748231,0.06709114628291286,0.0,0.0,0.0,0.0,0.0
2026-02-02 09:45:00-05:00,1,692.66,693.835,692.22,692.69,76125.0,0.23931566428755777,0.970941817426052,0.0025751324782276597,0.0006768124741064697,-1.4799999999999045,15.401306626856565,0.00020215146920810056,0.0022861773089668525,0.002199169524140343,0.0020107044698396415,0.0031861431736883716,0.013150398,0.22529207,3.1138687e-05,0.22529207170009613,-0.21214168,0.12726791,8.267656e-05,2.0632668e-05,0.12726791203022003,0.12718524,0.9908456,0.9898107,0.9879799,0.9908456206321716,0.0010349154,0.00798572,0.008301007,0.013037444,0.0372886024415493,-0.00031528622,25.98,0.0046403712296985145,-0.025871766029246346,-0.021468926553672274,0.013086989992301765,0.010365116023314627,-0.0034138219543363383,-2.362459541439483,0.009101557554247257,0.0052518951700264525,0.0669019417843546,0.0,0.0,0.0,0.0,0.0
2026-02-02 10:00:00-05:00,1,692.57,695.215,692.45,695.11,102338.0,0.46472317204376856,0.8854560256532099,0.002666997280231671,0.0029977208512243073,0.9400000000000546,15.407385059052155,0.0034936262974778476,0.0036964840083748562,0.0047846198323215905,0.006610720517851831,0.008545892458140969,0.000100526704,0.013150398,0.22529207,0.22529207170009613,-0.013049871,0.04608409,0.12726791,8.267656e-05,0.12726791203022003,-0.08118382,0.4065358,0.9908456,0.9898107,0.9908456206321716,-0.5843098,0.20126964,0.00798572,0.008301007,0.20126964151859283,0.19328392,25.59,-0.01501154734411092,-0.03851211722712755,-0.033975084937712285,0.012114107073075508,0.01067660358398928,-0.007098215266423546,-2.857555403166652,0.008997290395021198,0.08940189695245812,0.06824846040112846,0.0,0.0,0.0,0.0,0.0
2026-02-02 10:15:00-05:00,1,695.12,695.63,694.62,694.685,87160.0,0.6631226582407952,0.7485107481711011,0.0025818623068630158,0.0016801366658424377,0.5149999999999864,15.647305563898867,-0.0006114140208025587,0.0028800762245735356,0.00517283789845302,0.006724199146432408,0.00785613765287918,6.527209e-06,0.000100526704,0.013150398,0.22529207170009613,-9.399949e-05,0.2435802,0.04608409,0.12726791,0.24358020722866058,0.19749612,0.8460159,0.4065358,0.9908456,0.9908456206321716,0.43948007,0.020420907,0.20126964,0.00798572,0.20126964151859283,-0.18084873,25.62,0.0011723329425556983,-0.03738493330828474,-0.035209941630578,0.00234192037470721,0.009967101594736252,-0.009358242566714307,-2.2683124818321914,0.008712645782119104,-0.015664427212961553,0.06614731230183046,0.0,0.0,0.0,0.0,0.0
2026-02-02 10:30:00-05:00,1,694.695,695.74,694.46,695.1,76322.0,0.8229838658936565,0.5680647467311558,0.0025275451853135943,0.0018649326786285727,0.9300000000000637,15.735561966647184,0.0005973930630431834,-1.4386212254136055e-05,0.0036820446177172617,0.007362105446218958,0.008136448679458841,0.00013711177,6.527209e-06,0.000100526704,0.013150397688150406,0.00013058457,0.17832562,0.2435802,0.04608409,0.24358020722866058,-0.065254584,0.52608556,0.8460159,0.4065358,0.9908456206321716,-0.31993032,0.083566144,0.020420907,0.20126964,0.20126964151859283,0.063145235,25.68,0.0023419203747072626,-0.00696055684454755,-0.03693980873804614,0.0042834890965733246,0.009679572763684925,-0.010441086151485885,-1.8151233041303823,0.008217480384100207,0.01534105385894895,0.0649073603588531,0.0,0.0,0.0,0.0,0.0
2026-02-02 10:45:00-05:00,1,695.12,695.225,694.38,694.72,45931.0,0.9350162426854148,0.35460488704253557,0.0024351698277259967,0.001181859897351153,0.5500000000000682,15.746829040672313,-0.000546683930369718,5.038254748557236e-05,0.0029306038776364396,0.005136218296511785,0.008623943784662913,7.8894365e-05,0.00013711177,6.527209e-06,0.00013711176870856434,-5.8217403e-05,9.693222e-05,0.17832562,0.2435802,0.24358020722866058,-0.17822869,0.86472964,0.52608556,0.8460159,0.864729642868042,0.3386441,0.023735818,0.083566144,0.020420907,0.20126964151859283,-0.059830327,25.69,0.0003894080996884597,-0.011162432640492659,-0.03908733869459502,0.0019462826002334432,0.009161430239670804,-0.010955861537394543,-1.5737234593648357,0.008116521371616113,-0.014044310171198055,0.06255951287428085,0.0,0.0,0.0,0.0,0.0
2026-02-02 11:00:00-05:00,1,694.74,695.09,693.93,695.08,41110.0,0.992708874098054,0.120536680255323,0.002379263165527867,0.0016061801411135805,0.9100000000000819,15.353439455182306,0.0005181943804697386,-2.8772838440493942e-05,-4.315863676251919e-05,0.004741254697889774,0.005337074588871671,0.016075322,7.8894365e-05,0.00013711177,0.016075322404503822,0.015996428,8.022299e-05,9.693222e-05,0.17832562,0.24358020722866058,-1.670923e-05,0.7240467,0.86472964,0.52608556,0.864729642868042,-0.14068294,0.04550796,0.023735818,0.083566144,0.08356614410877228,0.021772142,25.64,-0.001946282600233551,0.0019538882375929045,-0.03427495291902072,0.002535101404056212,0.008608201470915988,-0.011379106737289165,-1.4986758017813249,0.008115556908168658,0.013286503915244099,0.06100430756413451,0.0,0.0,0.0,0.0,0.0
2026-02-02 11:15:00-05:00,1,695.0,695.66,694.94,695.56,63216.0,0.992708874098054,-0.12053668025532288,0.0022817295349108575,0.002069322443324846,1.3899999999999864,15.388200727565225,0.0006905679921733743,0.0012091202210962049,0.001259563687138865,0.006438917104368169,0.005159034090087999,0.0002619959,0.016075322,7.8894365e-05,0.016075322404503822,-0.015813326,0.0016405703,8.022299e-05,9.693222e-05,0.1783256232738495,0.0015603474,0.4607504,0.7240467,0.86472964,0.864729642868042,-0.2632963,0.06962439,0.04550796,0.023735818,0.08356614410877228,0.024116427,25.41,-0.008970358814352597,-0.008196721311475419,-0.03530751708428248,0.0043290043290043064,0.008911002417495938,-0.01272546152336701,-1.7415656759284386,0.00821188000321775,0.01754733268112544,0.05797874748208489,0.0,0.0,0.0,0.0,0.0
2026-02-02 11:30:00-05:00,1,695.55,695.55,694.89,695.15,34912.0,0.9350162426854148,-0.3546048870425357,0.002188842833400161,0.0013918039822753325,0.9800000000000182,15.371993034912935,-0.0005894531025359973,0.00010070783219195967,7.193209610112383e-05,0.0037542415710056787,0.005511036537738212,0.0011156736,0.0002619959,0.016075322,0.016075322404503822,0.00085367763,0.006061793,0.0016405703,8.022299e-05,0.006061792839318514,0.0044212225,0.8049491,0.4607504,0.7240467,0.864729642868042,0.3441987,0.04994505,0.06962439,0.04550796,0.0696243867278099,-0.019679338,25.39,-0.0007870916961826291,-0.011292834890965664,-0.045488721804511356,0.004332414336352872,0.008861756597085471,-0.013461473115748097,-1.5704882516411047,0.008091904478588834,-0.014966214273388971,0.055574719540030085,0.0,0.0,0.0,0.0,0.0
2026-02-02 11:45:00-05:00,1,695.11,695.86,694.51,695.75,38184.0,0.8229838658936565,-0.5680647467311557,0.002169340715907357,0.0021517796673103068,1.580000000000041,14.980484210532952,0.0008631230669640111,0.000273161193858229,0.0014826116996775607,0.004417560524910158,0.006437147403442811,0.016198,0.0011156736,0.0002619959,0.01619799993932247,0.015082327,0.012527112,0.006061793,0.0016405703,0.012527111917734146,0.006465319,0.57397056,0.8049491,0.4607504,0.8049491047859192,-0.23097855,0.09697248,0.04994505,0.06962439,0.09697248041629791,0.04702743,25.32,-0.0027569909413155402,-0.014402491241728321,-0.04883546205860256,0.005924170616113688,0.008716993906567366,-0.014103761784776644,-1.5174363588212103,0.008008924642466176,0.02185427605552876,0.054927706926774275,0.0,0.0,0.0,0.0,0.0
