day_ptr,timestamp,close,action,action_dir_idx,action_mag,position,prev_pos,did_trade,did_flip,reward,reward_pnl,reward_costs,reward_pivot_bonus,reward_convex,reward_convex_linear,reward_convex_bonus,reward_convex_risk_penalty,reward_pivot_anchor,convex_term,convex_atr_scale,convex_vol_proxy,mfe_atr,mfe_bonus,reward_switch_penalty,reward_size_penalty,reward_saturation_penalty,did_dir_switch,size_delta,forced_flat_cost,open,high,low,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,equity
0,2026-02-02 09:30:00-05:00,692.55,0.6780462861061096,1,0.6780462861061096,0.6780462861061096,0.0,True,False,0.0015707675202415792,0.001631791685991129,2.7121851444244388e-05,0.0,0.001631791685991129,0.00013706805292744615,1.6020191869714869e-06,0.0,0.0015270239281820167,1.5751325730986866e-05,0.0025943985414892,0.0025943985414892,0.08348403547186724,0.0,0.0,2.034138858318329e-05,0.0,False,0.6780462861061096,0.0,689.62,692.7,689.445,0.22529207,8.267656e-05,0.9898107,0.008301007,100160.4669834547
0,2026-02-02 09:45:00-05:00,692.69,0.6068172454833984,1,0.6068172454833984,0.6068172454833984,0.6780462861061096,True,False,0.0018114669078947503,0.001828589285648008,2.8491616249084474e-06,0.0,0.001828589285648008,0.0021199926865838716,0.0004314222042708931,0.0,-0.0006924847429325867,0.004739726910993514,0.0025751324782276,0.0025751324782276,0.7203849536677476,0.0,0.0,2.1368712186813353e-06,0.0,False,0.07122904062271118,0.0,692.66,693.835,692.22,0.013150398,0.12726791,0.9908456,0.00798572,100343.33396686729
0,2026-02-02 10:00:00-05:00,695.11,-0.7108783721923828,2,0.7108783721923828,-0.7108783721923828,0.6068172454833984,True,True,0.0015008834026802574,0.001740930628632406,0.00010270782470703125,0.0,0.0007409306286324061,0.0004346410038437226,1.4946337163643844e-05,0.0,0.00032688720623465884,0.00014016778629841303,0.0026669972802316,0.0026669972802316,1.434846779925607,0.001,0.00012,3.1218338012695314e-06,0.0,True,0.10406112670898438,0.0,692.57,695.215,692.45,0.000100526704,0.04608409,0.4065358,0.20126964,100507.7187047937
0,2026-02-02 10:15:00-05:00,694.685,-0.8280365467071533,2,0.8280365467071533,-0.8280365467071533,-0.7108783721923828,True,False,0.0014388837800106949,0.001463645583160872,4.686326980590821e-06,0.0,0.001463645583160872,-0.0004946632889490863,-1.7168329421061785e-05,0.0,0.0020168790288663777,0.00013822521473104017,0.002581862306863,0.002581862306863,0.2396697521621815,0.0,0.0,3.5147452354431154e-06,0.0,False,0.11715817451477051,0.0,695.12,695.63,694.62,6.527209e-06,0.2435802,0.8460159,0.020420907,100654.35537131561
0,2026-02-02 10:30:00-05:00,695.1,-0.8286486864089966,2,0.8286486864089966,-0.8280365467071533,-0.8280365467071533,False,False,0.0018848640553144583,0.0019014247862486015,0.0,0.0,0.0019014247862486015,0.00045267427384363513,1.4686369563640576e-05,0.0,0.0014754659701766836,0.00011824252300653275,0.0025275451853135,0.0025275451853135,0.33574377579416154,0.0,0.0,0.0,0.0,False,0.0006121397018432617,0.0,694.695,695.74,694.46,0.00013711177,0.17832562,0.52608556,0.083566144,100845.7420574625
0,2026-02-02 10:45:00-05:00,694.72,0.49528607726097107,1,0.49528607726097107,0.49528607726097107,-0.8280365467071533,True,True,-2.8280653277450114e-06,0.00023999307525958486,0.00010293290495872498,0.0,0.00023999307525958486,0.000256654461961536,8.192256145548932e-06,0.0,-8.933898445152194e-08,0.00011026968751546193,0.0024351698277259,0.0024351698277259,0.29850548952112493,0.0,0.00012,9.982514083385467e-06,0.0,True,0.33275046944618225,0.0,695.12,695.225,694.38,7.8894365e-05,9.693222e-05,0.86472964,0.023735818,100859.56399204301
0,2026-02-02 11:00:00-05:00,695.08,0.5975334048271179,1,0.5975334048271179,0.5975334048271179,0.49528607726097107,True,False,0.00047719371290810944,0.0004963016939342821,4.089893102645875e-06,0.0,0.0004963016939342821,0.00041263744362798286,1.7964860827733466e-05,0.0,9.557605971992163e-05,0.0002004335454453928,0.0023792631655278,0.0023792631655278,0.18648108431277632,0.0,0.0,3.0674198269844058e-06,0.0,False,0.10224732756614685,0.0,694.74,695.09,693.93,0.016075322,8.022299e-05,0.72404677,0.04550796,100909.20825966663
0,2026-02-02 11:15:00-05:00,695.56,-0.7135643362998962,2,0.7135643362998962,-0.7135643362998962,0.5975334048271179,True,True,0.0001708743029814371,0.0004110704272966989,0.00010244390964508058,0.0,0.0004110704272966989,0.0004206127118910136,1.6298916952919877e-05,0.0,9.837015267760276e-06,0.0001522770138937155,0.0022817295349108,0.0022817295349108,0.3906545857586802,0.0,0.00012,3.4809279441833497e-06,0.0,True,0.11603093147277832,0.0,695.0,695.66,694.94,0.0002619959,0.0016405703,0.4607504,0.06962439,100940.35151721079
0,2026-02-02 11:30:00-05:00,695.15,-0.6370001435279846,2,0.6370001435279846,-0.6370001435279846,-0.7135643362998962,True,False,-0.0006007730660849385,-0.000582673569720345,3.062567710876465e-06,0.0,-0.000582673569720345,-0.0005498095175383894,-3.252083268262188e-05,0.0,3.15067876770655e-05,0.0003403540068558157,0.0021888428334001,0.0021888428334001,0.4403334690835357,0.0,0.0,2.2969257831573487e-06,0.0,False,0.07656419277191162,0.0,695.55,695.55,694.89,0.0011156736,0.006061793,0.8049491,0.04994505,100881.22710560216
0,2026-02-02 11:45:00-05:00,695.75,-0.706881046295166,2,0.706881046295166,-0.706881046295166,-0.6370001435279846,True,False,-0.000541388085700066,-0.0005223588015804599,2.795236110687256e-06,0.0,-0.0005223588015804599,-0.00044195940372017254,-1.9106534042805302e-05,0.0,-2.5948811502723698e-05,0.000180195655671201,0.0021693407159073,0.0021693407159073,0.7081227855511888,0.0,0.0,2.096427083015442e-06,0.0,False,0.0698809027671814,0.0,695.11,695.86,694.51,0.016198,0.012527112,0.57397056,0.09697248,100828.24892186042
