regime,long_entries,long_exits,short_entries,short_exits,buy_hold_end,net_1x_end,full_gross_end
current_exit_logic,49.0,49.0,35.0,34.0,0.9649770058457219,1.4681018311781422,1.4224776945059485
entry_falls_below_threshold_exit,61.0,61.0,58.0,57.0,0.9649770058457219,1.6495060956496563,1.568516166127512
