side,entry_ts,entry_ts_ny,entry_price,exit_ts,exit_ts_ny,exit_price,entry_date_ny,exit_date_ny,days_held,crosses_weekend,friday_date_ny,date_ny,friday_close_ts_utc,friday_close_ts_ny,friday_close_price,actual_move,forced_friday_move,weekend_hold_edge,hold_better
short,2026-02-20 20:10:00+00:00,2026-02-20 15:10:00-05:00,689.03,2026-02-23 16:10:00+00:00,2026-02-23 11:10:00-05:00,681.15,2026-02-20,2026-02-23,3,True,2026-02-20,2026-02-20,2026-02-20 21:00:00+00:00,2026-02-20 16:00:00-05:00,689.29,7.8799999999999955,-0.2599999999999909,8.139999999999986,True
short,2026-02-27 20:20:00+00:00,2026-02-27 15:20:00-05:00,685.57,2026-03-02 14:40:00+00:00,2026-03-02 09:40:00-05:00,681.0,2026-02-27,2026-03-02,3,True,2026-02-27,2026-02-27,2026-02-27 21:00:00+00:00,2026-02-27 16:00:00-05:00,685.71,4.57000000000005,-0.13999999999998636,4.710000000000036,True
short,2026-03-06 18:20:00+00:00,2026-03-06 13:20:00-05:00,675.82,2026-03-09 13:50:00+00:00,2026-03-09 09:50:00-04:00,663.68,2026-03-06,2026-03-09,3,True,2026-03-06,2026-03-06,2026-03-06 20:59:00+00:00,2026-03-06 15:59:00-05:00,672.44,12.1400000000001,3.3799999999999955,8.760000000000105,True
long,2026-03-13 17:50:00+00:00,2026-03-13 13:50:00-04:00,662.485,2026-03-16 14:10:00+00:00,2026-03-16 10:10:00-04:00,670.8,2026-03-13,2026-03-16,3,True,2026-03-13,2026-03-13,2026-03-13 19:59:00+00:00,2026-03-13 15:59:00-04:00,662.3,8.31499999999994,-0.18500000000005912,8.5,True
long,2026-03-20 18:30:00+00:00,2026-03-20 14:30:00-04:00,649.4,2026-03-23 13:50:00+00:00,2026-03-23 09:50:00-04:00,658.965,2026-03-20,2026-03-23,3,True,2026-03-20,2026-03-20,2026-03-20 19:59:00+00:00,2026-03-20 15:59:00-04:00,648.48,9.565000000000055,-0.9199999999999591,10.485000000000014,True
