entry_timestamp,entry_price,side,symbol,exit_timestamp,exit_price,entry_atr,open,high,low,close,hold_minutes,price_move,atr_capture,return_frac,winner
2026-03-05 18:20:00+00:00,676.46,long,SPY,2026-03-05 20:00:00+00:00,677.1,1.457610226839091,676.46,677.31,675.9,676.28,100.0,0.6399999999999864,0.4390748556888641,0.0009461017650711501,True
2026-03-05 20:10:00+00:00,678.28,short,SPY,2026-03-06 14:40:00+00:00,671.06,1.3400824363557402,678.28,679.44,678.2,679.12,1110.0,7.220000000000027,5.387728250236835,0.010644571563366203,True
2026-03-06 14:40:00+00:00,671.06,long,SPY,2026-03-06 15:40:00+00:00,675.5,1.9473121980564214,671.06,672.11,670.0,670.76,60.0,4.440000000000055,2.280065828392356,0.0066163979375912785,True
2026-03-06 15:40:00+00:00,675.5,short,SPY,2026-03-06 17:20:00+00:00,674.43,1.9546412373071154,675.5,675.5,673.54,673.68,100.0,1.07000000000005,0.547415034318101,0.0015840118430792745,True
2026-03-06 15:50:00+00:00,673.5,long,SPY,2026-03-06 16:00:00+00:00,674.92,2.018595434642323,673.5,675.34,672.49,674.97,10.0,1.419999999999959,0.7034594330446261,0.0021083890126205596,True
2026-03-06 17:40:00+00:00,672.96,long,SPY,2026-03-06 18:20:00+00:00,675.82,1.7110611283608457,672.96,673.465,672.08,673.37,40.0,2.8600000000000136,1.671477396450367,0.004249881122206478,True
2026-03-06 18:20:00+00:00,675.82,short,SPY,2026-03-09 13:50:00+00:00,663.68,1.6779356749040542,675.82,675.99,674.33,674.66,4050.0,12.1400000000001,7.235080689666054,0.017963363025657868,True
2026-03-09 13:40:00+00:00,664.67,long,SPY,2026-03-09 16:20:00+00:00,670.0,1.8378539459662184,664.67,664.86,663.4,663.62,160.0,5.330000000000041,2.900121640078363,0.008019016955782554,True
2026-03-09 16:30:00+00:00,670.93,short,SPY,2026-03-09 17:30:00+00:00,668.875,1.581646620808075,670.93,671.32,669.91,671.06,60.0,2.05499999999995,1.2992788483624964,0.003062912673453192,True
2026-03-09 17:30:00+00:00,668.875,long,SPY,2026-03-09 19:40:00+00:00,679.16,1.3663651988829026,668.875,669.09,668.47,668.51,130.0,10.284999999999968,7.5272701678941045,0.01537656512801333,True
2026-03-09 19:40:00+00:00,679.16,short,SPY,2026-03-10 13:50:00+00:00,677.32,1.7805796233066506,679.16,679.23,677.0,678.02,1090.0,1.8399999999999181,1.0333713673432474,0.0027092290476469732,True
2026-03-10 13:40:00+00:00,677.04,long,SPY,2026-03-10 15:00:00+00:00,681.1,1.7955333208471935,677.04,677.75,675.96,677.26,80.0,4.060000000000059,2.2611666143207043,0.005996691480562477,True
2026-03-10 15:00:00+00:00,681.1,short,SPY,2026-03-10 16:00:00+00:00,681.4,1.6505094379316305,681.1,681.655,680.52,680.59,60.0,-0.2999999999999545,-0.1817620627337373,-0.0004404639553662524,False
2026-03-10 16:10:00+00:00,679.97,long,SPY,2026-03-10 16:50:00+00:00,680.94,1.4051688332522567,679.97,681.23,679.97,680.98,40.0,0.9700000000000273,0.6903085074517108,0.0014265335235379428,True
2026-03-10 16:40:00+00:00,681.56,short,SPY,2026-03-10 18:30:00+00:00,679.42,1.3212284718131184,681.56,681.58,680.64,681.01,110.0,2.1399999999999864,1.61970472605943,0.0031398556253301054,True
2026-03-10 18:40:00+00:00,678.78,short,SPY,2026-03-10 19:50:00+00:00,676.78,1.5257598254333995,678.78,679.37,678.59,678.88,70.0,2.0,1.310822297625965,0.002946462771442883,True
2026-03-10 19:50:00+00:00,676.78,long,SPY,2026-03-11 13:40:00+00:00,678.38,1.432651700527138,676.78,677.13,676.23,677.13,1070.0,1.6000000000000227,1.116810177526966,0.0023641360560300306,True
2026-03-11 13:40:00+00:00,678.38,short,SPY,2026-03-11 15:40:00+00:00,674.875,1.4583578438218632,678.38,678.43,676.44,676.685,120.0,3.5049999999999955,2.403388177221699,0.005166720717002264,True
2026-03-11 15:50:00+00:00,674.25,long,SPY,2026-03-11 16:50:00+00:00,675.34,1.5541146847097467,674.25,674.97,674.11,674.22,60.0,1.0900000000000318,0.7013639409781428,0.0016166110493140984,True
2026-03-11 16:50:00+00:00,675.34,short,SPY,2026-03-11 17:50:00+00:00,674.83,1.326257867309376,675.34,676.3,675.34,676.275,60.0,0.5099999999999909,0.3845406029783975,0.0007551751710249517,True
2026-03-11 18:10:00+00:00,674.325,long,SPY,2026-03-11 18:50:00+00:00,674.815,1.3133919997860433,674.325,674.97,673.74,674.86,40.0,0.4900000000000091,0.3730797812685261,0.0007266525785043498,True
2026-03-11 18:50:00+00:00,674.815,short,SPY,2026-03-12 13:40:00+00:00,671.28,1.1768921518609214,674.815,675.73,674.815,675.275,1130.0,3.535000000000082,3.0036736963624757,0.0052384727666102285,True
2026-03-12 13:50:00+00:00,670.29,short,SPY,2026-03-12 14:30:00+00:00,668.04,1.5785885817584973,670.29,670.89,668.27,668.81,40.0,2.25,1.425323878558384,0.003356756030971669,True
2026-03-12 14:30:00+00:00,668.04,long,SPY,2026-03-12 15:40:00+00:00,669.73,1.6022800000938247,668.04,668.64,667.32,667.98,70.0,1.6900000000000546,1.0547469854838687,0.002529788635411201,True
2026-03-12 15:40:00+00:00,669.73,short,SPY,2026-03-12 18:50:00+00:00,667.49,1.641704919652867,669.73,670.28,668.51,669.31,190.0,2.240000000000009,1.3644352119464012,0.0033446314186314024,True
2026-03-12 16:10:00+00:00,667.89,long,SPY,2026-03-12 16:20:00+00:00,669.8,1.6810789753926172,667.89,669.855,667.79,669.6,10.0,1.9099999999999682,1.1361750565905961,0.00285975235442959,True
2026-03-12 19:00:00+00:00,667.3,long,SPY,2026-03-12 19:40:00+00:00,667.915,1.309863832717373,667.3,668.02,666.89,667.63,40.0,0.6150000000000091,0.4695144522955208,0.0009216244567660237,True
2026-03-12 19:50:00+00:00,666.69,long,SPY,2026-03-13 13:40:00+00:00,670.39,1.2339101119346336,666.69,667.07,665.91,666.05,1070.0,3.699999999999932,2.9985976808300436,0.0055498057567984205,True
2026-03-13 13:40:00+00:00,670.39,short,SPY,2026-03-13 15:10:00+00:00,666.21,1.5228102495762912,670.39,672.335,670.21,671.17,90.0,4.17999999999995,2.7449250496987387,0.0062351765390294455,True
2026-03-13 15:20:00+00:00,665.865,short,SPY,2026-03-13 16:00:00+00:00,663.5,1.6558381537756284,665.865,666.32,664.47,664.53,40.0,2.365000000000009,1.4282796870016286,0.0035517710046330847,True
2026-03-13 16:00:00+00:00,663.5,long,SPY,2026-03-13 16:40:00+00:00,664.27,1.5973704578817542,663.5,664.66,663.41,664.45,40.0,0.7699999999999818,0.4820422189484246,0.001160512434061678,True
2026-03-13 16:30:00+00:00,664.325,short,SPY,2026-03-13 17:10:00+00:00,664.02,1.5194562303083852,664.325,665.155,664.03,664.41,40.0,0.30500000000006366,0.20072970442732765,0.0004591126331239433,True
2026-03-13 17:20:00+00:00,664.76,short,SPY,2026-03-13 18:00:00+00:00,662.7,1.468508475114341,664.76,664.76,663.79,664.33,40.0,2.0599999999999454,1.4027838687410707,0.003098862747457647,True
2026-03-13 17:50:00+00:00,662.485,long,SPY,2026-03-16 14:10:00+00:00,670.8,1.4015135276334565,662.485,663.0,662.1,662.61,4100.0,8.31499999999994,5.932871739055091,0.012551227574963963,True
2026-03-16 14:10:00+00:00,670.8,short,SPY,2026-03-16 14:50:00+00:00,668.02,1.4538629838410757,670.8,671.36,670.4,670.55,40.0,2.7799999999999727,1.9121471767960352,0.004144305307095964,True
2026-03-16 14:50:00+00:00,668.02,long,SPY,2026-03-16 15:10:00+00:00,669.17,1.4812012099511898,668.02,669.81,667.58,669.8,20.0,1.1499999999999773,0.7763968813108608,0.001721505344151275,True
2026-03-16 15:30:00+00:00,670.03,short,SPY,2026-03-16 16:10:00+00:00,668.81,1.3254661536187016,670.03,670.62,670.03,670.29,40.0,1.2200000000000273,0.9204308964580217,0.0018208139934033213,True
2026-03-16 16:30:00+00:00,667.44,long,SPY,2026-03-16 18:20:00+00:00,669.81,1.238146630746193,667.44,668.21,667.19,668.21,110.0,2.369999999999891,1.9141513138646304,0.0035508809780653294,True
2026-03-16 18:40:00+00:00,670.1,long,SPY,2026-03-16 19:20:00+00:00,669.42,0.9266229206788411,670.1,670.29,669.9,670.09,40.0,-0.6800000000000637,-0.733847593044534,-0.0010147739143412382,False
2026-03-16 19:30:00+00:00,669.26,long,SPY,2026-03-17 13:40:00+00:00,673.885,1.0616902631485527,669.26,669.39,668.84,668.96,1090.0,4.625,4.3562611060254826,0.006910617697158061,True
2026-03-17 13:50:00+00:00,674.16,short,SPY,2026-03-17 14:20:00+00:00,672.565,1.211866322208037,674.16,674.235,673.66,673.85,30.0,1.5949999999999136,1.316151765892629,0.0023659072030377264,True
2026-03-17 14:30:00+00:00,672.73,short,SPY,2026-03-17 15:40:00+00:00,670.68,1.183786287707813,672.73,673.25,672.22,672.5,70.0,2.050000000000068,1.7317314968815196,0.00304728494343952,True
2026-03-17 16:10:00+00:00,670.64,long,SPY,2026-03-17 17:20:00+00:00,671.4,1.1044387307120118,670.64,671.54,670.6,671.54,70.0,0.7599999999999909,0.6881323326193319,0.0011332458547059776,True
2026-03-17 16:20:00+00:00,671.55,short,SPY,2026-03-17 17:00:00+00:00,671.05,1.0619788213754389,671.55,671.55,671.04,671.295,40.0,0.5,0.47081918201760087,0.0007445461990916537,True
2026-03-17 17:10:00+00:00,671.79,short,SPY,2026-03-18 13:40:00+00:00,669.07,0.9515397463202652,671.79,671.86,671.28,671.42,1230.0,2.7199999999999136,2.8585248388399194,0.00404888432397016,True
2026-03-18 13:50:00+00:00,669.09,short,SPY,2026-03-18 14:30:00+00:00,665.98,0.8825768702091787,669.09,669.27,668.37,669.22,40.0,3.1100000000000136,3.5237723817336333,0.004648104141445865,True
2026-03-18 14:30:00+00:00,665.98,long,SPY,2026-03-18 15:00:00+00:00,667.13,1.0422292271460978,665.98,666.9,665.91,666.16,30.0,1.1499999999999773,1.1034040977232855,0.001726778581939259,True
2026-03-18 15:00:00+00:00,667.13,short,SPY,2026-03-18 19:10:00+00:00,664.4,1.0535049606559679,667.13,668.0,666.78,667.93,250.0,2.730000000000018,2.591349924256812,0.004092155951613656,True
2026-03-18 19:20:00+00:00,663.3,short,SPY,2026-03-19 13:40:00+00:00,656.23,1.018178082028347,663.3,663.48,662.71,662.855,1100.0,7.069999999999936,6.943775479742748,0.01065882707673743,True
2026-03-19 13:40:00+00:00,656.23,long,SPY,2026-03-19 14:00:00+00:00,658.64,1.3770446757857548,656.23,657.93,656.015,657.93,20.0,2.409999999999968,1.7501247725494449,0.0036724928759732656,True
2026-03-19 14:00:00+00:00,658.64,short,SPY,2026-03-19 14:30:00+00:00,656.33,1.3321456643254734,658.64,659.12,658.17,658.17,30.0,2.3099999999999454,1.7340446032751264,0.0035072270132393197,True
2026-03-19 14:30:00+00:00,656.33,long,SPY,2026-03-19 14:40:00+00:00,657.37,1.5238389302197781,656.33,659.06,656.27,657.405,10.0,1.0399999999999636,0.682486829398674,0.001584568738287162,True
2026-03-19 15:10:00+00:00,658.87,short,SPY,2026-03-19 15:50:00+00:00,657.02,1.4973894649626944,658.87,659.64,658.12,658.12,40.0,1.8500000000000227,1.2354835153365482,0.0028078376614507,True
2026-03-19 15:40:00+00:00,656.93,long,SPY,2026-03-19 16:10:00+00:00,658.495,1.4419860257008141,656.93,657.2,656.21,657.03,30.0,1.5650000000000546,1.0853087145830382,0.002382293395034596,True
