side,trades,win_rate,avg_realized_exit_atr,avg_mfe_atr,avg_giveback_atr,avg_capture_ratio,median_capture_ratio,pct_max_before_exit,pct_giveback_gt_0_50_atr,pct_giveback_gt_1_00_atr,realized_exit_atr_p10,realized_exit_atr_p25,realized_exit_atr_p50,realized_exit_atr_p75,realized_exit_atr_p90,mfe_atr_p10,mfe_atr_p25,mfe_atr_p50,mfe_atr_p75,mfe_atr_p90,giveback_atr_p10,giveback_atr_p25,giveback_atr_p50,giveback_atr_p75,giveback_atr_p90,capture_ratio_p10,capture_ratio_p25,capture_ratio_p50,capture_ratio_p75,capture_ratio_p90
long,72,0.9722222222222222,1.6548037666020834,2.1282952664550105,0.4734914998529274,0.7332081673677467,0.8134702270620973,1.0,0.3194444444444444,0.1388888888888889,0.4925045309759438,0.7772830109591842,1.2441557713064177,1.9993227394239081,2.9887500767548754,1.0243141650106407,1.1843766640571491,1.8509633673219241,2.3243144948081,3.303705517015474,0.03298725847629469,0.1760846024106965,0.3361772219345925,0.5555312551052541,1.1138355650532874,0.40591598309722116,0.6170098670098514,0.8134702270620973,0.9277291589629877,0.9844657134979855
short,68,0.9558823529411765,1.950915117779976,2.585323710686865,0.6344085929068892,0.6704856065529129,0.7118104118104064,1.0,0.5735294117647058,0.22058823529411764,0.30161896298297985,0.6116372933265124,1.4140538736497272,2.617147174012622,4.154685460507314,0.6529907958362986,1.2912692787225373,1.8664244578617983,3.3473679252278963,5.033663014718258,0.11418374639475336,0.26208023169202255,0.5435930852949007,0.9163384060931585,1.189915788075677,0.33683720930232613,0.5722756410256307,0.7118104118104064,0.873800033217077,0.9362885235065457
