trace_kind,symbol,timestamp,open,high,low,close,volume,policy_event,policy_mode,policy_reason,policy_position,policy_signed_contracts,policy_long_contracts,policy_short_contracts,policy_open_long_symbol,policy_open_short_symbol,target_long_contracts,target_short_contracts,raw_action,raw_pos,exec_pos,gate_status,p_enter_long,p_enter_short,p_exit_long,p_exit_short,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_pivot_long_source,p_pivot_short_source,p_tb_long_source,p_tb_short_source,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short
meta_10m,SPY,2026-03-09 16:20:00+00:00,670.0,671.56,669.27,670.89,32733.0,,,,,,,,,,,,,,,policy_only,0.03222828358411789,0.4946799874305725,0.6939905881881714,,0.010611431673169136,0.5683858394622803,0.03449974209070206,0.4676778316497803,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 16:31:00+00:00,670.41,670.56,670.27,670.27,2877.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:32:00+00:00,670.09,670.15,669.91,670.09,2394.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:33:00+00:00,670.19,670.69,670.16,670.5,3084.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:34:00+00:00,670.53,670.82,670.51,670.8,2780.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:35:00+00:00,670.86,671.3,670.86,671.23,2507.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:36:00+00:00,671.14,671.32,670.98,671.18,2610.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:37:00+00:00,671.19,671.23,670.94,670.94,5134.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:38:00+00:00,670.955,671.11,670.855,671.085,8119.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:39:00+00:00,671.05,671.12,670.9,671.06,1743.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:40:00+00:00,671.12,671.41,671.12,671.41,967.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 16:30:00+00:00,670.93,671.32,669.91,671.06,35821.0,,,,,,,,,,,,,,,policy_only,0.023773420602083206,0.7988129258155823,,,0.0004410521360114217,0.014937575906515121,0.033674899488687515,0.7361392378807068,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 16:41:00+00:00,671.405,671.54,671.32,671.51,3465.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:42:00+00:00,671.54,671.65,671.51,671.55,2737.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:43:00+00:00,671.55,671.89,671.55,671.8,4146.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:44:00+00:00,671.8,671.925,671.8,671.82,4206.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:45:00+00:00,671.9,672.05,671.87,671.9,2267.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:46:00+00:00,671.72,672.12,671.72,672.12,4199.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:47:00+00:00,672.13,672.23,672.09,672.22,9546.0,hold,independent_meta,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:48:00+00:00,672.25,672.25,671.98,672.02,2778.0,open_short,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:49:00+00:00,672.05,672.08,671.95,671.97,2982.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:50:00+00:00,672.0,672.0,671.74,671.85,4936.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
meta_10m,SPY,2026-03-09 16:40:00+00:00,671.12,672.25,671.12,671.97,37293.0,,,,,,,,,,,,,,,policy_only,0.00776107981801033,0.9039890766143799,,0.23151087760925293,0.00020001805387437344,0.5385574102401733,0.03408145159482956,0.794904351234436,,,,,0.5,0.5,0.65,0.65
policy_1m,SPY,2026-03-09 16:51:00+00:00,671.81,671.91,671.74,671.89,4020.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:52:00+00:00,671.87,672.04,671.82,672.0,4248.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:53:00+00:00,671.97,671.995,671.63,671.63,5178.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
policy_1m,SPY,2026-03-09 16:54:00+00:00,671.64,671.68,671.44,671.49,3104.0,hold,independent_meta,,-1.0,-1.0,0.0,1.0,,.SIM_SPY_260309_P_670,0.0,1.0,,,,,,,,,,,,,,,,,,,,
