symbol,timestamp,open,high,low,close,volume,p_enter_long,p_enter_short,p_exit_long,p_exit_short,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short,long_valid_signal,short_valid_signal,long_ref_high,short_ref_low,long_adverse_trigger,short_adverse_trigger,long_soft_exit_condition,short_soft_exit_condition,long_soft_confirm_count,short_soft_confirm_count,long_urgent_exit,short_urgent_exit
SPY,2026-02-17 16:10:00+00:00,681.15,682.865,681.08,682.75,48624.0,0.06701666861772537,0.5106627941131592,0.2691214382648468,,0.5,0.5,0.65,0.65,False,True,,681.08,,684.6656631003709,True,False,0,0,False,False
SPY,2026-02-17 16:20:00+00:00,682.76,683.2,681.535,681.57,20927.0,0.16996803879737854,0.30682259798049927,,,0.5,0.5,0.65,0.65,False,False,,,,,False,False,0,0,False,False
SPY,2026-02-17 16:30:00+00:00,681.62,682.82,680.87,682.48,24538.0,0.03531118109822273,0.6756480932235718,,,0.5,0.5,0.65,0.65,False,True,,680.87,,684.3814901222586,False,False,0,0,False,False
SPY,2026-02-17 16:40:00+00:00,682.4,682.565,681.53,681.665,32878.0,0.1488320231437683,0.3430332839488983,,,0.5,0.5,0.65,0.65,False,False,,,,,False,False,0,0,False,False
SPY,2026-02-17 16:50:00+00:00,681.95,683.02,681.805,682.47,19962.0,0.04812227562069893,0.6461076140403748,,,0.5,0.5,0.65,0.65,False,True,,681.805,,684.2749838299067,False,False,0,0,False,False
SPY,2026-02-17 17:00:00+00:00,682.44,682.48,681.65,681.67,12182.0,0.3794260621070862,0.09926129132509232,,0.08057808876037598,0.5,0.5,0.65,0.65,False,False,,681.805,,684.2749838299067,False,False,0,0,False,False
SPY,2026-02-17 17:10:00+00:00,681.84,681.84,680.905,681.395,9823.0,0.832066535949707,0.014564554207026958,,0.2380770593881607,0.5,0.5,0.65,0.65,True,False,681.84,681.805,679.7168251670703,684.2749838299067,False,False,0,0,False,False
SPY,2026-02-17 17:20:00+00:00,681.365,682.1,680.49,682.1,10515.0,0.4287400543689728,0.03763601556420326,0.17534111440181732,0.35018518567085266,0.5,0.5,0.65,0.65,False,False,681.84,,679.7168251670703,,False,True,0,0,False,True
SPY,2026-02-17 17:30:00+00:00,682.11,682.28,681.01,681.58,5874.0,0.9182606935501099,0.00991038978099823,0.21555005013942719,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 17:40:00+00:00,681.555,681.555,679.585,680.355,11401.0,0.9695878028869629,0.004614304751157761,0.23905472457408905,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 17:50:00+00:00,680.39,681.03,679.19,681.03,15620.0,0.9675731658935547,0.004667383618652821,0.09337756037712097,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 18:00:00+00:00,681.02,681.11,680.18,680.48,20478.0,0.9718400239944458,0.006990635767579079,0.15658526122570038,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 18:10:00+00:00,679.93,680.67,679.88,680.315,6596.0,0.962134599685669,0.006557986605912447,0.07832806557416916,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 18:20:00+00:00,680.4,682.54,680.34,682.33,20115.0,0.9509828090667725,0.009590813890099525,0.08220700174570084,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 18:30:00+00:00,682.5,683.35,682.08,683.29,16588.0,0.5374569892883301,0.05292990431189537,0.06883803755044937,,0.5,0.5,0.65,0.65,True,False,681.84,,679.7168251670703,,False,False,0,0,False,False
SPY,2026-02-17 18:40:00+00:00,683.42,684.07,683.42,683.86,18742.0,0.08236004412174225,0.3626476228237152,0.08867263793945312,,0.5,0.5,0.65,0.65,False,False,681.84,,679.7168251670703,,True,False,1,0,False,False
SPY,2026-02-17 18:50:00+00:00,683.63,684.71,683.63,684.08,17424.0,0.048674825578927994,0.676211416721344,0.5398992300033569,,0.5,0.5,0.65,0.65,False,True,,683.63,,685.5802150786415,True,False,0,0,True,False
SPY,2026-02-17 19:00:00+00:00,684.06,684.49,683.845,683.89,18873.0,0.08438951522111893,0.7710105776786804,,,0.5,0.5,0.65,0.65,False,True,,683.845,,685.3291282873099,False,False,0,0,False,False
SPY,2026-02-17 19:10:00+00:00,683.995,684.225,683.63,683.95,28025.0,0.04109560698270798,0.8653771877288818,,0.1124979704618454,0.5,0.5,0.65,0.65,False,True,,683.845,,685.3291282873099,False,False,0,0,False,False
SPY,2026-02-17 19:20:00+00:00,683.9,684.59,683.86,683.9,22769.0,0.03921305760741234,0.7388429045677185,,0.11231646686792374,0.5,0.5,0.65,0.65,False,True,,683.845,,685.3291282873099,False,False,0,0,False,False
SPY,2026-02-17 19:30:00+00:00,683.99,684.86,683.83,684.52,9569.0,0.02713932655751705,0.917650043964386,,0.11945486813783646,0.5,0.5,0.65,0.65,False,True,,683.845,,685.3291282873099,False,False,0,0,False,False
SPY,2026-02-17 19:40:00+00:00,684.525,684.92,684.31,684.375,10225.0,0.07695809006690979,0.7729924321174622,,0.12184646725654602,0.5,0.5,0.65,0.65,False,True,,683.845,,685.3291282873099,False,False,0,0,False,False
SPY,2026-02-17 19:50:00+00:00,684.33,684.36,683.44,683.54,13140.0,0.553895890712738,0.41812077164649963,,0.17058497667312622,0.5,0.5,0.65,0.65,True,False,684.36,683.845,682.3024538990819,685.3291282873099,False,True,0,1,False,False
SPY,2026-02-17 20:00:00+00:00,683.57,684.09,683.33,683.36,14793.0,0.6429212093353271,0.2407323569059372,,0.21029379963874817,0.5,0.5,0.65,0.65,True,False,684.09,,682.1565643348619,,False,True,0,0,False,False
SPY,2026-02-17 20:10:00+00:00,683.39,683.7,683.1,683.1,18881.0,0.7474573254585266,0.18589626252651215,,,0.5,0.5,0.65,0.65,True,False,683.7,,681.9396668823717,,False,False,0,0,False,False
SPY,2026-02-17 20:20:00+00:00,683.2,683.32,682.72,682.9,30755.0,0.7961295247077942,0.09689561277627945,,,0.5,0.5,0.65,0.65,True,False,683.32,,681.7796906764879,,False,False,0,0,False,False
SPY,2026-02-17 20:30:00+00:00,682.83,682.89,682.01,682.16,35637.0,0.8801047205924988,0.07425985485315323,,,0.5,0.5,0.65,0.65,True,False,682.89,,681.0561413424531,,False,False,0,0,False,False
SPY,2026-02-17 20:40:00+00:00,682.19,683.22,682.11,682.815,33878.0,0.847330629825592,0.12413579970598221,0.17388232052326202,,0.5,0.5,0.65,0.65,True,False,682.89,,681.0561413424531,,False,False,0,0,False,False
SPY,2026-02-17 20:50:00+00:00,682.95,683.19,681.94,682.76,109185.0,0.8852491974830627,0.12483546882867813,0.16516466438770294,,0.5,0.5,0.65,0.65,True,False,682.89,,681.0561413424531,,False,False,0,0,False,False
SPY,2026-02-18 14:30:00+00:00,683.87,684.6,682.87,684.27,34317.0,0.911400318145752,0.04467298462986946,0.27051854133605957,,0.5,0.5,0.65,0.65,True,False,682.89,,681.0561413424531,,False,False,0,0,False,False
SPY,2026-02-18 14:40:00+00:00,684.25,685.43,683.62,683.715,58351.0,0.9367223381996155,0.021680470556020737,0.9485751986503601,,0.5,0.5,0.65,0.65,True,False,,,,,False,False,0,0,True,False
SPY,2026-02-18 14:50:00+00:00,683.77,686.345,683.62,686.09,44807.0,0.938109278678894,0.018123295158147812,,,0.5,0.5,0.65,0.65,True,False,686.345,,684.7694875599889,,False,False,0,0,False,False
SPY,2026-02-18 15:00:00+00:00,686.205,688.12,686.11,687.47,57185.0,0.11811065673828125,0.264228880405426,0.25239384174346924,,0.5,0.5,0.65,0.65,False,False,686.345,,684.7694875599889,,False,False,0,0,False,False
SPY,2026-02-18 15:10:00+00:00,687.48,688.45,686.99,687.89,62821.0,0.16141867637634277,0.5573824644088745,0.41940608620643616,,0.5,0.5,0.65,0.65,False,True,686.345,686.99,684.7694875599889,689.2675336855198,False,False,0,0,False,False
SPY,2026-02-18 15:20:00+00:00,687.95,688.15,687.535,687.85,31734.0,0.10351236164569855,0.5820589661598206,0.3891087770462036,,0.5,0.5,0.65,0.65,False,True,686.345,687.535,684.7694875599889,689.173066993697,True,False,1,0,False,False
SPY,2026-02-18 15:30:00+00:00,687.89,688.12,687.34,688.055,34609.0,0.04043470695614815,0.7605611681938171,0.3138399124145508,0.22599521279335022,0.5,0.5,0.65,0.65,False,True,,687.535,,689.173066993697,True,False,0,0,False,False
SPY,2026-02-18 15:40:00+00:00,688.04,688.59,688.0,688.37,38284.0,0.02935194782912731,0.8699104189872742,,0.1506679654121399,0.5,0.5,0.65,0.65,False,True,,687.535,,689.173066993697,False,False,0,0,False,False
SPY,2026-02-18 15:50:00+00:00,688.38,688.71,688.02,688.515,32925.0,0.018529582768678665,0.8606793880462646,,0.11019796878099442,0.5,0.5,0.65,0.65,False,True,,687.535,,689.173066993697,False,False,0,0,False,False
SPY,2026-02-18 16:00:00+00:00,688.51,688.96,688.24,688.355,30247.0,0.08128129690885544,0.49412408471107483,,0.09869659692049026,0.5,0.5,0.65,0.65,False,False,,687.535,,689.173066993697,False,True,0,1,False,False
SPY,2026-02-18 16:10:00+00:00,688.37,688.65,688.14,688.2,29283.0,0.20380601286888123,0.25681328773498535,,0.11106176674365997,0.5,0.5,0.65,0.65,False,False,,,,,False,True,0,0,False,False
SPY,2026-02-18 16:20:00+00:00,688.13,688.41,688.06,688.2,26360.0,0.15665097534656525,0.17821496725082397,,,0.5,0.5,0.65,0.65,False,False,,,,,False,False,0,0,False,False
SPY,2026-02-18 16:30:00+00:00,688.175,688.7,688.16,688.54,22597.0,0.03488035500049591,0.7905364036560059,,,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 16:40:00+00:00,688.53,688.63,688.06,688.06,20835.0,0.2468889206647873,0.3718675673007965,,0.10342774540185928,0.5,0.5,0.65,0.65,False,False,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 16:50:00+00:00,688.105,688.215,687.52,687.55,28827.0,0.590211033821106,0.06511220335960388,,0.14640037715435028,0.5,0.5,0.65,0.65,True,False,688.215,688.16,686.5801346204155,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 17:00:00+00:00,687.56,688.885,687.38,688.49,36811.0,0.07319405674934387,0.7452861070632935,0.30182668566703796,0.36393478512763977,0.5,0.5,0.65,0.65,False,True,688.215,688.16,686.5801346204155,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 17:10:00+00:00,688.48,688.65,688.03,688.6,25507.0,0.034862417727708817,0.8792632818222046,0.5735781788825989,0.17816390097141266,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,True,False
SPY,2026-02-18 17:20:00+00:00,688.58,688.65,688.14,688.23,17225.0,0.027658911421895027,0.8143613338470459,,0.061417192220687866,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 17:30:00+00:00,688.16,688.42,687.89,688.24,16493.0,0.015189427882432938,0.9461578726768494,,0.06673774123191833,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 17:40:00+00:00,688.215,688.33,687.92,688.18,17494.0,0.03623906895518303,0.9276034235954285,,0.07107500731945038,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 17:50:00+00:00,688.2,688.79,688.2,688.5,14276.0,0.02708602324128151,0.9498704671859741,,0.07628138363361359,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:00:00+00:00,688.52,689.14,688.45,688.49,12408.0,0.034685857594013214,0.9438613057136536,,0.06027943640947342,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:10:00+00:00,688.55,688.76,688.375,688.5,14680.0,0.050963807851076126,0.9367138743400574,,0.06472374498844147,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:20:00+00:00,688.515,688.535,687.5,687.795,35738.0,0.060991790145635605,0.9159318804740906,,0.08504882454872131,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:30:00+00:00,687.815,688.02,687.47,687.64,28637.0,0.0480591244995594,0.9146294593811035,,0.08211974054574966,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:40:00+00:00,687.65,687.69,686.635,687.18,46009.0,0.04946950078010559,0.9325897097587585,,0.10300970822572708,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 18:50:00+00:00,687.18,687.18,686.09,686.965,39229.0,0.040289506316185,0.9480981826782227,,0.7635646462440491,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:00:00+00:00,686.92,687.38,686.6,686.7,28034.0,0.03298981860280037,0.9395372867584229,,0.37475910782814026,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:10:00+00:00,686.75,687.05,686.1,686.13,43657.0,0.06665624678134918,0.9340882897377014,,0.10128868371248245,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:20:00+00:00,686.21,686.87,686.18,686.44,32313.0,0.06477496773004532,0.941310465335846,,0.24972480535507202,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:30:00+00:00,686.47,686.6,684.85,685.21,56335.0,0.2527693808078766,0.5215831995010376,,0.4571375846862793,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:40:00+00:00,685.23,685.785,685.06,685.325,35820.0,0.21135863661766052,0.594998300075531,,0.5481103658676147,0.5,0.5,0.65,0.65,False,True,,688.16,,689.5633941680387,False,False,0,0,False,False
SPY,2026-02-18 19:50:00+00:00,685.27,685.37,684.07,684.6,55478.0,0.5558081865310669,0.30230477452278137,,0.8357473015785217,0.5,0.5,0.65,0.65,True,False,685.37,,683.6766908303462,,False,True,0,0,False,True
SPY,2026-02-18 20:00:00+00:00,684.62,685.33,684.44,684.55,50223.0,0.48120924830436707,0.3788208067417145,,,0.5,0.5,0.65,0.65,False,False,,,,,False,False,0,0,False,False
SPY,2026-02-18 20:10:00+00:00,684.5,684.68,683.92,684.32,43461.0,0.5417343378067017,0.2817981541156769,,,0.5,0.5,0.65,0.65,True,False,684.68,,683.4105650526965,,False,False,0,0,False,False
SPY,2026-02-18 20:20:00+00:00,684.32,684.42,683.95,684.21,35942.0,0.6845502853393555,0.23725150525569916,,,0.5,0.5,0.65,0.65,True,False,684.42,,683.3319532632182,,False,False,0,0,False,False
SPY,2026-02-18 20:30:00+00:00,684.19,685.61,684.185,685.51,54077.0,0.3284865617752075,0.6888419985771179,0.44312313199043274,,0.5,0.5,0.65,0.65,False,True,684.42,684.185,683.3319532632182,686.4271148270117,False,False,0,0,False,False
SPY,2026-02-18 20:40:00+00:00,685.53,686.49,685.345,686.39,103428.0,0.2971147298812866,0.7802525162696838,0.5855461359024048,0.4794004261493683,0.5,0.5,0.65,0.65,False,True,684.42,684.185,683.3319532632182,686.4271148270117,False,False,0,0,False,False
SPY,2026-02-18 20:50:00+00:00,686.47,687.17,685.95,686.19,259510.0,0.38585349917411804,0.7735013961791992,0.9140264987945557,0.2808622717857361,0.5,0.5,0.65,0.65,False,True,,684.185,,686.4271148270117,True,False,0,0,True,False
SPY,2026-02-19 14:30:00+00:00,683.85,684.48,682.48,683.63,34709.0,0.8027675747871399,0.08051129430532455,,0.9719155430793762,0.5,0.5,0.65,0.65,True,False,684.48,,682.4792688502388,,False,True,0,0,False,True
SPY,2026-02-19 14:40:00+00:00,683.68,684.74,682.98,684.13,37028.0,0.658938467502594,0.11669953167438507,0.34299999475479126,,0.5,0.5,0.65,0.65,True,False,684.48,,682.4792688502388,,False,False,0,0,False,False
