timestamp,symbol,event,price,reason
2026-02-13 14:42:00+00:00,SPY,enter_long,678.225,1m_directional
2026-02-13 15:01:00+00:00,SPY,exit_long,680.96,1m_directional
2026-02-13 15:10:00+00:00,SPY,enter_long,682.54,1m_directional
2026-02-13 17:15:00+00:00,SPY,exit_long,685.72,1m_directional
2026-02-13 17:40:00+00:00,SPY,enter_short,685.9,1m_directional
2026-02-13 20:53:00+00:00,SPY,exit_short,680.92,1m_directional
2026-02-17 14:32:00+00:00,SPY,enter_short,680.57,1m_directional
2026-02-17 15:00:00+00:00,SPY,exit_short,676.8,1m_directional
2026-02-17 15:00:00+00:00,SPY,enter_long,676.8,1m_directional
2026-02-17 15:30:00+00:00,SPY,exit_long,676.97,1m_directional
2026-02-17 15:40:00+00:00,SPY,enter_long,676.45,1m_directional
2026-02-17 16:20:00+00:00,SPY,exit_long,682.49,1m_directional
2026-02-17 16:20:00+00:00,SPY,enter_short,682.49,1m_directional
2026-02-17 17:20:00+00:00,SPY,exit_short,681.405,1m_directional
2026-02-17 17:20:00+00:00,SPY,enter_long,681.405,1m_directional
2026-02-17 19:00:00+00:00,SPY,exit_long,684.0,1m_directional
2026-02-17 19:00:00+00:00,SPY,enter_short,684.0,1m_directional
2026-02-17 20:00:00+00:00,SPY,enter_long,683.79,1m_directional
2026-02-17 20:10:00+00:00,SPY,exit_short,683.395,1m_directional
2026-02-18 15:11:00+00:00,SPY,exit_long,687.19,1m_directional
2026-02-18 15:20:00+00:00,SPY,enter_short,687.94,1m_directional
2026-02-18 16:20:00+00:00,SPY,exit_short,688.16,1m_directional
2026-02-18 16:40:00+00:00,SPY,enter_short,688.41,1m_directional
2026-02-18 17:01:00+00:00,SPY,enter_long,687.7,1m_directional
2026-02-18 17:21:00+00:00,SPY,exit_long,688.58,1m_directional
2026-02-18 20:00:00+00:00,SPY,exit_short,684.88,1m_directional
2026-02-18 20:00:00+00:00,SPY,enter_long,684.88,1m_directional
2026-02-18 20:40:00+00:00,SPY,enter_short,685.355,1m_directional
2026-02-18 20:51:00+00:00,SPY,exit_long,686.5,1m_directional
2026-02-19 14:42:00+00:00,SPY,exit_short,683.77,1m_directional
2026-02-19 14:42:00+00:00,SPY,enter_long,683.77,1m_directional
2026-02-19 15:00:00+00:00,SPY,exit_long,684.77,1m_directional
2026-02-19 15:00:00+00:00,SPY,enter_short,684.77,1m_directional
2026-02-19 15:30:00+00:00,SPY,enter_long,684.09,1m_directional
2026-02-19 15:43:00+00:00,SPY,exit_long,685.67,1m_directional
2026-02-19 17:10:00+00:00,SPY,enter_long,683.25,1m_directional
2026-02-19 17:21:00+00:00,SPY,exit_long,684.34,1m_directional
2026-02-19 18:00:00+00:00,SPY,exit_short,682.51,1m_directional
2026-02-19 18:00:00+00:00,SPY,enter_long,682.51,1m_directional
2026-02-19 19:00:00+00:00,SPY,exit_long,683.65,1m_directional
2026-02-19 19:00:00+00:00,SPY,enter_short,683.65,1m_directional
2026-02-19 19:40:00+00:00,SPY,enter_long,682.23,1m_directional
2026-02-19 19:50:00+00:00,SPY,exit_short,682.72,1m_directional
2026-02-20 14:50:00+00:00,SPY,exit_long,684.06,1m_directional
2026-02-20 15:00:00+00:00,SPY,enter_long,685.565,1m_directional
2026-02-20 15:11:00+00:00,SPY,exit_long,686.95,1m_directional
2026-02-20 15:21:00+00:00,SPY,enter_long,687.51,1m_directional
2026-02-20 15:50:00+00:00,SPY,exit_long,688.0,1m_directional
2026-02-20 15:50:00+00:00,SPY,enter_short,688.0,1m_directional
2026-02-20 16:31:00+00:00,SPY,enter_long,686.28,1m_directional
2026-02-20 16:41:00+00:00,SPY,exit_long,688.185,1m_directional
2026-02-20 17:21:00+00:00,SPY,exit_short,684.85,1m_directional
2026-02-20 17:21:00+00:00,SPY,enter_long,684.85,1m_directional
2026-02-20 18:50:00+00:00,SPY,exit_long,688.97,1m_directional
2026-02-20 18:50:00+00:00,SPY,enter_short,688.97,1m_directional
2026-02-20 19:30:00+00:00,SPY,exit_short,688.9,1m_directional
2026-02-20 20:10:00+00:00,SPY,enter_short,688.97,1m_directional
2026-02-23 16:10:00+00:00,SPY,exit_short,681.25,1m_directional
2026-02-23 16:10:00+00:00,SPY,enter_long,681.25,1m_directional
2026-02-23 16:31:00+00:00,SPY,enter_short,682.57,1m_directional
2026-02-23 16:52:00+00:00,SPY,exit_long,682.35,1m_directional
2026-02-23 17:10:00+00:00,SPY,exit_short,682.09,1m_directional
2026-02-23 17:31:00+00:00,SPY,enter_long,681.67,1m_directional
2026-02-23 18:21:00+00:00,SPY,exit_long,683.29,1m_directional
2026-02-23 18:21:00+00:00,SPY,enter_short,683.29,1m_directional
2026-02-23 19:30:00+00:00,SPY,exit_short,681.42,1m_directional
2026-02-23 19:30:00+00:00,SPY,enter_long,681.42,1m_directional
2026-02-24 14:50:00+00:00,SPY,exit_long,684.43,1m_directional
2026-02-24 15:01:00+00:00,SPY,enter_long,682.63,1m_directional
2026-02-24 15:31:00+00:00,SPY,exit_long,686.04,1m_directional
2026-02-24 16:00:00+00:00,SPY,enter_long,685.425,1m_directional
2026-02-24 17:33:00+00:00,SPY,exit_long,687.52,1m_directional
2026-02-24 17:40:00+00:00,SPY,enter_short,687.32,1m_directional
2026-02-24 18:31:00+00:00,SPY,exit_short,687.21,1m_directional
2026-02-24 18:41:00+00:00,SPY,enter_short,687.68,1m_directional
2026-02-24 19:20:00+00:00,SPY,exit_short,686.94,1m_directional
2026-02-24 19:30:00+00:00,SPY,enter_long,686.9,1m_directional
2026-02-24 21:00:00+00:00,SPY,exit_long,687.42,1m_directional
2026-02-25 14:30:00+00:00,SPY,enter_long,691.08,1m_directional
2026-02-25 14:41:00+00:00,SPY,exit_long,691.02,1m_directional
2026-02-25 14:50:00+00:00,SPY,enter_short,691.56,1m_directional
2026-02-25 15:31:00+00:00,SPY,exit_short,691.27,1m_directional
2026-02-25 15:40:00+00:00,SPY,enter_long,690.53,1m_directional
