weekend_trade_count,avg_actual_move,median_actual_move,avg_forced_friday_move,median_forced_friday_move,avg_weekend_hold_edge,median_weekend_hold_edge,hold_better_count,forced_better_count
5,8.643000000000006,8.56000000000006,0.3239999999999782,-0.31999999999993634,8.319000000000027,8.770000000000095,5,0
