symbol,timestamp,open,high,low,close,volume,p_enter_long,p_enter_short,p_exit_long,p_exit_short,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short,long_valid_signal,short_valid_signal,long_intent_active,short_intent_active,long_ref_high,short_ref_low,long_active,short_active,long_bars_held,short_bars_held,do_exit_long,do_exit_short
SPY,2026-02-13 16:20:00+00:00,683.15,683.93,681.865,683.84,35145.0,0.8308785557746887,0.017618926241993904,0.20683372020721436,,0.5,0.5,0.65,0.65,True,False,False,False,682.47,,1,0,11,0,False,False
SPY,2026-02-13 16:30:00+00:00,683.78,684.34,682.92,684.34,29721.0,0.7012065649032593,0.026487775146961212,0.08182357996702194,,0.5,0.5,0.65,0.65,True,False,False,False,682.47,,1,0,12,0,False,False
SPY,2026-02-13 16:40:00+00:00,684.4,684.99,684.03,684.42,39839.0,0.6969872713088989,0.016960384324193,0.4359964430332184,,0.5,0.5,0.65,0.65,True,False,False,False,682.47,,1,0,13,0,False,False
SPY,2026-02-13 16:50:00+00:00,684.39,685.49,684.23,684.81,32425.0,0.3788435757160187,0.07786834239959717,0.5302348136901855,,0.5,0.5,0.65,0.65,False,False,False,False,682.47,,1,0,14,0,False,False
SPY,2026-02-13 17:00:00+00:00,684.78,685.63,684.49,685.2,28982.0,0.14273349940776825,0.2235313057899475,0.34273362159729004,,0.5,0.5,0.65,0.65,False,False,False,False,682.47,,1,0,15,0,False,False
SPY,2026-02-13 17:10:00+00:00,685.2,686.04,684.83,685.05,36954.0,0.3497013449668884,0.11502374708652496,0.9363914132118225,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,True,False
SPY,2026-02-13 17:20:00+00:00,685.11,686.015,685.11,685.35,36313.0,0.04642927646636963,0.3219902217388153,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-13 17:30:00+00:00,685.38,686.07,685.28,685.91,38558.0,0.022667795419692993,0.8818086981773376,,,0.5,0.5,0.65,0.65,False,True,False,True,,685.28,0,0,0,0,False,False
SPY,2026-02-13 17:40:00+00:00,685.935,686.24,685.44,685.92,32125.0,0.01692141592502594,0.8779710531234741,,,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,0,False,False
SPY,2026-02-13 17:50:00+00:00,685.94,685.96,685.0,685.11,30670.0,0.04980653151869774,0.6036806702613831,,0.11932507157325745,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,1,False,False
SPY,2026-02-13 18:00:00+00:00,685.12,685.3,684.13,684.84,34682.0,0.059426117688417435,0.5556759238243103,,0.16660313308238983,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,2,False,False
SPY,2026-02-13 18:10:00+00:00,684.89,685.8,684.88,685.37,30674.0,0.023345494642853737,0.8500336408615112,,0.2751401662826538,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,3,False,False
SPY,2026-02-13 18:20:00+00:00,685.35,686.26,684.97,685.35,34688.0,0.019155362620949745,0.9052802324295044,,0.0853605642914772,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,4,False,False
SPY,2026-02-13 18:30:00+00:00,685.39,686.0,685.26,685.77,26265.0,0.012537013739347458,0.9572736620903015,,0.23285828530788422,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,5,False,False
SPY,2026-02-13 18:40:00+00:00,685.76,685.83,684.885,685.18,27943.0,0.015721628442406654,0.9350837469100952,,0.0623444989323616,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,6,False,False
SPY,2026-02-13 18:50:00+00:00,685.09,685.18,684.37,684.65,34523.0,0.019875919446349144,0.9544535279273987,,0.06588081270456314,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,7,False,False
SPY,2026-02-13 19:00:00+00:00,684.725,685.16,684.47,685.11,33411.0,0.016270369291305542,0.9554370045661926,,0.08931156247854233,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,8,False,False
SPY,2026-02-13 19:10:00+00:00,685.06,685.34,684.55,685.03,37618.0,0.02031288668513298,0.9415093064308167,,0.08126316964626312,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,9,False,False
SPY,2026-02-13 19:20:00+00:00,685.03,685.33,684.1,684.3,28817.0,0.05191732197999954,0.9216939806938171,,0.08069897443056107,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,10,False,False
SPY,2026-02-13 19:30:00+00:00,684.35,684.89,683.82,684.07,26030.0,0.06247840076684952,0.882427453994751,,0.06090417504310608,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,11,False,False
SPY,2026-02-13 19:40:00+00:00,684.08,684.25,683.3,683.8,69878.0,0.07186400145292282,0.8700621128082275,,0.07940682023763657,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,12,False,False
SPY,2026-02-13 19:50:00+00:00,683.87,683.92,682.28,682.41,44512.0,0.15766137838363647,0.8380119204521179,,0.08477114140987396,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,13,False,False
SPY,2026-02-13 20:00:00+00:00,682.48,683.25,682.48,683.07,40998.0,0.17289568483829498,0.808920681476593,,0.41790449619293213,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,14,False,False
SPY,2026-02-13 20:10:00+00:00,683.1,683.11,681.85,682.62,55410.0,0.1567220389842987,0.7907546758651733,,0.3746711313724518,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,15,False,False
SPY,2026-02-13 20:20:00+00:00,682.55,682.6,680.37,680.64,71188.0,0.27647772431373596,0.760284960269928,,0.23165512084960938,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,16,False,False
SPY,2026-02-13 20:30:00+00:00,680.6,681.22,680.03,680.34,62796.0,0.3146064281463623,0.6909254789352417,,0.3578092157840729,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,17,False,False
SPY,2026-02-13 20:40:00+00:00,680.39,681.355,679.83,681.2,84970.0,0.18333344161510468,0.7983387112617493,,0.9481886625289917,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,18,False,False
SPY,2026-02-13 20:50:00+00:00,681.18,681.82,680.39,681.61,241006.0,0.19663961231708527,0.8407406806945801,,0.6702030897140503,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,19,False,False
SPY,2026-02-17 14:30:00+00:00,680.15,682.71,680.12,682.71,21657.0,0.018781539052724838,0.9663639068603516,,0.8799468278884888,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,20,False,False
SPY,2026-02-17 14:40:00+00:00,682.49,682.77,679.7,680.07,26121.0,0.07080177217721939,0.624402642250061,,0.37930169701576233,0.5,0.5,0.65,0.65,False,True,False,False,,685.44,0,1,0,21,False,False
SPY,2026-02-17 14:50:00+00:00,680.32,680.52,676.51,676.62,60496.0,0.7937427163124084,0.06242849677801132,,0.5944632887840271,0.5,0.5,0.65,0.65,True,False,True,False,680.52,685.44,0,1,0,22,False,False
SPY,2026-02-17 15:00:00+00:00,676.42,678.53,676.315,677.38,42951.0,0.8769741058349609,0.05228090658783913,,0.9257354140281677,0.5,0.5,0.65,0.65,True,False,False,False,678.53,,1,0,0,0,False,True
SPY,2026-02-17 15:10:00+00:00,677.525,679.745,676.69,679.59,39229.0,0.44858622550964355,0.1339082270860672,0.30241021513938904,,0.5,0.5,0.65,0.65,False,False,False,False,678.53,,1,0,1,0,False,False
SPY,2026-02-17 15:20:00+00:00,679.6,679.7,676.89,677.4,29838.0,0.8900104761123657,0.01749274879693985,0.6548846364021301,,0.5,0.5,0.65,0.65,True,False,False,False,678.53,,1,0,2,0,False,False
SPY,2026-02-17 15:30:00+00:00,677.43,677.43,675.84,675.885,16436.0,0.9383953809738159,0.011133057065308094,0.48818251490592957,,0.5,0.5,0.65,0.65,True,False,False,False,678.53,,1,0,3,0,False,False
SPY,2026-02-17 15:40:00+00:00,675.87,678.18,675.79,677.68,19887.0,0.8970667719841003,0.025144847109913826,0.22802917659282684,,0.5,0.5,0.65,0.65,True,False,False,False,678.53,,1,0,4,0,False,False
SPY,2026-02-17 15:50:00+00:00,677.68,678.6,677.15,678.6,17805.0,0.9314884543418884,0.015906324610114098,0.16360804438591003,,0.5,0.5,0.65,0.65,True,False,False,False,678.53,,1,0,5,0,False,False
SPY,2026-02-17 16:00:00+00:00,678.6,681.14,678.52,681.07,27798.0,0.18863795697689056,0.19422447681427002,0.2561516761779785,,0.5,0.5,0.65,0.65,False,False,False,False,678.53,,1,0,6,0,False,False
SPY,2026-02-17 16:10:00+00:00,681.15,682.865,681.08,682.75,48624.0,0.08348450809717178,0.5369116067886353,0.21083194017410278,,0.5,0.5,0.65,0.65,False,True,False,True,678.53,681.08,1,0,7,0,False,False
SPY,2026-02-17 16:20:00+00:00,682.76,683.2,681.535,681.57,20927.0,0.20878776907920837,0.16573072969913483,0.9290823340415955,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,True,False
SPY,2026-02-17 16:30:00+00:00,681.62,682.82,680.87,682.48,24538.0,0.0486452579498291,0.5308815240859985,,,0.5,0.5,0.65,0.65,False,True,False,True,,680.87,0,0,0,0,False,False
SPY,2026-02-17 16:40:00+00:00,682.4,682.565,681.53,681.665,32878.0,0.1881738156080246,0.23656003177165985,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-17 16:50:00+00:00,681.95,683.02,681.805,682.47,19962.0,0.05484570190310478,0.5319430828094482,,,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,0,False,False
SPY,2026-02-17 17:00:00+00:00,682.44,682.48,681.65,681.67,12182.0,0.3969549536705017,0.08410819619894028,,0.07605136930942535,0.5,0.5,0.65,0.65,False,False,False,False,,681.805,0,1,0,1,False,False
SPY,2026-02-17 17:10:00+00:00,681.84,681.84,680.905,681.395,9823.0,0.8195532560348511,0.012762563303112984,,0.2222147136926651,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,0,2,False,False
SPY,2026-02-17 17:20:00+00:00,681.365,682.1,680.49,682.1,10515.0,0.4342081546783447,0.03500162437558174,0.16265645623207092,0.447323203086853,0.5,0.5,0.65,0.65,False,False,False,False,681.84,681.805,1,1,1,3,False,False
SPY,2026-02-17 17:30:00+00:00,682.11,682.28,681.01,681.58,5874.0,0.9039756059646606,0.010621118359267712,0.23746809363365173,0.25736716389656067,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,2,4,False,False
SPY,2026-02-17 17:40:00+00:00,681.555,681.555,679.585,680.355,11401.0,0.961747944355011,0.004085971973836422,0.36134374141693115,0.3205026090145111,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,3,5,False,False
SPY,2026-02-17 17:50:00+00:00,680.39,681.03,679.19,681.03,15620.0,0.9673008322715759,0.004689167719334364,0.08742590993642807,0.6403884291648865,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,4,6,False,False
SPY,2026-02-17 18:00:00+00:00,681.02,681.11,680.18,680.48,20478.0,0.9701296091079712,0.003949041943997145,0.18375322222709656,0.30952632427215576,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,5,7,False,False
SPY,2026-02-17 18:10:00+00:00,679.93,680.67,679.88,680.315,6596.0,0.9575725197792053,0.002988016465678811,0.1132926344871521,0.20468929409980774,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,6,8,False,False
SPY,2026-02-17 18:20:00+00:00,680.4,682.54,680.34,682.33,20115.0,0.9447181820869446,0.007308770902454853,0.05496480315923691,0.45432668924331665,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,7,9,False,False
SPY,2026-02-17 18:30:00+00:00,682.5,683.35,682.08,683.29,16588.0,0.5732457041740417,0.05428467318415642,0.06595645844936371,0.44891244173049927,0.5,0.5,0.65,0.65,True,False,False,False,681.84,681.805,1,1,8,10,False,False
SPY,2026-02-17 18:40:00+00:00,683.42,684.07,683.42,683.86,18742.0,0.11493783444166183,0.3154390752315521,0.06027655303478241,0.31249600648880005,0.5,0.5,0.65,0.65,False,False,False,False,681.84,681.805,1,1,9,11,False,False
SPY,2026-02-17 18:50:00+00:00,683.63,684.71,683.63,684.08,17424.0,0.06373724341392517,0.595095157623291,0.46634820103645325,0.16155144572257996,0.5,0.5,0.65,0.65,False,True,False,False,681.84,681.805,1,1,10,12,False,False
SPY,2026-02-17 19:00:00+00:00,684.06,684.49,683.845,683.89,18873.0,0.08560986816883087,0.7496610283851624,0.6807870864868164,0.12418880313634872,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,13,True,False
SPY,2026-02-17 19:10:00+00:00,683.995,684.225,683.63,683.95,28025.0,0.0435158796608448,0.8251544833183289,,0.13079069554805756,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,14,False,False
SPY,2026-02-17 19:20:00+00:00,683.9,684.59,683.86,683.9,22769.0,0.04380225017666817,0.7303789258003235,,0.13857227563858032,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,15,False,False
SPY,2026-02-17 19:30:00+00:00,683.99,684.86,683.83,684.52,9569.0,0.031370989978313446,0.8824653625488281,,0.15065185725688934,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,16,False,False
SPY,2026-02-17 19:40:00+00:00,684.525,684.92,684.31,684.375,10225.0,0.08040286600589752,0.6633226275444031,,0.17255006730556488,0.5,0.5,0.65,0.65,False,True,False,False,,681.805,0,1,0,17,False,False
SPY,2026-02-17 19:50:00+00:00,684.33,684.36,683.44,683.54,13140.0,0.5687481760978699,0.3344939947128296,,0.1625824272632599,0.5,0.5,0.65,0.65,True,False,True,False,684.36,681.805,0,1,0,18,False,False
SPY,2026-02-17 20:00:00+00:00,683.57,684.09,683.33,683.36,14793.0,0.6360628604888916,0.19960558414459229,,0.17278674244880676,0.5,0.5,0.65,0.65,True,False,True,False,684.09,681.805,0,1,0,19,False,False
SPY,2026-02-17 20:10:00+00:00,683.39,683.7,683.1,683.1,18881.0,0.7508997917175293,0.1438974142074585,,0.2972397804260254,0.5,0.5,0.65,0.65,True,False,True,False,683.7,681.805,0,1,0,20,False,False
SPY,2026-02-17 20:20:00+00:00,683.2,683.32,682.72,682.9,30755.0,0.7957446575164795,0.08001460134983063,,0.4093450903892517,0.5,0.5,0.65,0.65,True,False,True,False,683.32,681.805,0,1,0,21,False,False
SPY,2026-02-17 20:30:00+00:00,682.83,682.89,682.01,682.16,35637.0,0.8760187029838562,0.06108573451638222,,0.3831869065761566,0.5,0.5,0.65,0.65,True,False,False,False,682.89,681.805,1,1,0,22,False,False
SPY,2026-02-17 20:40:00+00:00,682.19,683.22,682.11,682.815,33878.0,0.8457207679748535,0.11495809257030487,0.18553024530410767,0.5855687260627747,0.5,0.5,0.65,0.65,True,False,False,False,682.89,681.805,1,1,1,23,False,False
SPY,2026-02-17 20:50:00+00:00,682.95,683.19,681.94,682.76,109185.0,0.8779609799385071,0.11101093888282776,0.14776402711868286,0.5466505289077759,0.5,0.5,0.65,0.65,True,False,False,False,682.89,681.805,1,1,2,24,False,False
SPY,2026-02-18 14:30:00+00:00,683.87,684.6,682.87,684.27,34317.0,0.9082977771759033,0.041528500616550446,0.35996294021606445,0.6092831492424011,0.5,0.5,0.65,0.65,True,False,False,False,682.89,681.805,1,1,3,25,False,False
SPY,2026-02-18 14:40:00+00:00,684.25,685.43,683.62,683.715,58351.0,0.9240067005157471,0.019415508955717087,0.9502032399177551,0.6796125173568726,0.5,0.5,0.65,0.65,True,False,False,False,682.89,,1,0,4,0,False,True
SPY,2026-02-18 14:50:00+00:00,683.77,686.345,683.62,686.09,44807.0,0.9432801008224487,0.01254333183169365,0.15132038295269012,,0.5,0.5,0.65,0.65,True,False,False,False,682.89,,1,0,5,0,False,False
SPY,2026-02-18 15:00:00+00:00,686.205,688.12,686.11,687.47,57185.0,0.20503346621990204,0.2434767633676529,0.7572725415229797,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,True,False
SPY,2026-02-18 15:10:00+00:00,687.48,688.45,686.99,687.89,62821.0,0.22643549740314484,0.44958987832069397,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 15:20:00+00:00,687.95,688.15,687.535,687.85,31734.0,0.1466435194015503,0.48414018750190735,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 15:30:00+00:00,687.89,688.12,687.34,688.055,34609.0,0.05209453031420708,0.6263752579689026,,,0.5,0.5,0.65,0.65,False,True,False,True,,687.34,0,0,0,0,False,False
SPY,2026-02-18 15:40:00+00:00,688.04,688.59,688.0,688.37,38284.0,0.036144427955150604,0.7867802977561951,,,0.5,0.5,0.65,0.65,False,True,False,True,,688.0,0,0,0,0,False,False
SPY,2026-02-18 15:50:00+00:00,688.38,688.71,688.02,688.515,32925.0,0.023667192086577415,0.7854461669921875,,,0.5,0.5,0.65,0.65,False,True,False,True,,688.02,0,0,0,0,False,False
SPY,2026-02-18 16:00:00+00:00,688.51,688.96,688.24,688.355,30247.0,0.10149330645799637,0.363935261964798,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 16:10:00+00:00,688.37,688.65,688.14,688.2,29283.0,0.27774664759635925,0.20350362360477448,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 16:20:00+00:00,688.13,688.41,688.06,688.2,26360.0,0.21054112911224365,0.12224379926919937,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 16:30:00+00:00,688.175,688.7,688.16,688.54,22597.0,0.04561002552509308,0.6907607316970825,,,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,0,False,False
SPY,2026-02-18 16:40:00+00:00,688.53,688.63,688.06,688.06,20835.0,0.24681878089904785,0.24902288615703583,,0.10284090787172318,0.5,0.5,0.65,0.65,False,False,False,False,,688.16,0,1,0,1,False,False
SPY,2026-02-18 16:50:00+00:00,688.105,688.215,687.52,687.55,28827.0,0.6960564255714417,0.04093039035797119,,0.12547050416469574,0.5,0.5,0.65,0.65,True,False,False,False,688.215,688.16,1,1,0,2,False,False
SPY,2026-02-18 17:00:00+00:00,687.56,688.885,687.38,688.49,36811.0,0.10006361454725266,0.6070489287376404,0.2581906020641327,0.4819110333919525,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,1,3,False,False
SPY,2026-02-18 17:10:00+00:00,688.48,688.65,688.03,688.6,25507.0,0.04315052181482315,0.8249449133872986,0.5293716788291931,0.2312883883714676,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,2,4,False,False
SPY,2026-02-18 17:20:00+00:00,688.58,688.65,688.14,688.23,17225.0,0.026045143604278564,0.7375787496566772,0.4560315012931824,0.08055335283279419,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,3,5,False,False
SPY,2026-02-18 17:30:00+00:00,688.16,688.42,687.89,688.24,16493.0,0.01212337240576744,0.9234476089477539,0.49375131726264954,0.08472894877195358,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,4,6,False,False
SPY,2026-02-18 17:40:00+00:00,688.215,688.33,687.92,688.18,17494.0,0.02919132262468338,0.9069255590438843,0.5395649671554565,0.1227303296327591,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,5,7,False,False
SPY,2026-02-18 17:50:00+00:00,688.2,688.79,688.2,688.5,14276.0,0.02464057132601738,0.9351087212562561,0.36714768409729004,0.07576178014278412,0.5,0.5,0.65,0.65,False,True,False,False,688.215,688.16,1,1,6,8,False,False
SPY,2026-02-18 18:00:00+00:00,688.52,689.14,688.45,688.49,12408.0,0.024762235581874847,0.9251214265823364,0.686488151550293,0.07399635016918182,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,9,True,False
SPY,2026-02-18 18:10:00+00:00,688.55,688.76,688.375,688.5,14680.0,0.04210880398750305,0.925731360912323,,0.07714620977640152,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,10,False,False
SPY,2026-02-18 18:20:00+00:00,688.515,688.535,687.5,687.795,35738.0,0.03864686191082001,0.8987170457839966,,0.06314372271299362,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,11,False,False
SPY,2026-02-18 18:30:00+00:00,687.815,688.02,687.47,687.64,28637.0,0.04254722595214844,0.890627920627594,,0.0753130167722702,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,12,False,False
SPY,2026-02-18 18:40:00+00:00,687.65,687.69,686.635,687.18,46009.0,0.04768056422472,0.9119714498519897,,0.0947025790810585,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,13,False,False
SPY,2026-02-18 18:50:00+00:00,687.18,687.18,686.09,686.965,39229.0,0.03676467016339302,0.938713014125824,,0.7441309094429016,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,14,False,False
SPY,2026-02-18 19:00:00+00:00,686.92,687.38,686.6,686.7,28034.0,0.03234104812145233,0.9291937947273254,,0.3766741156578064,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,15,False,False
SPY,2026-02-18 19:10:00+00:00,686.75,687.05,686.1,686.13,43657.0,0.06552910059690475,0.9196279644966125,,0.09095604717731476,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,16,False,False
SPY,2026-02-18 19:20:00+00:00,686.21,686.87,686.18,686.44,32313.0,0.06964366137981415,0.9268642663955688,,0.24167212843894958,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,17,False,False
SPY,2026-02-18 19:30:00+00:00,686.47,686.6,684.85,685.21,56335.0,0.22885920107364655,0.5100818872451782,,0.41398656368255615,0.5,0.5,0.65,0.65,False,True,False,False,,688.16,0,1,0,18,False,False
SPY,2026-02-18 19:40:00+00:00,685.23,685.785,685.06,685.325,35820.0,0.20055750012397766,0.547889232635498,,0.6981222033500671,0.5,0.5,0.65,0.65,False,True,False,False,,,0,0,0,0,False,True
SPY,2026-02-18 19:50:00+00:00,685.27,685.37,684.07,684.6,55478.0,0.525928258895874,0.3025673031806946,,,0.5,0.5,0.65,0.65,True,False,True,False,685.37,,0,0,0,0,False,False
SPY,2026-02-18 20:00:00+00:00,684.62,685.33,684.44,684.55,50223.0,0.4900828003883362,0.34724754095077515,,,0.5,0.5,0.65,0.65,False,False,False,False,,,0,0,0,0,False,False
SPY,2026-02-18 20:10:00+00:00,684.5,684.68,683.92,684.32,43461.0,0.6575425267219543,0.23965303599834442,,,0.5,0.5,0.65,0.65,True,False,True,False,684.68,,0,0,0,0,False,False
SPY,2026-02-18 20:20:00+00:00,684.32,684.42,683.95,684.21,35942.0,0.7569383382797241,0.22313925623893738,,,0.5,0.5,0.65,0.65,True,False,False,False,684.42,,1,0,0,0,False,False
SPY,2026-02-18 20:30:00+00:00,684.19,685.61,684.185,685.51,54077.0,0.4365530014038086,0.5974599123001099,0.3659992516040802,,0.5,0.5,0.65,0.65,False,True,False,True,684.42,684.185,1,0,1,0,False,False
SPY,2026-02-18 20:40:00+00:00,685.53,686.49,685.345,686.39,103428.0,0.35985440015792847,0.6879017353057861,0.4977891743183136,,0.5,0.5,0.65,0.65,False,True,False,True,684.42,685.345,1,0,2,0,False,False
SPY,2026-02-18 20:50:00+00:00,686.47,687.17,685.95,686.19,259510.0,0.503322958946228,0.6738708019256592,0.9149652123451233,,0.5,0.5,0.65,0.65,False,True,False,False,,685.95,0,1,0,0,True,False
SPY,2026-02-19 14:30:00+00:00,683.85,684.48,682.48,683.63,34709.0,0.7406927943229675,0.10293981432914734,,0.6170400977134705,0.5,0.5,0.65,0.65,True,False,False,False,684.48,685.95,1,1,0,1,False,False
SPY,2026-02-19 14:40:00+00:00,683.68,684.74,682.98,684.13,37028.0,0.6867976784706116,0.09745029360055923,0.40510740876197815,0.7129905819892883,0.5,0.5,0.65,0.65,True,False,False,False,684.48,685.95,1,1,1,2,False,False
SPY,2026-02-19 14:50:00+00:00,684.22,685.82,684.07,684.96,37480.0,0.08835577219724655,0.5014404654502869,0.3352881073951721,0.7158454656600952,0.5,0.5,0.65,0.65,False,True,False,False,684.48,,1,0,2,0,False,True
SPY,2026-02-19 15:00:00+00:00,684.9,686.135,684.38,684.425,26250.0,0.42731142044067383,0.11646571755409241,0.5986775159835815,,0.5,0.5,0.65,0.65,False,False,False,False,684.48,,1,0,3,0,False,False
SPY,2026-02-19 15:10:00+00:00,684.5,685.29,684.08,684.85,21939.0,0.05531458929181099,0.6402578949928284,0.26442572474479675,,0.5,0.5,0.65,0.65,False,True,False,False,684.48,684.08,1,1,4,0,False,False
