symbol,timestamp,open,high,low,close,volume,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_enter_long,p_enter_short,p_exit_long,p_exit_short,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short,long_bars_held,short_bars_held,long_exit_threshold_hit,short_exit_threshold_hit,long_entry_still_supports,short_entry_still_supports,ind_entry_long,ind_exit_long,ind_entry_short,ind_exit_short,ind_long_active,ind_short_active,ts_local
SPY,2026-02-13 16:50:00+00:00,684.39,685.49,684.23,684.81,32425.0,0.002297943690791726,0.8629007935523987,0.3181007504463196,0.1457568109035492,0.3788435757160187,0.07786834239959717,0.3932519257068634,,0.5,0.5,0.65,0.65,7,0,False,False,False,False,False,False,False,False,1,0,2026-02-13 11:50:00-05:00
SPY,2026-02-13 17:00:00+00:00,684.78,685.63,684.49,685.2,28982.0,0.002644391730427742,0.7192583680152893,0.19092102348804474,0.4400233030319214,0.14273349940776825,0.2235313057899475,0.30626609921455383,,0.5,0.5,0.65,0.65,8,0,False,False,False,False,False,False,False,False,1,0,2026-02-13 12:00:00-05:00
SPY,2026-02-13 17:10:00+00:00,685.2,686.04,684.83,685.05,36954.0,0.003090016543865204,0.7266799807548523,0.3203573226928711,0.18813610076904297,0.3497013449668884,0.11502374708652496,0.8815259337425232,,0.5,0.5,0.65,0.65,0,0,True,False,False,False,False,True,False,False,0,0,2026-02-13 12:10:00-05:00
SPY,2026-02-13 17:20:00+00:00,685.11,686.015,685.11,685.35,36313.0,7.77471941546537e-05,0.06164593994617462,0.097257100045681,0.3563292622566223,0.04642927646636963,0.3219902217388153,,,0.5,0.5,0.65,0.65,0,0,False,False,False,False,False,False,False,False,0,0,2026-02-13 12:20:00-05:00
SPY,2026-02-13 17:30:00+00:00,685.38,686.07,685.28,685.91,38558.0,0.002517814515158534,0.5422000288963318,0.024440359324216843,0.8789388537406921,0.022667795419692993,0.8818086981773376,,,0.5,0.5,0.65,0.65,0,0,False,False,False,True,False,False,True,False,0,1,2026-02-13 12:30:00-05:00
SPY,2026-02-13 17:40:00+00:00,685.935,686.24,685.44,685.92,32125.0,0.002605435671284795,0.6536173820495605,0.01901797018945217,0.9290595650672913,0.01692141592502594,0.8779710531234741,,0.08943752944469452,0.5,0.5,0.65,0.65,0,1,False,False,False,True,False,False,False,False,0,1,2026-02-13 12:40:00-05:00
SPY,2026-02-13 17:50:00+00:00,685.94,685.96,685.0,685.11,30670.0,0.051757048815488815,0.08124175667762756,0.15778230130672455,0.41449427604675293,0.04980653151869774,0.6036806702613831,,0.11586631089448929,0.5,0.5,0.65,0.65,0,2,False,False,False,True,False,False,False,False,0,1,2026-02-13 12:50:00-05:00
SPY,2026-02-13 18:00:00+00:00,685.12,685.3,684.13,684.84,34682.0,0.776739239692688,0.015619413927197456,0.05926445871591568,0.5994426012039185,0.059426117688417435,0.5556759238243103,,0.1620260626077652,0.5,0.5,0.65,0.65,0,3,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:00:00-05:00
SPY,2026-02-13 18:10:00+00:00,684.89,685.8,684.88,685.37,30674.0,0.013063246384263039,0.3004924952983856,0.014155320823192596,0.90283203125,0.023345494642853737,0.8500336408615112,,0.26518940925598145,0.5,0.5,0.65,0.65,0,4,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:10:00-05:00
SPY,2026-02-13 18:20:00+00:00,685.35,686.26,684.97,685.35,34688.0,0.012959597632288933,0.7136576771736145,0.012616350315511227,0.9329452514648438,0.019155362620949745,0.9052802324295044,,0.08228962123394012,0.5,0.5,0.65,0.65,0,5,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:20:00-05:00
SPY,2026-02-13 18:30:00+00:00,685.39,686.0,685.26,685.77,26265.0,0.0002805405529215932,0.04103504866361618,0.007092236075550318,0.9762464165687561,0.012537013739347458,0.9572736620903015,,0.22154757380485535,0.5,0.5,0.65,0.65,0,6,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:30:00-05:00
SPY,2026-02-13 18:40:00+00:00,685.76,685.83,684.885,685.18,27943.0,0.028877459466457367,0.14059267938137054,0.0072029344737529755,0.9830161929130554,0.015721628442406654,0.9350837469100952,,0.05744175240397453,0.5,0.5,0.65,0.65,0,7,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:40:00-05:00
SPY,2026-02-13 18:50:00+00:00,685.09,685.18,684.37,684.65,34523.0,0.15147799253463745,0.01627589575946331,0.005487465765327215,0.9832770824432373,0.019875919446349144,0.9544535279273987,,0.06117714196443558,0.5,0.5,0.65,0.65,0,8,False,False,False,True,False,False,False,False,0,1,2026-02-13 13:50:00-05:00
SPY,2026-02-13 19:00:00+00:00,684.725,685.16,684.47,685.11,33411.0,0.008282596245408058,0.010215961374342442,0.008483927696943283,0.9864587187767029,0.016270369291305542,0.9554370045661926,,0.08314605802297592,0.5,0.5,0.65,0.65,0,9,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:00:00-05:00
SPY,2026-02-13 19:10:00+00:00,685.06,685.34,684.55,685.03,37618.0,0.015137266367673874,0.3140767216682434,0.008921450935304165,0.9889457821846008,0.02031288668513298,0.9415093064308167,,0.07560713589191437,0.5,0.5,0.65,0.65,0,10,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:10:00-05:00
SPY,2026-02-13 19:20:00+00:00,685.03,685.33,684.1,684.3,28817.0,0.06847838312387466,0.12791208922863007,0.010479993186891079,0.9864306449890137,0.05191732197999954,0.9216939806938171,,0.0750790610909462,0.5,0.5,0.65,0.65,0,11,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:20:00-05:00
SPY,2026-02-13 19:30:00+00:00,684.35,684.89,683.82,684.07,26030.0,0.05417190119624138,0.08318287134170532,0.018034204840660095,0.9886285066604614,0.06247840076684952,0.882427453994751,,0.05657792091369629,0.5,0.5,0.65,0.65,0,12,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:30:00-05:00
SPY,2026-02-13 19:40:00+00:00,684.08,684.25,683.3,683.8,69878.0,0.24423150718212128,0.0400925874710083,0.020240435376763344,0.9897962212562561,0.07186400145292282,0.8700621128082275,,0.15198232233524323,0.5,0.5,0.65,0.65,0,13,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:40:00-05:00
SPY,2026-02-13 19:50:00+00:00,683.87,683.92,682.28,682.41,44512.0,0.1445251703262329,0.01785092055797577,0.036987870931625366,0.970397412776947,0.15766137838363647,0.8380119204521179,,0.07891400903463364,0.5,0.5,0.65,0.65,0,14,False,False,False,True,False,False,False,False,0,1,2026-02-13 14:50:00-05:00
SPY,2026-02-13 20:00:00+00:00,682.48,683.25,682.48,683.07,40998.0,0.0003000107826665044,0.003731323406100273,0.020606808364391327,0.9800798296928406,0.17289568483829498,0.808920681476593,,0.3982268273830414,0.5,0.5,0.65,0.65,0,15,False,False,False,True,False,False,False,False,0,1,2026-02-13 15:00:00-05:00
SPY,2026-02-13 20:10:00+00:00,683.1,683.11,681.85,682.62,55410.0,0.3486632704734802,0.024207238107919693,0.02242106758058071,0.983989953994751,0.1567220389842987,0.7907546758651733,,0.3388667404651642,0.5,0.5,0.65,0.65,0,16,False,False,False,True,False,False,False,False,0,1,2026-02-13 15:10:00-05:00
SPY,2026-02-13 20:20:00+00:00,682.55,682.6,680.37,680.64,71188.0,0.44185981154441833,0.022379204630851746,0.1170787513256073,0.9003136157989502,0.27647772431373596,0.760284960269928,,0.21926192939281464,0.5,0.5,0.65,0.65,0,17,False,False,False,True,False,False,False,False,0,1,2026-02-13 15:20:00-05:00
SPY,2026-02-13 20:30:00+00:00,680.6,681.22,680.03,680.34,62796.0,0.2749488949775696,0.008726092986762524,0.08617933839559555,0.8378625512123108,0.3146064281463623,0.6909254789352417,,0.33866146206855774,0.5,0.5,0.65,0.65,0,18,False,False,False,True,False,False,False,False,0,1,2026-02-13 15:30:00-05:00
SPY,2026-02-13 20:40:00+00:00,680.39,681.355,679.83,681.2,84970.0,0.3986870348453522,0.03788645565509796,0.04206402972340584,0.9313468933105469,0.18333344161510468,0.7983387112617493,,0.9458978176116943,0.5,0.5,0.65,0.65,0,19,False,True,False,True,False,False,False,False,0,1,2026-02-13 15:40:00-05:00
SPY,2026-02-13 20:50:00+00:00,681.18,681.82,680.39,681.61,241006.0,0.0026527883019298315,0.2691231966018677,0.04492814466357231,0.9341469407081604,0.19663961231708527,0.8407406806945801,,0.6638885736465454,0.5,0.5,0.65,0.65,0,20,False,True,False,True,False,False,False,False,0,1,2026-02-13 15:50:00-05:00
SPY,2026-02-17 14:30:00+00:00,680.15,682.71,680.12,682.71,21657.0,0.0024278864730149508,0.33021989464759827,0.027302784845232964,0.9025211334228516,0.018781539052724838,0.9663639068603516,,0.8712562918663025,0.5,0.5,0.65,0.65,0,21,False,True,False,True,False,False,False,False,0,1,2026-02-17 09:30:00-05:00
SPY,2026-02-17 14:40:00+00:00,682.49,682.77,679.7,680.07,26121.0,0.24391092360019684,0.08495739102363586,0.10384009033441544,0.4433274269104004,0.07080177217721939,0.624402642250061,,0.3362245559692383,0.5,0.5,0.65,0.65,0,22,False,False,False,True,False,False,False,False,0,1,2026-02-17 09:40:00-05:00
SPY,2026-02-17 14:50:00+00:00,680.32,680.52,676.51,676.62,60496.0,0.7666523456573486,0.06426797062158585,0.9342920780181885,0.032370518893003464,0.7937427163124084,0.06242849677801132,,0.5801531672477722,0.5,0.5,0.65,0.65,0,23,False,False,True,False,True,False,False,False,1,1,2026-02-17 09:50:00-05:00
SPY,2026-02-17 15:00:00+00:00,676.42,678.53,676.315,677.38,42951.0,0.6976067423820496,0.01128453016281128,0.9162843823432922,0.03772318735718727,0.8769741058349609,0.05228090658783913,0.3202880620956421,0.9085330367088318,0.5,0.5,0.65,0.65,1,0,False,True,True,False,False,False,False,True,1,0,2026-02-17 10:00:00-05:00
SPY,2026-02-17 15:10:00+00:00,677.525,679.745,676.69,679.59,39229.0,0.03435107320547104,0.06755506992340088,0.38761019706726074,0.16242745518684387,0.44858622550964355,0.1339082270860672,0.3797491788864136,,0.5,0.5,0.65,0.65,2,0,False,False,False,False,False,False,False,False,1,0,2026-02-17 10:10:00-05:00
SPY,2026-02-17 15:20:00+00:00,679.6,679.7,676.89,677.4,29838.0,0.00126992620062083,0.017971502617001534,0.9278992414474487,0.0314125120639801,0.8900104761123657,0.01749274879693985,0.9375917315483093,,0.5,0.5,0.65,0.65,3,0,True,False,True,False,False,False,False,False,1,0,2026-02-17 10:20:00-05:00
SPY,2026-02-17 15:30:00+00:00,677.43,677.43,675.84,675.885,16436.0,0.7514237761497498,0.024669822305440903,0.9204007387161255,0.045445676892995834,0.9383953809738159,0.011133057065308094,0.9100712537765503,,0.5,0.5,0.65,0.65,4,0,True,False,True,False,False,False,False,False,1,0,2026-02-17 10:30:00-05:00
SPY,2026-02-17 15:40:00+00:00,675.87,678.18,675.79,677.68,19887.0,0.9205058813095093,0.10872236639261246,0.965890109539032,0.021310217678546906,0.8970667719841003,0.025144847109913826,0.8995814919471741,,0.5,0.5,0.65,0.65,5,0,True,False,True,False,False,False,False,False,1,0,2026-02-17 10:40:00-05:00
SPY,2026-02-17 15:50:00+00:00,677.68,678.6,677.15,678.6,17805.0,0.03718048334121704,0.20853909850120544,0.9649639129638672,0.01309859286993742,0.9314884543418884,0.015906324610114098,0.7209432125091553,,0.5,0.5,0.65,0.65,6,0,True,False,True,False,False,False,False,False,1,0,2026-02-17 10:50:00-05:00
SPY,2026-02-17 16:00:00+00:00,678.6,681.14,678.52,681.07,27798.0,0.0010140114463865757,0.4186301529407501,0.12344091385602951,0.27715542912483215,0.18863795697689056,0.19422447681427002,0.35522499680519104,,0.5,0.5,0.65,0.65,7,0,False,False,False,False,False,False,False,False,1,0,2026-02-17 11:00:00-05:00
SPY,2026-02-17 16:10:00+00:00,681.15,682.865,681.08,682.75,48624.0,0.00014520854165311903,0.4661159813404083,0.13363875448703766,0.5640090107917786,0.08348450809717178,0.5369116067886353,0.2304098755121231,,0.5,0.5,0.65,0.65,8,0,False,False,False,True,False,False,True,False,1,1,2026-02-17 11:10:00-05:00
SPY,2026-02-17 16:20:00+00:00,682.76,683.2,681.535,681.57,20927.0,0.00029217565315775573,0.5650430917739868,0.190934956073761,0.26553618907928467,0.20878776907920837,0.16573072969913483,0.9362621307373047,0.20386648178100586,0.5,0.5,0.65,0.65,0,1,True,False,False,False,False,True,False,False,0,1,2026-02-17 11:20:00-05:00
SPY,2026-02-17 16:30:00+00:00,681.62,682.82,680.87,682.48,24538.0,0.007584541570395231,0.27831166982650757,0.07937470823526382,0.6445562243461609,0.0486452579498291,0.5308815240859985,,0.4135758876800537,0.5,0.5,0.65,0.65,0,2,False,False,False,True,False,False,False,False,0,1,2026-02-17 11:30:00-05:00
SPY,2026-02-17 16:40:00+00:00,682.4,682.565,681.53,681.665,32878.0,0.00025432632537558675,0.01953722909092903,0.2302388846874237,0.30075138807296753,0.1881738156080246,0.23656003177165985,,0.12686702609062195,0.5,0.5,0.65,0.65,0,3,False,False,False,False,False,False,False,False,0,1,2026-02-17 11:40:00-05:00
SPY,2026-02-17 16:50:00+00:00,681.95,683.02,681.805,682.47,19962.0,0.0028118439950048923,0.44989725947380066,0.18769234418869019,0.5084062218666077,0.05484570190310478,0.5319430828094482,,0.26577526330947876,0.5,0.5,0.65,0.65,0,4,False,False,False,True,False,False,False,False,0,1,2026-02-17 11:50:00-05:00
SPY,2026-02-17 17:00:00+00:00,682.44,682.48,681.65,681.67,12182.0,0.011259765364229679,0.10977427661418915,0.5382851362228394,0.13762789964675903,0.3969549536705017,0.08410819619894028,,0.07257993519306183,0.5,0.5,0.65,0.65,0,5,False,False,False,False,False,False,False,False,0,1,2026-02-17 12:00:00-05:00
SPY,2026-02-17 17:10:00+00:00,681.84,681.84,680.905,681.395,9823.0,0.8506225347518921,0.052129555493593216,0.7900151610374451,0.027392396703362465,0.8195532560348511,0.012762563303112984,,0.21379414200782776,0.5,0.5,0.65,0.65,0,6,False,False,True,False,True,False,False,False,1,1,2026-02-17 12:10:00-05:00
SPY,2026-02-17 17:20:00+00:00,681.365,682.1,680.49,682.1,10515.0,0.936866283416748,0.11909351497888565,0.5236175656318665,0.036875806748867035,0.4342081546783447,0.03500162437558174,0.16265645623207092,0.43109044432640076,0.5,0.5,0.65,0.65,1,7,False,False,False,False,False,False,False,False,1,1,2026-02-17 12:20:00-05:00
SPY,2026-02-17 17:30:00+00:00,682.11,682.28,681.01,681.58,5874.0,0.2883971929550171,0.1663365364074707,0.8943483829498291,0.01498698815703392,0.9039756059646606,0.010621118359267712,0.23184716701507568,0.25084441900253296,0.5,0.5,0.65,0.65,2,8,False,False,True,False,False,False,False,False,1,1,2026-02-17 12:30:00-05:00
SPY,2026-02-17 17:40:00+00:00,681.555,681.555,679.585,680.355,11401.0,0.861469030380249,0.048740703612565994,0.9619271755218506,0.019120177254080772,0.961747944355011,0.004085971973836422,0.3702441453933716,0.48517513275146484,0.5,0.5,0.65,0.65,3,9,False,False,True,False,False,False,False,False,1,1,2026-02-17 12:40:00-05:00
SPY,2026-02-17 17:50:00+00:00,680.39,681.03,679.19,681.03,15620.0,0.9587851762771606,0.04899115860462189,0.9550653100013733,0.016694093123078346,0.9673008322715759,0.004689167719334364,0.08742590993642807,0.946733295917511,0.5,0.5,0.65,0.65,4,0,False,True,True,False,False,False,False,True,1,0,2026-02-17 12:50:00-05:00
SPY,2026-02-17 18:00:00+00:00,681.02,681.11,680.18,680.48,20478.0,0.22285722196102142,0.09220679104328156,0.9842314720153809,0.009333306923508644,0.9701296091079712,0.003949041943997145,0.18375322222709656,,0.5,0.5,0.65,0.65,5,0,False,False,True,False,False,False,False,False,1,0,2026-02-17 13:00:00-05:00
SPY,2026-02-17 18:10:00+00:00,679.93,680.67,679.88,680.315,6596.0,0.032296646386384964,0.13162192702293396,0.9831868410110474,0.012036659754812717,0.9575725197792053,0.002988016465678811,0.1132926344871521,,0.5,0.5,0.65,0.65,6,0,False,False,True,False,False,False,False,False,1,0,2026-02-17 13:10:00-05:00
SPY,2026-02-17 18:20:00+00:00,680.4,682.54,680.34,682.33,20115.0,0.047777920961380005,0.38434162735939026,0.9803193211555481,0.009923189878463745,0.9447181820869446,0.007308770902454853,0.05496480315923691,,0.5,0.5,0.65,0.65,7,0,False,False,True,False,False,False,False,False,1,0,2026-02-17 13:20:00-05:00
SPY,2026-02-17 18:30:00+00:00,682.5,683.35,682.08,683.29,16588.0,0.0009438322740606964,0.4853724241256714,0.401795357465744,0.1735852062702179,0.5732457041740417,0.05428467318415642,0.06595645844936371,,0.5,0.5,0.65,0.65,8,0,False,False,True,False,False,False,False,False,1,0,2026-02-17 13:30:00-05:00
SPY,2026-02-17 18:40:00+00:00,683.42,684.07,683.42,683.86,18742.0,1.8250955690746196e-05,0.7259785532951355,0.08579159528017044,0.7478558421134949,0.11493783444166183,0.3154390752315521,0.06027655303478241,,0.5,0.5,0.65,0.65,9,0,False,False,False,False,False,False,False,False,1,0,2026-02-17 13:40:00-05:00
SPY,2026-02-17 18:50:00+00:00,683.63,684.71,683.63,684.08,17424.0,9.773823694558814e-05,0.7398440837860107,0.08885923773050308,0.6649401187896729,0.06373724341392517,0.595095157623291,0.4733571410179138,,0.5,0.5,0.65,0.65,10,0,False,False,False,True,False,False,True,False,1,1,2026-02-17 13:50:00-05:00
SPY,2026-02-17 19:00:00+00:00,684.06,684.49,683.845,683.89,18873.0,5.5469565268140286e-05,0.03138931468129158,0.07988105714321136,0.8175436854362488,0.08560986816883087,0.7496610283851624,0.6869728565216064,0.11938691884279251,0.5,0.5,0.65,0.65,0,1,True,False,False,True,False,True,False,False,0,1,2026-02-17 14:00:00-05:00
SPY,2026-02-17 19:10:00+00:00,683.995,684.225,683.63,683.95,28025.0,0.02143089473247528,0.4239557385444641,0.06675242632627487,0.8713245987892151,0.0435158796608448,0.8251544833183289,,0.12355634570121765,0.5,0.5,0.65,0.65,0,2,False,False,False,True,False,False,False,False,0,1,2026-02-17 14:10:00-05:00
SPY,2026-02-17 19:20:00+00:00,683.9,684.59,683.86,683.9,22769.0,0.0026835266035050154,0.47466206550598145,0.09625124931335449,0.6333231329917908,0.04380225017666817,0.7303789258003235,,0.14125393331050873,0.5,0.5,0.65,0.65,0,3,False,False,False,True,False,False,False,False,0,1,2026-02-17 14:20:00-05:00
SPY,2026-02-17 19:30:00+00:00,683.99,684.86,683.83,684.52,9569.0,0.00750057864934206,0.6249163150787354,0.10355277359485626,0.8670086860656738,0.031370989978313446,0.8824653625488281,,0.14730840921401978,0.5,0.5,0.65,0.65,0,4,False,False,False,True,False,False,False,False,0,1,2026-02-17 14:30:00-05:00
SPY,2026-02-17 19:40:00+00:00,684.525,684.92,684.31,684.375,10225.0,0.0007023564539849758,0.7207956314086914,0.2554911971092224,0.613366425037384,0.08040286600589752,0.6633226275444031,,0.17341172695159912,0.5,0.5,0.65,0.65,0,5,False,False,False,True,False,False,False,False,0,1,2026-02-17 14:40:00-05:00
SPY,2026-02-17 19:50:00+00:00,684.33,684.36,683.44,683.54,13140.0,0.6601442694664001,0.06734693050384521,0.9070311784744263,0.09077766537666321,0.5687481760978699,0.3344939947128296,,0.15997731685638428,0.5,0.5,0.65,0.65,0,6,False,False,True,False,True,False,False,False,1,1,2026-02-17 14:50:00-05:00
SPY,2026-02-17 20:00:00+00:00,683.57,684.09,683.33,683.36,14793.0,0.3951634168624878,0.02824043296277523,0.9622214436531067,0.03738474100828171,0.6360628604888916,0.19960558414459229,0.3130057156085968,0.16801390051841736,0.5,0.5,0.65,0.65,1,7,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:00:00-05:00
SPY,2026-02-17 20:10:00+00:00,683.39,683.7,683.1,683.1,18881.0,0.3514840304851532,0.14229586720466614,0.9678410887718201,0.03300947695970535,0.7508997917175293,0.1438974142074585,0.23790369927883148,0.29023537039756775,0.5,0.5,0.65,0.65,2,8,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:10:00-05:00
SPY,2026-02-17 20:20:00+00:00,683.2,683.32,682.72,682.9,30755.0,0.8455840349197388,0.07608679682016373,0.9753904938697815,0.038306862115859985,0.7957446575164795,0.08001460134983063,0.2531173825263977,0.4012070894241333,0.5,0.5,0.65,0.65,3,9,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:20:00-05:00
SPY,2026-02-17 20:30:00+00:00,682.83,682.89,682.01,682.16,35637.0,0.8053836822509766,0.010160609148442745,0.9794220924377441,0.026442214846611023,0.8760187029838562,0.06108573451638222,0.24528437852859497,0.3752385973930359,0.5,0.5,0.65,0.65,4,10,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:30:00-05:00
SPY,2026-02-17 20:40:00+00:00,682.19,683.22,682.11,682.815,33878.0,0.47159314155578613,0.1154060885310173,0.9825367331504822,0.0245193000882864,0.8457207679748535,0.11495809257030487,0.17763109505176544,0.5773518085479736,0.5,0.5,0.65,0.65,5,11,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:40:00-05:00
SPY,2026-02-17 20:50:00+00:00,682.95,683.19,681.94,682.76,109185.0,0.888656497001648,0.09848959743976593,0.9855633974075317,0.01885901764035225,0.8779609799385071,0.11101093888282776,0.14119407534599304,0.5382704734802246,0.5,0.5,0.65,0.65,6,12,False,False,True,False,False,False,False,False,1,1,2026-02-17 15:50:00-05:00
SPY,2026-02-18 14:30:00+00:00,683.87,684.6,682.87,684.27,34317.0,0.027132706716656685,0.5156558752059937,0.9944925308227539,0.008028879761695862,0.9082977771759033,0.041528500616550446,0.3504520356655121,0.6012798547744751,0.5,0.5,0.65,0.65,7,13,False,False,True,False,False,False,False,False,1,1,2026-02-18 09:30:00-05:00
SPY,2026-02-18 14:40:00+00:00,684.25,685.43,683.62,683.715,58351.0,0.0010240834672003984,0.6833381056785583,0.9910944104194641,0.009135550819337368,0.9240067005157471,0.019415508955717087,0.24042648077011108,0.6796125173568726,0.5,0.5,0.65,0.65,8,0,False,True,True,False,False,False,False,True,1,0,2026-02-18 09:40:00-05:00
SPY,2026-02-18 14:50:00+00:00,683.77,686.345,683.62,686.09,44807.0,0.005622163414955139,0.34140223264694214,0.9350274205207825,0.028107471764087677,0.9432801008224487,0.01254333183169365,0.13785463571548462,,0.5,0.5,0.65,0.65,9,0,False,False,True,False,False,False,False,False,1,0,2026-02-18 09:50:00-05:00
SPY,2026-02-18 15:00:00+00:00,686.205,688.12,686.11,687.47,57185.0,0.0009520924068056047,0.8457047343254089,0.15323902666568756,0.5187891125679016,0.20503346621990204,0.2434767633676529,0.6770382523536682,,0.5,0.5,0.65,0.65,0,0,True,False,False,False,False,True,False,False,0,0,2026-02-18 10:00:00-05:00
