symbol,timestamp,open,high,low,close,volume,raw_action,raw_pos,exec_pos,gate_status,p_enter_long,p_enter_short,p_exit_long,p_exit_short,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,p_pivot_long_source,p_pivot_short_source,p_tb_long_source,p_tb_short_source,thr_enter_long,thr_enter_short,thr_exit_long,thr_exit_short
SPY,2026-02-12 16:20:00+00:00,685.56,685.67,683.59,683.615,72200.0,-1.0,-1,-1,hold_aligned,0.018206259235739708,0.9757118821144104,,0.17768658697605133,0.0066062393598258495,0.006707188673317432,0.007471371442079544,0.9967960715293884,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 16:30:00+00:00,683.6,685.795,683.555,685.58,50915.0,0.0,0,-1,exit_pending,0.007565138395875692,0.9786139130592346,,0.9507508873939514,0.4448281228542328,0.06224558874964714,0.01712127774953842,0.9930169582366943,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 16:40:00+00:00,685.58,685.79,684.145,684.62,21325.0,-1.0,-1,-1,pending_canceled_realign,0.01532621681690216,0.9422065615653992,,,0.0006495474372059107,0.016272490844130516,0.012079535983502865,0.9949440360069275,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 16:50:00+00:00,684.605,684.89,683.94,684.545,18139.0,-1.0,-1,-1,hold_aligned,0.018780134618282318,0.9372140169143677,,0.15977907180786133,0.023605475202202797,0.25907906889915466,0.021723706275224686,0.9919975399971008,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:00:00+00:00,684.48,685.09,683.47,684.96,26460.0,-1.0,-1,-1,hold_aligned,0.011916346848011017,0.9328557252883911,,0.3527204990386963,0.790319561958313,0.191083624958992,0.027795003727078438,0.9820331931114197,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:10:00+00:00,684.83,684.83,683.5,683.72,14158.0,-1.0,-1,-1,hold_aligned,0.07276210188865662,0.8673916459083557,,0.2198546826839447,0.00038260198198258877,0.010463763028383255,0.03291650116443634,0.986565887928009,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:20:00+00:00,683.605,685.27,683.605,684.105,36405.0,-1.0,-1,-1,hold_aligned,0.0523948110640049,0.906011164188385,,0.3058862090110779,0.00473088538274169,0.2862872779369354,0.03879242017865181,0.9814522862434387,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:30:00+00:00,684.115,685.57,683.92,684.92,17282.0,-1.0,-1,-1,hold_aligned,0.019385825842618942,0.9264536499977112,,0.3056718409061432,0.02163679338991642,0.5918148756027222,0.062193047255277634,0.9790490865707397,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:40:00+00:00,684.89,685.37,684.165,684.435,15321.0,-1.0,-1,-1,hold_aligned,0.05721469968557358,0.8065890073776245,,0.2280493676662445,0.0029669629875570536,0.019873593002557755,0.061742085963487625,0.9777405261993408,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
SPY,2026-02-12 17:50:00+00:00,684.405,684.855,682.98,683.06,21198.0,-1.0,-1,-1,hold_aligned,0.07089553028345108,0.809809684753418,,0.10258129984140396,0.04129000008106232,0.11708583682775497,0.05726729705929756,0.9874665141105652,xgb,xgb,xgb,xgb,0.5,0.5,0.65,0.65
