entry_timestamp,entry_price,side,symbol,exit_timestamp,exit_price,entry_atr,open,high,low,close,hold_minutes,realized_price_move,realized_exit_atr,mfe_price,mfe_timestamp,mfe_atr,giveback_atr,capture_ratio,max_before_exit,winner
2026-02-18 16:40:00+00:00,688.53,short,SPY,2026-02-18 20:00:00+00:00,684.62,0.9910088703217382,688.53,688.63,688.06,688.06,200.0,3.909999999999968,3.9454742708110757,684.07,2026-02-18 19:57:00+00:00,4.500464257753769,0.5549899869426929,0.8766816143497839,True,True
2026-02-18 17:00:00+00:00,687.56,long,SPY,2026-02-18 17:20:00+00:00,688.58,1.0080892810427262,687.56,688.885,687.38,688.49,20.0,1.0200000000000955,1.0118151429455229,688.885,2026-02-18 17:07:00+00:00,1.3143677101987632,0.3025525672532403,0.7698113207547626,True,True
2026-02-18 20:00:00+00:00,684.62,long,SPY,2026-02-18 20:50:00+00:00,686.47,0.9209299432499645,684.62,685.33,684.44,684.55,50.0,1.8500000000000227,2.008839014910697,686.49,2026-02-18 20:49:00+00:00,2.030556193450252,0.021717178539554904,0.9893048128342344,True,True
2026-02-18 20:40:00+00:00,685.53,short,SPY,2026-02-19 14:40:00+00:00,683.68,0.9333923393680272,685.53,686.49,685.345,686.39,1080.0,1.8500000000000227,1.9820175525038097,682.48,2026-02-19 14:36:00+00:00,3.267650559533219,1.2856330070294093,0.6065573770491969,True,True
2026-02-19 14:40:00+00:00,683.68,long,SPY,2026-02-19 15:00:00+00:00,684.9,1.1942503533496889,683.68,684.74,682.98,684.13,20.0,1.2200000000000273,1.0215613473155898,685.82,2026-02-19 14:57:00+00:00,1.7919190846355864,0.7703577373199966,0.5700934579439113,True,True
2026-02-19 15:00:00+00:00,684.9,short,SPY,2026-02-19 18:00:00+00:00,682.42,1.2711648454902928,684.9,686.135,684.38,684.425,180.0,2.480000000000018,1.9509664767699528,682.17,2026-02-19 17:58:00+00:00,2.147636484508858,0.19667000773890497,0.9084249084249091,True,True
2026-02-19 15:30:00+00:00,683.86,long,SPY,2026-02-19 15:40:00+00:00,685.43,1.3355026113491835,683.86,685.83,683.79,685.45,10.0,1.5699999999999363,1.1755873681249138,685.83,2026-02-19 15:38:00+00:00,1.4751000733797492,0.2995127052548354,0.7969543147207688,True,True
2026-02-19 17:10:00+00:00,683.04,long,SPY,2026-02-19 17:20:00+00:00,684.08,1.305465537878572,683.04,684.22,683.01,684.01,10.0,1.0400000000000773,0.7966506735138442,684.22,2026-02-19 17:18:00+00:00,0.9038921103329971,0.10724143681915288,0.8813559322034078,True,True
2026-02-19 18:00:00+00:00,682.42,long,SPY,2026-02-19 19:00:00+00:00,683.73,1.2221286256387691,682.42,682.67,682.07,682.67,60.0,1.3100000000000591,1.071900266893235,683.8,2026-02-19 18:59:00+00:00,1.1291773803912921,0.0572771134980572,0.9492753623188864,True,True
2026-02-19 19:00:00+00:00,683.73,short,SPY,2026-02-19 19:50:00+00:00,682.53,1.1258689658155345,683.73,684.04,683.41,683.92,50.0,1.2000000000000455,1.0658433942450962,681.915,2026-02-19 19:40:00+00:00,1.6120881337956954,0.5462447395505992,0.6611570247933937,True,True
2026-02-19 19:40:00+00:00,682.02,long,SPY,2026-02-20 14:50:00+00:00,684.26,1.0830670432282743,682.02,682.66,681.915,682.47,1150.0,2.240000000000009,2.068200684348487,685.35,2026-02-20 14:42:00+00:00,3.074601910214517,1.0064012258660302,0.6726726726726671,True,True
2026-02-20 15:00:00+00:00,684.89,long,SPY,2026-02-20 15:10:00+00:00,687.035,1.4095537686252473,684.89,689.32,684.74,687.1,10.0,2.144999999999982,1.5217581959232551,689.32,2026-02-20 15:02:00+00:00,3.1428386051003145,1.6210804091770594,0.48419864559818304,True,True
2026-02-20 15:20:00+00:00,686.85,long,SPY,2026-02-20 15:50:00+00:00,688.17,1.5783652392738126,686.85,688.07,686.41,686.78,30.0,1.3199999999999363,0.836308331655386,688.7,2026-02-20 15:49:00+00:00,1.1720987981534527,0.33579046649806676,0.7135135135134704,True,True
2026-02-20 15:50:00+00:00,688.17,short,SPY,2026-02-20 17:20:00+00:00,685.08,1.652080331882131,688.17,689.145,687.62,688.82,90.0,3.089999999999918,1.8703690978995182,684.89,2026-02-20 17:19:00+00:00,1.9853756120098807,0.11500651411036245,0.9420731707316902,True,True
2026-02-20 16:30:00+00:00,686.1,long,SPY,2026-02-20 16:40:00+00:00,688.12,1.6373923979301737,686.1,688.085,685.94,688.085,10.0,2.019999999999982,1.2336688521050068,688.085,2026-02-20 16:39:00+00:00,1.212293401697266,-0.021375450407740804,1.017632241813586,True,True
2026-02-20 17:20:00+00:00,685.08,long,SPY,2026-02-20 18:50:00+00:00,689.1,1.5663215393970709,685.08,685.2,684.1,685.2,90.0,4.019999999999982,2.5665228363950185,690.06,2026-02-20 18:47:00+00:00,3.1794238122504987,0.6129009758554802,0.8072289156626624,True,True
2026-02-20 18:50:00+00:00,689.1,short,SPY,2026-02-20 19:30:00+00:00,688.68,1.561930728091357,689.1,689.54,688.3,689.27,40.0,0.42000000000007276,0.2688979686783568,688.27,2026-02-20 19:16:00+00:00,0.5313936047690678,0.262495636090711,0.5060240963856049,True,True
2026-02-20 20:10:00+00:00,689.03,short,SPY,2026-02-23 16:10:00+00:00,681.15,1.225691825280745,689.03,689.18,688.57,688.66,4080.0,7.8799999999999955,6.429022236641808,680.82,2026-02-23 16:09:00+00:00,6.698257939445277,0.26923570280346887,0.9598051157125541,True,True
2026-02-23 16:10:00+00:00,681.15,long,SPY,2026-02-23 16:50:00+00:00,682.05,1.3363466198774134,681.15,681.61,680.385,681.47,40.0,0.8999999999999773,0.6734779634362652,683.06,2026-02-23 16:31:00+00:00,1.4292699001814195,0.7557919367451543,0.47120418848167134,True,True
2026-02-23 16:30:00+00:00,682.66,short,SPY,2026-02-23 17:10:00+00:00,681.96,1.2934825446902138,682.66,683.06,682.42,682.51,40.0,0.6999999999999318,0.5411746782926864,681.815,2026-02-23 16:48:00+00:00,0.6532751473675968,0.11210046907491045,0.8284023668639093,True,True
2026-02-23 17:30:00+00:00,681.67,long,SPY,2026-02-23 18:20:00+00:00,683.13,1.0913700888147146,681.67,681.7,680.62,680.68,50.0,1.4600000000000364,1.33776801743364,683.38,2026-02-23 18:17:00+00:00,1.5668378834325452,0.22906986599890522,0.8538011695906464,True,True
2026-02-23 18:20:00+00:00,683.13,short,SPY,2026-02-23 19:30:00+00:00,681.29,1.0432760891783892,683.13,683.9,683.13,683.78,70.0,1.8400000000000318,1.7636750416173022,681.17,2026-02-23 19:29:00+00:00,1.878697326940172,0.11502228532286995,0.9387755102040805,True,True
2026-02-23 19:30:00+00:00,681.29,long,SPY,2026-02-24 14:50:00+00:00,684.9,0.9106843496778441,681.29,681.63,680.97,681.11,1160.0,3.6100000000000136,3.964051870746496,685.41,2026-02-24 14:48:00+00:00,4.524070279079091,0.5600184083325956,0.876213592233012,True,True
2026-02-24 15:00:00+00:00,683.125,long,SPY,2026-02-24 15:30:00+00:00,686.33,1.2723975884800578,683.125,683.99,682.07,683.95,30.0,3.205000000000041,2.5188667669738143,686.38,2026-02-24 15:29:00+00:00,2.5581626603743057,0.039295893400491444,0.9846390168970953,True,True
2026-02-24 16:00:00+00:00,685.36,long,SPY,2026-02-24 17:30:00+00:00,687.45,1.2167174307492363,685.36,686.25,685.3,686.15,90.0,2.090000000000032,1.7177365485041511,687.77,2026-02-24 17:27:00+00:00,1.980739273633917,0.26300272512976597,0.8672199170124727,True,True
2026-02-24 17:40:00+00:00,687.4,short,SPY,2026-02-24 18:30:00+00:00,687.04,0.8907578567666642,687.4,687.6,686.98,687.6,50.0,0.36000000000001364,0.4041502382103786,686.94,2026-02-24 18:29:00+00:00,0.5164141932687107,0.11226395505833214,0.782608695652335,True,True
2026-02-24 18:40:00+00:00,687.67,short,SPY,2026-02-24 19:20:00+00:00,686.93,0.7549240437740217,687.67,687.87,687.51,687.65,40.0,0.7400000000000091,0.9802310657647038,686.7,2026-02-24 19:17:00+00:00,1.2848974780968463,0.30466641233214253,0.7628865979382217,True,True
2026-02-24 19:30:00+00:00,686.89,long,SPY,2026-02-24 21:00:00+00:00,687.45,0.6570003067639103,686.89,687.11,686.79,687.01,90.0,0.5600000000000591,0.8523588105435882,688.325,2026-02-24 20:50:00+00:00,2.184169452017804,1.3318106414742157,0.39024390243904955,True,True
2026-02-25 14:30:00+00:00,690.14,long,SPY,2026-02-25 14:40:00+00:00,691.19,0.8470068536603129,690.14,691.22,690.14,691.11,10.0,1.0500000000000682,1.2396593905498248,691.22,2026-02-25 14:37:00+00:00,1.2750782302797854,0.03541883972996063,0.9722222222222484,True,True
2026-02-25 14:50:00+00:00,691.68,short,SPY,2026-02-25 15:30:00+00:00,691.13,0.8824701952479254,691.68,691.94,690.85,691.39,40.0,0.5499999999999545,0.6232505108520237,690.29,2026-02-25 15:16:00+00:00,1.575124018335229,0.9518735074832054,0.39568345323738124,True,True
2026-02-25 15:40:00+00:00,690.49,long,SPY,2026-02-25 17:00:00+00:00,692.02,0.8523109719986321,690.49,690.82,690.41,690.63,80.0,1.5299999999999727,1.7951194461479116,692.34,2026-02-25 16:52:00+00:00,2.1705692649501547,0.37544981880224304,0.827027027027002,True,True
2026-02-25 16:50:00+00:00,692.29,short,SPY,2026-02-25 17:40:00+00:00,692.31,0.7285818139177122,692.29,692.34,692.0,692.07,50.0,-0.01999999999998181,-0.027450589100540823,691.83,2026-02-25 17:08:00+00:00,0.6313635493129071,0.6588141384134478,-0.04347826086953298,True,False
2026-02-25 17:30:00+00:00,691.97,long,SPY,2026-02-25 19:20:00+00:00,693.0,0.6333521237844486,691.97,692.28,691.89,692.28,110.0,1.0299999999999727,1.6262675395251647,693.06,2026-02-25 19:18:00+00:00,1.7210015709537314,0.09473403142856673,0.9449541284404129,True,True
2026-02-25 19:41:00+00:00,693.18,short,SPY,2026-02-26 14:40:00+00:00,692.165,0.4070798408811847,693.18,693.26,693.08,693.18,1139.0,1.0149999999999864,2.4933683716758566,691.72,2026-02-26 14:36:00+00:00,3.586520022311928,1.0931516506360714,0.6952054794520822,True,True
2026-02-26 14:50:00+00:00,691.05,short,SPY,2026-02-26 15:10:00+00:00,690.025,0.5641973302781028,691.05,691.535,690.48,690.68,20.0,1.0249999999999773,1.816740252022704,689.59,2026-02-26 15:01:00+00:00,2.587747090685918,0.7710068386632141,0.7020547945205696,True,True
2026-02-26 15:30:00+00:00,685.6,long,SPY,2026-02-26 15:50:00+00:00,687.56,1.0541943448061466,685.6,686.63,684.37,686.55,20.0,1.9599999999999227,1.8592397214579468,687.75,2026-02-26 15:49:00+00:00,2.039472143436072,0.18023242197812506,0.9116279069767179,True,True
2026-02-26 16:00:00+00:00,687.685,short,SPY,2026-02-26 17:10:00+00:00,686.76,1.055796273884521,687.685,688.25,687.53,688.14,70.0,0.9249999999999545,0.8761159921474846,686.085,2026-02-26 16:57:00+00:00,1.5154438783091508,0.6393278861616662,0.5781250000000044,True,True
2026-02-26 17:30:00+00:00,686.23,long,SPY,2026-02-26 19:20:00+00:00,688.89,1.051549398034563,686.23,687.07,685.75,685.9,110.0,2.659999999999968,2.5296006112235325,689.15,2026-02-26 19:18:00+00:00,2.7768548063055265,0.24725419508199398,0.9109589041095908,True,True
2026-02-26 19:20:00+00:00,688.89,short,SPY,2026-02-27 14:40:00+00:00,684.06,1.0041311721231534,688.89,689.32,688.48,688.62,1160.0,4.830000000000041,4.810128531103561,682.835,2026-02-27 14:31:00+00:00,6.030088665803639,1.2199601347000781,0.7976878612716896,True,True
2026-02-27 14:50:00+00:00,683.5,long,SPY,2026-02-27 15:50:00+00:00,685.135,1.309411910513797,683.5,683.68,682.6,682.92,60.0,1.634999999999991,1.2486521520630107,686.03,2026-02-27 15:45:00+00:00,1.9321651038039147,0.683512951740904,0.6462450592885409,True,True
2026-02-27 16:00:00+00:00,685.24,short,SPY,2026-02-27 17:30:00+00:00,684.14,1.3737843607482945,685.24,685.92,684.69,684.79,90.0,1.1000000000000227,0.8007079068805656,683.29,2026-02-27 17:22:00+00:00,1.419436744015552,0.6187288371349864,0.5641025641025625,True,True
2026-02-27 18:00:00+00:00,684.37,short,SPY,2026-02-27 18:40:00+00:00,683.69,1.2201770465949815,684.37,684.68,683.98,684.06,40.0,0.67999999999995,0.5572961742704091,683.07,2026-02-27 18:27:00+00:00,1.0654191566934703,0.5081229824230612,0.5230769230769029,True,True
2026-02-27 19:10:00+00:00,683.87,long,SPY,2026-02-27 20:20:00+00:00,685.57,1.0346398761327142,683.87,684.22,683.61,683.94,70.0,1.7000000000000455,1.6430837813387977,685.7,2026-02-27 20:19:00+00:00,1.7687313646176392,0.1256475832788415,0.9289617486338838,True,True
2026-02-27 20:20:00+00:00,685.57,short,SPY,2026-03-02 14:40:00+00:00,681.0,0.9843102871942436,685.57,686.08,685.18,685.6,3980.0,4.57000000000005,4.642844903131858,678.03,2026-03-02 14:30:00+00:00,7.660186120265687,3.0173412171338283,0.6061007957559685,True,True
2026-03-02 14:40:00+00:00,681.0,long,SPY,2026-03-02 15:30:00+00:00,683.37,1.5504084857316192,681.0,683.31,681.0,683.22,50.0,2.3700000000000045,1.528629404322197,685.35,2026-03-02 15:17:00+00:00,2.8057121978065735,1.2770827934843765,0.5448275862068948,True,True
2026-03-02 15:40:00+00:00,683.83,long,SPY,2026-03-02 17:00:00+00:00,686.25,1.5791276823174467,683.83,684.83,683.51,684.21,80.0,2.419999999999959,1.5324916579566836,686.965,2026-03-02 16:48:00+00:00,1.9852732841711862,0.4527816262145026,0.7719298245613927,True,True
2026-03-02 17:20:00+00:00,687.04,short,SPY,2026-03-02 18:20:00+00:00,686.59,1.4256646736521006,687.04,687.17,686.46,686.52,60.0,0.4499999999999318,0.3156422462563897,686.11,2026-03-02 17:34:00+00:00,0.6523273089299358,0.33668506267354614,0.48387096774188815,True,True
2026-03-02 18:40:00+00:00,686.16,long,SPY,2026-03-02 19:30:00+00:00,688.245,1.1010939935391795,686.16,686.31,685.33,685.8,50.0,2.0850000000000364,1.8935713138333883,688.27,2026-03-02 19:29:00+00:00,1.916276005845758,0.022704692012369687,0.9881516587677833,True,True
2026-03-02 19:20:00+00:00,687.66,short,SPY,2026-03-02 20:20:00+00:00,686.08,1.0817481140533258,687.66,688.27,687.55,688.19,60.0,1.5799999999999272,1.4605988025064767,684.94,2026-03-02 20:15:00+00:00,2.5144485714035905,1.0538497688971138,0.5808823529411682,True,True
2026-03-02 20:30:00+00:00,685.37,short,SPY,2026-03-03 14:40:00+00:00,675.78,1.0989823790450282,685.37,686.4,685.2,686.125,1090.0,9.590000000000032,8.726254563183588,674.13,2026-03-03 14:35:00+00:00,10.227643513053522,1.5013889498699342,0.8532028469750912,True,True
2026-03-03 14:40:00+00:00,675.78,long,SPY,2026-03-03 17:00:00+00:00,677.57,2.0145857384398416,675.78,675.9,672.5,672.5,140.0,1.7900000000000773,0.8885201388282981,678.425,2026-03-03 16:46:00+00:00,1.3129250096093468,0.4244048707810487,0.6767485822306577,True,True
2026-03-03 17:10:00+00:00,676.81,long,SPY,2026-03-03 18:50:00+00:00,681.4,1.9139009409813195,676.81,677.66,676.42,677.57,100.0,4.590000000000032,2.398243243271822,681.85,2026-03-03 18:41:00+00:00,2.633365129867121,0.23512188659529887,0.910714285714278,True,True
2026-03-03 19:00:00+00:00,681.27,short,SPY,2026-03-03 19:40:00+00:00,680.82,1.6775054428227578,681.27,681.47,680.005,680.07,40.0,0.4499999999999318,0.26825546344738627,679.32,2026-03-03 19:35:00+00:00,1.162440341605476,0.8941848781580898,0.23076923076920386,True,True
2026-03-03 19:50:00+00:00,682.01,short,SPY,2026-03-03 20:30:00+00:00,681.04,1.6816989728647098,682.01,682.37,680.75,681.25,40.0,0.9700000000000273,0.5767976407499789,680.17,2026-03-03 20:25:00+00:00,1.0941316071958243,0.5173339664458454,0.527173913043484,True,True
2026-03-03 20:20:00+00:00,680.48,long,SPY,2026-03-04 14:40:00+00:00,680.95,1.6008027126034161,680.48,681.28,680.17,681.01,1100.0,0.4700000000000273,0.29360270088227003,683.47,2026-03-04 14:30:00+00:00,1.8678129268892323,1.5742102260069624,0.15719063545151366,True,True
2026-03-04 14:50:00+00:00,680.85,long,SPY,2026-03-04 15:40:00+00:00,684.63,1.6337044527602511,680.85,681.67,680.31,681.01,50.0,3.7799999999999727,2.3137599910518785,686.26,2026-03-04 15:27:00+00:00,3.3114924739657883,0.9977324829139098,0.6987060998151562,True,True
2026-03-04 16:00:00+00:00,685.86,short,SPY,2026-03-04 16:30:00+00:00,685.185,1.6382256069583103,685.86,686.615,685.52,685.67,30.0,0.6750000000000682,0.41203116172340826,684.19,2026-03-04 16:23:00+00:00,1.0193956149303784,0.6073644532069702,0.40419161676651777,True,True
2026-03-04 16:20:00+00:00,684.54,long,SPY,2026-03-04 17:00:00+00:00,685.78,1.5946945284487533,684.54,685.44,684.19,685.18,40.0,1.240000000000009,0.7775783875086253,686.4,2026-03-04 16:47:00+00:00,1.166367581262938,0.38878919375431265,0.6666666666666666,True,True
2026-03-04 17:30:00+00:00,685.33,long,SPY,2026-03-04 18:10:00+00:00,686.22,1.3305200140977493,685.33,686.08,684.59,686.05,40.0,0.8899999999999864,0.6689113959728836,686.49,2026-03-04 18:00:00+00:00,0.8718395722792536,0.20292817630636995,0.7672413793103541,True,True
2026-03-04 18:20:00+00:00,685.6,long,SPY,2026-03-04 19:00:00+00:00,686.57,1.1331713675745179,685.6,686.13,685.38,686.105,40.0,0.9700000000000273,0.8560046853956885,686.86,2026-03-04 18:53:00+00:00,1.1119236119572469,0.25591892656155835,0.769841269841297,True,True
2026-03-04 18:50:00+00:00,686.76,short,SPY,2026-03-05 14:40:00+00:00,683.63,1.024844203557293,686.76,686.86,686.21,686.54,1190.0,3.1299999999999955,3.0541227526443393,681.96,2026-03-05 14:30:00+00:00,4.6836387260999075,1.6295159734555682,0.6520833333333386,True,True
2026-03-05 14:50:00+00:00,682.825,short,SPY,2026-03-05 15:40:00+00:00,681.3,1.0883149285733869,682.825,685.04,682.61,685.04,50.0,1.525000000000091,1.4012488113152421,679.37,2026-03-05 15:32:00+00:00,3.174632552848479,1.7733837415332367,0.44138929088279966,True,True
2026-03-05 15:50:00+00:00,681.29,short,SPY,2026-03-05 17:40:00+00:00,678.09,1.3329894102468394,681.29,682.54,681.25,681.99,110.0,3.199999999999932,2.4006192212790083,677.09,2026-03-05 17:37:00+00:00,3.150812727928714,0.7501935066497056,0.7619047619047582,True,True
2026-03-05 18:10:00+00:00,677.79,short,SPY,2026-03-05 18:30:00+00:00,676.67,1.4612725519805618,677.79,678.23,676.38,676.44,20.0,1.1200000000000045,0.7664552368974512,675.9,2026-03-05 18:27:00+00:00,1.2933932122644343,0.5269379753669831,0.5925925925925993,True,True
2026-03-05 18:20:00+00:00,676.46,long,SPY,2026-03-05 20:00:00+00:00,677.1,1.457610226839091,676.46,677.31,675.9,676.28,100.0,0.6399999999999864,0.4390748556888641,677.95,2026-03-05 18:43:00+00:00,1.022221148400665,0.5831462927118007,0.42953020134227005,True,True
2026-03-05 20:10:00+00:00,678.28,short,SPY,2026-03-06 14:40:00+00:00,671.06,1.3400824363557402,678.28,679.44,678.2,679.12,1110.0,7.220000000000027,5.387728250236835,670.44,2026-03-06 14:36:00+00:00,5.850386354827727,0.46265810459089174,0.9209183673469519,True,True
2026-03-06 14:40:00+00:00,671.06,long,SPY,2026-03-06 15:40:00+00:00,675.5,1.9473121980564214,671.06,672.11,670.0,670.76,60.0,4.440000000000055,2.280065828392356,675.89,2026-03-06 15:38:00+00:00,2.48034188088627,0.20027605249391378,0.9192546583850967,True,True
2026-03-06 15:40:00+00:00,675.5,short,SPY,2026-03-06 17:20:00+00:00,674.43,1.9546412373071154,675.5,675.5,673.54,673.68,100.0,1.07000000000005,0.547415034318101,672.49,2026-03-06 15:52:00+00:00,1.5399245357919646,0.9925095014738636,0.3554817275747685,True,True
2026-03-06 15:50:00+00:00,673.5,long,SPY,2026-03-06 16:00:00+00:00,674.92,2.018595434642323,673.5,675.34,672.49,674.97,10.0,1.419999999999959,0.7034594330446261,675.34,2026-03-06 15:59:00+00:00,0.911524899156459,0.20806546611183285,0.7717391304347471,True,True
2026-03-06 17:40:00+00:00,672.96,long,SPY,2026-03-06 18:20:00+00:00,675.82,1.7110611283608457,672.96,673.465,672.08,673.37,40.0,2.8600000000000136,1.671477396450367,676.1,2026-03-06 18:13:00+00:00,1.835118540158778,0.16364114370841087,0.9108280254777152,True,True
2026-03-06 18:20:00+00:00,675.82,short,SPY,2026-03-09 13:50:00+00:00,663.68,1.6779356749040542,675.82,675.99,674.33,674.66,4050.0,12.1400000000001,7.235080689666054,663.4,2026-03-09 13:45:00+00:00,7.401952402442519,0.16687171277646495,0.9774557165861537,True,True
2026-03-09 13:40:00+00:00,664.67,long,SPY,2026-03-09 16:20:00+00:00,670.0,1.8378539459662184,664.67,664.86,663.4,663.62,160.0,5.330000000000041,2.900121640078363,670.24,2026-03-09 16:03:00+00:00,3.030708730813603,0.13058709073524,0.9569120287253129,True,True
2026-03-09 16:30:00+00:00,670.93,short,SPY,2026-03-09 17:30:00+00:00,668.875,1.581646620808075,670.93,671.32,669.91,671.06,60.0,2.05499999999995,1.2992788483624964,668.73,2026-03-09 17:26:00+00:00,1.3909554581009602,0.09167660973846381,0.9340909090909153,True,True
2026-03-09 17:30:00+00:00,668.875,long,SPY,2026-03-09 19:40:00+00:00,679.16,1.3663651988829026,668.875,669.09,668.47,668.51,130.0,10.284999999999968,7.5272701678941045,679.88,2026-03-09 19:38:00+00:00,8.054215673084574,0.5269455051904695,0.9345751930940457,True,True
2026-03-09 19:40:00+00:00,679.16,short,SPY,2026-03-10 13:50:00+00:00,677.32,1.7805796233066506,679.16,679.23,677.0,678.02,1090.0,1.8399999999999181,1.0333713673432474,675.96,2026-03-10 13:43:00+00:00,1.7971675953796025,0.763796228036355,0.5749999999999866,True,True
2026-03-10 13:40:00+00:00,677.04,long,SPY,2026-03-10 15:00:00+00:00,681.1,1.7955333208471935,677.04,677.75,675.96,677.26,80.0,4.060000000000059,2.2611666143207043,681.12,2026-03-10 14:58:00+00:00,2.272305366115377,0.011138751794672608,0.995098039215691,True,True
2026-03-10 15:00:00+00:00,681.1,short,SPY,2026-03-10 16:00:00+00:00,681.4,1.6505094379316305,681.1,681.655,680.52,680.59,60.0,-0.2999999999999545,-0.1817620627337373,680.34,2026-03-10 15:13:00+00:00,0.46046389225886547,0.6422259549926028,-0.39473684210520804,True,False
2026-03-10 16:10:00+00:00,679.97,long,SPY,2026-03-10 16:50:00+00:00,680.94,1.4051688332522567,679.97,681.23,679.97,680.98,40.0,0.9700000000000273,0.6903085074517108,681.64,2026-03-10 16:38:00+00:00,1.1884692860250479,0.49816077857333707,0.580838323353324,True,True
2026-03-10 16:40:00+00:00,681.56,short,SPY,2026-03-10 18:30:00+00:00,679.42,1.3212284718131184,681.56,681.58,680.64,681.01,110.0,2.1399999999999864,1.61970472605943,677.43,2026-03-10 18:22:00+00:00,3.125878747021253,1.506174020961823,0.5181598062953967,True,True
2026-03-10 18:40:00+00:00,678.78,short,SPY,2026-03-10 19:50:00+00:00,676.78,1.5257598254333995,678.78,679.37,678.59,678.88,70.0,2.0,1.310822297625965,676.48,2026-03-10 19:49:00+00:00,1.50744564226983,0.196623344643865,0.8695652173913215,True,True
2026-03-10 19:50:00+00:00,676.78,long,SPY,2026-03-11 13:40:00+00:00,678.38,1.432651700527138,676.78,677.13,676.23,677.13,1070.0,1.6000000000000227,1.116810177526966,678.35,2026-03-11 13:39:00+00:00,1.0958699866983548,-0.020940190828611316,1.019108280254759,True,True
2026-03-11 13:40:00+00:00,678.38,short,SPY,2026-03-11 15:40:00+00:00,674.875,1.4583578438218632,678.38,678.43,676.44,676.685,120.0,3.5049999999999955,2.403388177221699,674.13,2026-03-11 15:31:00+00:00,2.9142367341489974,0.5108485569272982,0.82470588235294,True,True
2026-03-11 15:50:00+00:00,674.25,long,SPY,2026-03-11 16:50:00+00:00,675.34,1.5541146847097467,674.25,674.97,674.11,674.22,60.0,1.0900000000000318,0.7013639409781428,675.995,2026-03-11 16:41:00+00:00,1.1228257587218593,0.4214618177437165,0.6246418338109049,True,True
