weekend_trade_count,avg_actual_move,median_actual_move,avg_forced_friday_move,median_forced_friday_move,avg_weekend_hold_edge,median_weekend_hold_edge,hold_better_count,forced_better_count
5,8.494000000000028,8.31499999999994,0.375,-0.18500000000005912,8.119000000000028,8.5,5,0
