date,theme,is_tradable,is_watchlist_only,theme_score,theme_rank,watchlist_rank,theme_rank_change_1d,theme_rank_change_5d,theme_persistence_score,theme_return_1d,theme_return_3d,theme_return_5d,theme_return_10d,theme_vs_spy_5d,theme_vs_spy_10d,theme_vs_qqq_5d,theme_vs_qqq_10d,theme_breadth,theme_rvol,theme_advancers_pct,theme_above_20d_pct,theme_new_high_pct,theme_dollar_volume,theme_concentration_top3,leader_concentration,entropy_score,theme_effective_breadth,theme_num_constituents,theme_effective_constituents,leader_gap
2026-02-24,nuclear,True,False,0.8134615384615383,1.0,,12.0,31.0,0.9604072398190044,0.0422826374282832,0.007386274762131989,0.03566532919479994,-0.0299242172648391,0.029075319368983908,-0.020413347819449732,0.02473893327119072,-0.019424775542590065,1.0,0.8090366131216307,1.0,0.5454545454545454,0.09090909090909091,6068305015.918922,0.6965560978136437,0.38697807762240555,1.6695574282898678,5.3098173021643245,11,12,0.07128658113959904
2026-02-24,uranium,True,False,0.7908653846153846,2.0,,6.0,32.0,0.9359557109557111,0.036654611528133166,0.01810055183627022,0.07758417001025504,-0.04304441450168339,0.070994160184439,-0.03353354505629402,0.06665777408664582,-0.032544972779434356,1.0,0.7231707091774936,1.0,0.6,0.0,1042276158.4358215,0.7842038546550315,0.5374249168008773,1.265179097705745,3.543727352716754,5,6,0.02936774032414395
2026-02-24,aerospace,True,False,0.7014423076923076,3.0,,3.0,22.0,0.8824921157274098,0.011506046840661128,-0.007141709001086816,0.021082097217481797,-0.004480801919353946,0.014492087391665763,0.005030067526035424,0.010155701293872575,0.006018639802895091,0.7333333333333333,0.7796124874778454,0.7333333333333333,0.5333333333333333,0.13333333333333333,10435851409.77478,0.4958832114152418,0.3110946599581855,1.9827665360213302,7.262808037069442,15,15,0.11610193793098098
2026-02-24,semis,True,False,0.6658653846153845,4.0,,14.0,8.0,0.7875177110471229,0.017526801752980978,0.016224037632286817,0.01898525148810809,0.02213132983499202,0.012395241662292056,0.031642199280381395,0.008058855564498868,0.03263077155724106,0.7777777777777778,0.9858488120223904,0.7777777777777778,0.6111111111111112,0.2222222222222222,95520914530.26428,0.681750563617256,0.5679121060233642,1.6286741921682295,5.097112445190537,18,18,0.058126644733947075
2026-02-24,oil_exploration,True,False,0.6562499999999999,5.0,,2.0,11.0,0.7061693208752033,-0.0018501368418419872,-0.009541374726141678,0.04395013041220814,0.04802249602046701,0.037360120586392105,0.05753336546585638,0.03302373448859892,0.058521937742716044,0.2857142857142857,0.8556887898730287,0.2857142857142857,1.0,0.0,3865512511.861992,0.5968132900517716,0.3199087524276985,1.725286341071944,5.614128355091763,7,7,0.0868727431355229
2026-02-24,defense,True,False,0.6283653846153845,6.0,,6.0,9.0,0.7462135903312375,0.0026158098077055697,-0.023075536871405906,0.012238713865005404,-0.004311076438069962,0.00564870403918937,0.0051997930073194075,0.0013123179413961818,0.006188365284179075,0.5714285714285714,0.8276169337013067,0.5714285714285714,0.35714285714285715,0.07142857142857142,14405697091.875458,0.6328004774639665,0.39937589996236544,1.856106760731836,6.398776247356357,14,14,0.06576543922507695
2026-02-24,gold,True,False,0.6264423076923076,7.0,,2.0,26.0,0.7373729211964506,0.0030287557617792687,0.04382236316950069,0.07988648504114511,0.058557962902750886,0.07329647521532907,0.06806883234814026,0.06896008911753589,0.06905740462499993,0.5714285714285714,0.6324618056389202,0.5714285714285714,1.0,0.42857142857142855,9122685997.897339,0.9156216305543584,0.8777277980784598,0.5344890726473234,1.706576083067929,7,7,0.08538362640415258
2026-02-24,payments,True,False,0.6120192307692308,8.0,,-5.0,12.0,0.7391459847342201,0.013966108506672903,-0.02364579994189764,0.002130777379399546,-0.04864128570513247,-0.0044592324464164885,-0.0391304162597431,-0.008795618544209675,-0.038141843982883436,0.7777777777777778,1.3380788657269362,0.7777777777777778,0.2222222222222222,0.0,13451836718.775177,0.6075379841102171,0.6871713781628891,1.1043421595027403,3.017238953828354,9,9,0.15003777925261813
2026-02-24,consumer_staples,True,False,0.6009615384615385,9.0,,5.0,2.0,0.7463183874948581,0.008864791147032619,0.02136770610583664,0.014783817161351779,0.023605902253152806,0.008193807335535744,0.03311677169854217,0.0038574212377425563,0.03410534397540184,0.9166666666666666,0.7534434847555112,0.9166666666666666,1.0,0.3333333333333333,11634529707.19223,0.49887637274976016,0.23015526143078285,2.1816794613774073,8.861175771306097,12,12,0.032276336348604405
2026-02-24,ai_apps,True,False,0.5870192307692307,10.0,,11.0,19.0,0.7731363407833997,0.022010381134118413,-0.01736089779780584,0.006116004964499174,-0.06717925647814346,-0.0004740048613168608,-0.05766838703275409,-0.004810390959110049,-0.056679814755894425,0.7222222222222222,0.7967326986943991,0.7222222222222222,0.05555555555555555,0.0,55985169387.29401,0.6861408208828633,0.5429267146487755,1.717205951826664,5.568946800817449,18,19,0.13596042408288253
2026-02-24,consumer_internet,True,False,0.5793269230769231,11.0,,9.0,12.0,0.7608907604263643,0.01568178726628795,-0.008265032365699894,0.007433971917506552,-0.05751174849948576,0.0008439620916905173,-0.04800087905409639,-0.0034924240061026705,-0.04701230677723672,0.7894736842105263,0.7153788078430003,0.7894736842105263,0.05263157894736842,0.0,37848803332.22408,0.607998308802713,0.28672794665105533,2.0672983627534234,7.903442015537738,19,19,0.0854093880313948
2026-02-24,biotech,True,False,0.573076923076923,12.0,,-10.0,-9.0,0.5662244618126971,0.00707591397421167,0.012462694801817326,0.025607513647490577,0.048245983136892635,0.019017503821674542,0.057756852582282005,0.014681117723881355,0.05874542485914167,0.6363636363636364,0.7212725342951559,0.6363636363636364,0.7272727272727273,0.18181818181818182,5288487139.44883,0.6168130606335757,0.29475018217268195,1.9874381064276776,7.296816129914309,11,12,0.12440387052751624
2026-02-24,fintech,True,False,0.5663461538461538,13.0,,-3.0,13.0,0.7150658165364048,0.010307183389139761,-0.0248590867017521,-0.0036222396572505033,-0.07005482008399656,-0.010212249483066538,-0.060543950638607194,-0.014548635580859726,-0.05955537836174753,0.7692307692307693,1.0112730440765663,0.7692307692307693,0.15384615384615385,0.0,18277793168.516922,0.44712737951217296,0.5726810050410405,1.588589420043496,4.896836674665961,13,13,0.15579079628926817
2026-02-24,retail,True,False,0.5591346153846155,14.0,,2.0,-4.0,0.611541889483066,0.012826152521097263,0.014670826058571408,0.012191722317026822,0.011306634665238673,0.005601712491210787,0.020817504110628042,0.0012653263934175995,0.02180607638748771,1.0,0.6927265475940997,1.0,0.7777777777777778,0.1111111111111111,15174893654.693222,0.8429036941225663,0.6523420571038839,1.265364101458848,3.544383016225215,9,9,0.037400689855779365
2026-02-24,ai_infrastructure,True,False,0.5350961538461538,15.0,,8.0,-9.0,0.5448957904840258,0.018620416842701874,-0.0013349697837243546,0.00816546807740786,0.016963581672670265,0.0015754582515918256,0.026474451118059635,-0.0027609278462013623,0.0274630233949193,0.875,0.9797491706299823,0.875,0.5625,0.25,100547461121.64345,0.6476686391858145,0.6108109634088832,1.4816360518984684,4.400138650471207,16,16,0.05100521219151705
2026-02-24,vertical_software,True,False,0.5298076923076923,16.0,,16.0,15.0,0.6868846839435074,0.016667500662276347,-0.03077461899235791,0.0007858494730444051,-0.06655447801497487,-0.00580416035277163,-0.0570436085695855,-0.010140546450564817,-0.05605503629272583,0.8333333333333334,0.7561584418136819,0.8333333333333334,0.0,0.0,10953758182.434082,0.9185704063091908,0.4557012926292164,1.199154036264265,3.3173094119151174,6,6,0.07721830361703795
2026-02-24,medtech,True,False,0.5259615384615385,17.0,,-12.0,-15.0,0.41825266237030945,-0.0010947813462345549,0.006351681740227957,0.017561299491294702,0.015081635248034396,0.010971289665478667,0.024592504693423764,0.0066349035676854795,0.02558107697028343,0.4444444444444444,0.7161954663145821,0.4444444444444444,0.5555555555555556,0.2222222222222222,6129432812.830063,0.5843314587741639,0.2944298966082977,1.6172730124678691,5.039329373759321,9,9,0.03278930256472268
2026-02-24,asset_managers,True,False,0.51875,18.0,,8.0,1.0,0.6277629233511586,0.016741246747177252,-0.026260114948630755,-0.027554483483568655,-0.06808257504203422,-0.03414449330938469,-0.058571705596644846,-0.03848087940717788,-0.05758313331978518,1.0,0.9888938409872013,1.0,0.0,0.0,7267343712.702179,0.5888491455040403,0.2920498032173611,1.7172398547276215,5.5691356074698035,7,7,0.03810780268065856
2026-02-24,travel,True,False,0.4875,19.0,,5.0,-6.0,0.5300082270670506,0.021202383683602416,-0.007817783445779755,-0.012974885677436598,-0.03254578401696159,-0.019564895503252633,-0.023034914571572224,-0.02390128160104582,-0.022046342294712556,1.0,0.9698502543271244,1.0,0.375,0.0,8523921797.7108,0.7165210920817762,0.6493694882997548,1.1708805937921367,3.2248311548507984,8,8,0.025026473495847246
2026-02-24,restaurants,True,False,0.47980769230769227,20.0,,-19.0,-3.0,0.44161035043387986,0.00799309812608354,0.010884819163345574,0.011423039875270602,-0.0035227688311621564,0.0048330300494545675,0.005988100614227213,0.0004966439516613796,0.00697667289108688,0.42857142857142855,0.7322054809924512,0.42857142857142855,0.7142857142857143,0.0,3256772753.950119,0.6483218677966934,0.4854495041748091,1.3613580731706658,3.9014882120100514,7,7,0.09754614239783965
2026-02-24,consumer,True,False,0.4783653846153846,21.0,,-17.0,3.0,0.48133141368435484,0.010077515844445347,0.009672445089472237,0.010564529992136196,-0.007923362347118176,0.003974520166320161,0.0015875070982711934,-0.0003618659314730266,0.0025760793751308606,0.5,0.7288203747321026,0.5,0.6666666666666666,0.0,2343687945.1000214,0.7233870231690637,0.5401884021242496,1.149876492534597,3.157802873374932,6,6,0.09840465228097406
2026-02-24,china_internet,True,False,0.4576923076923077,22.0,,-3.0,-0.0,0.5073426573426574,0.004906091145493896,-0.013718109961865994,-0.013729931390016941,-0.05233252845338116,-0.020319941215832978,-0.04282165900799179,-0.024656327313626165,-0.041833086731132126,0.6363636363636364,0.900430769850203,0.6363636363636364,0.09090909090909091,0.0,3737909424.411106,0.6343065340635106,0.30955174396528784,1.9243132693662017,6.85044264138161,11,11,0.06332234356282312
2026-02-24,robotics,True,False,0.4576923076923076,23.0,,6.0,-2.0,0.4670922215039862,0.01983586291522264,-0.008686540445272355,0.0021085662600714822,-0.006602906110144873,-0.004481443565744552,0.0029079633352444966,-0.00881782966353774,0.003896535612104164,0.8571428571428571,0.9111170267773901,0.8571428571428571,0.42857142857142855,0.07142857142857142,30724663823.793793,0.875056619268647,0.830992789769151,0.7854358442275654,2.193362696908085,14,14,0.07500332996198368
2026-02-24,business_apps,True,False,0.41538461538461535,24.0,,6.0,3.0,0.5576600850130262,0.026723898213650933,-0.038183918199623926,-0.03847635182307825,-0.08626463419304062,-0.045066361648894285,-0.07675376474765125,-0.04940274774668747,-0.07576519247079158,0.9,0.8833435762671944,0.9,0.0,0.0,25620527894.06538,0.7481201557002279,0.31682847932429764,1.717034783827332,5.567993656911362,10,10,0.04460808141539692
2026-02-24,mega_banks,True,False,0.4120192307692307,25.0,,-8.0,3.0,0.4303740377269789,-0.001570946089565333,-0.03972956376257285,-0.035217528348704695,-0.09020113177297269,-0.04180753817452073,-0.08069026232758332,-0.04614392427231392,-0.07970169005072365,0.2857142857142857,1.250069749646155,0.2857142857142857,0.0,0.0,15431213753.668976,0.5962627310286454,0.317457026332972,1.773529149039982,5.891609081358896,7,7,0.020185472049592833
2026-02-24,workflow_software,True,False,0.4115384615384616,26.0,,1.0,-8.0,0.42672082819141643,0.025784952335473565,-0.05272684863003721,-0.056385394734611516,-0.10419466851930831,-0.06297540456042755,-0.09468379907391894,-0.06731179065822074,-0.09369522679705927,0.875,1.0585404350324588,0.875,0.0,0.0,8330391347.108078,0.7359896211028755,0.5042518552811885,1.5333635389028273,4.633736392642508,8,8,0.06251712432693018
2026-02-24,data_centers,True,False,0.41057692307692306,27.0,,-5.0,-20.0,0.37690016381966845,0.01225930548908291,-0.007688871402542082,-0.005076369243765685,0.011579708846551252,-0.01166637906958172,0.021090578291940623,-0.016002765167374908,0.02207915056880029,0.7368421052631579,0.8839805616703862,0.7368421052631579,0.5263157894736842,0.21052631578947367,58297313468.27226,0.7511197490175175,0.268614134086956,2.277131183953821,9.748673105002588,19,19,0.08711330466838589
2026-02-24,dev_tools,True,False,0.3975961538461538,28.0,,5.0,-14.0,0.40677704648292884,0.0256668368212661,-0.08263363711319015,-0.07692886145341817,-0.09247179697383305,-0.0835188712792342,-0.08296092752844368,-0.08785525737702739,-0.08197235525158401,1.0,1.1170114918116518,1.0,0.0,0.0,4651776857.749939,0.657976482908026,0.2779742657743572,1.6253925255420794,5.080412837648762,6,6,0.10222348377711445
2026-02-24,pharma,True,False,0.3692307692307692,29.0,,-14.0,-20.0,0.2827368709721651,-0.0037253540160469504,-0.010331544907211282,-0.015889040547945134,-0.012356689686209772,-0.02247905037376117,-0.0028458202408204025,-0.026815436471554356,-0.0018572479639607353,0.45454545454545453,0.9165203219375991,0.45454545454545453,0.7272727272727273,0.2727272727272727,15075400446.189308,0.4462240675184058,0.30111353713999495,1.868311497202323,6.477350136662578,11,11,0.04382020296654674
2026-02-24,insurance,True,False,0.3677884615384615,30.0,,-19.0,-29.0,0.27589812148635684,0.006595745651364708,0.010678763701289895,-0.003425794662238524,0.03357185478309457,-0.010015804488054558,0.043082724228483936,-0.014352190585847746,0.0440712965053436,0.8333333333333334,0.8258427115104278,0.8333333333333334,0.8333333333333334,0.3333333333333333,2311048598.737335,0.6422140498039794,0.3789820100638578,1.2670750252322895,3.5504523760152846,6,6,0.024145589085651065
2026-02-24,cloud,True,False,0.31201923076923077,31.0,,-3.0,-26.0,0.3453002879473468,0.019008948606032063,-0.05915417532525461,-0.062015298230143845,-0.05948327213842303,-0.06860530805595988,-0.04997240269303366,-0.07294169415375307,-0.04898383041617399,0.9411764705882353,0.7842220111515656,0.9411764705882353,0.17647058823529413,0.0,43156428362.38251,0.6886346204700995,0.25074699796056654,2.219765897520597,9.205175659177325,17,17,0.09885349801613397
2026-02-24,autos,True,False,0.29278846153846155,32.0,,2.0,-28.0,0.21919717537364597,0.013300579650856603,-0.004602822399018292,-0.02707109757590046,0.0002864162069537879,-0.033661107401716496,0.009797285652343158,-0.037997493499509684,0.010785857929202825,0.8,0.8774872151895139,0.8,0.4,0.0,28843115759.824657,0.9370764732749314,0.8178866319862028,0.7234108976346143,2.0614526364885886,10,10,0.032025053451753806
2026-02-24,cybersecurity,True,False,0.2875,33.0,,-2.0,-25.0,0.23472302207596324,0.012224179101501443,-0.10132362613332697,-0.1155181519073798,-0.11532735986869325,-0.12210816173319583,-0.10581649042330388,-0.12644454783098902,-0.10482791814644421,0.6,1.1809741904464504,0.6,0.1,0.0,9356844069.619942,0.7100396675905994,0.4365473344187641,1.6490169664003114,5.201863706128276,10,10,0.07869222601975112
2026-02-24,regional_banks,True,False,0.21105769230769228,34.0,,-9.0,-4.0,0.18807369101486748,-0.0021478487243609757,-0.045627226997395284,-0.04533693690204662,-0.09284484395350352,-0.051926946727862654,-0.08333397450811415,-0.05626333282565584,-0.08234540223125449,0.14285714285714285,0.7454306262795848,0.14285714285714285,0.0,0.0,3972994629.309654,0.6010238902751648,0.662165585396902,1.1515652807635033,3.1631402392685253,7,7,0.019578651115348143
2026-02-24,copper,False,True,0.8264423076923075,,1.0,,,0.36153846153846153,0.02159891912632091,0.05975818048609035,0.08839458422597087,0.04186365597571262,0.08180457440015483,0.05137452542110199,0.07746818830236164,0.05236309769796166,1.0,0.8856843399378114,1.0,1.0,0.3333333333333333,1938407811.8861847,1.0,0.8456171244588749,0.5111799778283855,1.6672573614220203,3,3,0.03229686396823632
2026-02-24,creative_software,False,True,0.5293269230769231,,10.0,,,0.375,0.025333625067456733,-0.019201249318245378,-0.0028209340374786285,-0.04324733378724893,-0.009410943863294663,-0.03373646434185956,-0.01374732996108785,-0.032747892064999895,1.0,0.8811450872062593,1.0,0.0,0.0,2923586074.5803833,0.9513013298879124,0.5374704395835206,0.9631370785890172,2.6199024351545797,4,4,0.02811555636117491
2026-02-24,energy,False,False,0.6615384615384615,,5.0,,,0.3954545454545455,0.01985261243086578,0.014149016881523042,0.03187309956693209,0.03729683017269099,0.025283089741116052,0.04680769961808036,0.020946703643322864,0.047796271894940026,0.7272727272727273,0.7682680808793628,0.7272727272727273,0.8787878787878788,0.30303030303030304,24423722254.909996,0.25630907071321096,0.19774151275830143,2.832768576494955,16.992440632663865,33,33,0.12810531292521987
2026-02-24,growth,False,True,0.60625,,7.0,,,0.35480769230769227,0.010741490883328764,0.007291184905903414,0.010926395923609222,-0.010499441722249037,0.004336386097793188,-0.0009885722768596672,0.0,0.0,1.0,0.832477889454915,1.0,0.0,0.0,33405135446.777344,1.0,1.0,-0.0,1.0,1,1,0.0
2026-02-24,healthcare,False,True,0.14134615384615384,,17.0,,,0.1778846153846154,-0.02435556004789998,-0.049199670617357125,-0.033046900496835965,-0.003500770927614516,-0.039636910322652,0.0060100985177748536,-0.04397329642044519,0.006998670794634521,0.0,0.7447964315757748,0.0,0.2,0.0,4244325138.4002686,0.8669047752251363,0.7034069043315558,0.9916580818891101,2.695700460951451,5,5,0.06069665558549693
2026-02-24,long_bonds,False,True,0.3235576923076923,,14.0,,,0.35480769230769227,0.001782907962254443,0.0031243098140631975,0.00033371508576718334,0.027193893743902686,-0.006256294740048851,0.036704763189292056,-0.010592680837842039,0.03769333546615172,1.0,0.6564683813002913,1.0,1.0,1.0,2217050625.4234314,1.0,1.0,-0.0,1.0,1,1,0.0
2026-02-24,managed_care,False,True,0.14134615384615384,,18.0,,,0.1778846153846154,-0.02435556004789998,-0.049199670617357125,-0.033046900496835965,-0.003500770927614516,-0.039636910322652,0.0060100985177748536,-0.04397329642044519,0.006998670794634521,0.0,0.7447964315757748,0.0,0.2,0.0,4244325138.4002686,0.8669047752251363,0.7034069043315558,0.9916580818891101,2.695700460951451,5,5,0.06069665558549693
2026-02-24,market,False,True,0.5360576923076923,,9.0,,,0.35480769230769227,0.00726845293039502,0.004192963218089929,0.0065900098258160344,-0.00951086944538937,0.0,0.0,-0.004336386097793188,0.0009885722768596672,1.0,0.858313946300468,1.0,0.0,0.0,50587378287.90283,1.0,1.0,-0.0,1.0,1,1,0.0
2026-02-24,memory,False,True,0.41875,,13.0,,,0.23974358974358975,-0.011328183741468415,-0.006350679382476502,0.011581830514447647,0.03378681621851413,0.004991820688631613,0.0432976856639035,0.0006554345908384249,0.044286257940763164,0.3333333333333333,0.8364490061404344,0.3333333333333333,0.6666666666666666,0.0,18515370074.67804,1.0,0.4937738733716341,0.9318170440900497,2.539118679105694,3,3,0.03401826540375915
