date,theme,ticker,leader_score,leader_rank,stock_return_5d,stock_vs_theme_5d,rvol,breakout_quality,stock_above_20d
2026-05-19,pharma,LLY,0.7590909090909093,2.0,0.025229522129490922,0.023467713955393873,0.5175769207318548,-0.0008919881717517342,1.0
2026-05-19,pharma,ABBV,0.7545454545454546,3.0,0.02886558251891591,0.02710377434481886,0.434274886582487,0.0,1.0
2026-05-19,regional_banks,PNC,0.7571428571428572,1.0,-0.005111314851535376,0.009369023534853709,0.34142419921959083,-0.04878046961739069,0.0
2026-05-19,regional_banks,KEY,0.692857142857143,2.0,-0.015272591750591924,-0.0007922533642028395,0.5120903649592617,-0.05735490979690816,0.0
2026-05-19,regional_banks,FITB,0.6785714285714286,3.0,-0.016759251974201916,-0.002278913587812832,0.7305327753050841,-0.060424460597752305,0.0
2026-05-19,restaurants,MCD,0.7607142857142858,1.0,0.026924734373037662,0.02734175103714953,0.5456110409459413,-0.06706775733577397,0.0
2026-05-19,restaurants,CMG,0.7285714285714285,2.0,0.0234160773560399,0.023833094020151768,0.3471934442485626,-0.047707183364921524,1.0
2026-05-19,restaurants,SBUX,0.6285714285714286,3.0,0.006616239394273693,0.007033256058385562,0.3317704460446666,-0.0014978097095295073,1.0
2026-05-19,retail,KR,0.9166666666666667,1.0,0.1032744928246292,0.07215192356369303,0.9644862539978643,0.0,1.0
2026-05-19,retail,TGT,0.8111111111111111,2.0,0.043013381853903576,0.011890812592967412,1.305801919896851,-0.027266236288156942,1.0
2026-05-19,retail,COST,0.788888888888889,3.0,0.06533547415490726,0.034212904893971094,0.7315660655749858,0.0,1.0
2026-05-19,robotics,PATH,0.8964285714285715,1.0,0.04545453679344025,0.06525644772032889,1.1571304332827437,-0.04254347114406709,1.0
2026-05-19,robotics,OUST,0.7928571428571428,2.0,0.10479705212586676,0.1245989630527554,0.9057691808161534,-0.14113597217875462,1.0
2026-05-19,robotics,MBLY,0.7821428571428573,3.0,0.05308783847174037,0.07288974939862901,0.7348951486028023,-0.07692302815603491,1.0
2026-05-19,semis,MRVL,0.8958333333333333,1.0,0.09392095409265777,0.11737151021811709,0.6563006667522897,-0.014404671138332548,1.0
2026-05-19,semis,ARM,0.8902777777777777,2.0,0.08714888070778115,0.11059943683324047,0.6805883993121623,-0.047450525161472745,1.0
2026-05-19,semis,TXN,0.7513888888888889,3.0,0.029813285200541717,0.05326384132600103,0.47065713717212754,-0.013628880241510433,1.0
2026-05-19,silver,FNV,0.7899999999999999,1.0,-0.05890298191505139,0.07950552726623625,0.61713448863729,-0.09824534410747554,0.0
2026-05-19,silver,SLV,0.65,2.0,-0.14328458874019911,-0.004876079558911478,0.768724827547886,-0.15192187192174111,0.0
2026-05-19,silver,WPM,0.62,3.0,-0.12625234486425152,0.012156164317036117,0.5220302171407869,-0.13826701193648072,0.0
2026-05-19,small_cap_momentum,RKLB,0.9233333333333335,1.0,0.0879551223376942,0.15430991372239114,0.9323769342965711,-0.035081112175178064,1.0
2026-05-19,small_cap_momentum,ASTS,0.9149999999999999,2.0,0.22078679596064554,0.28714158734534245,0.7609858940301752,0.0,1.0
2026-05-19,small_cap_momentum,OUST,0.8683333333333334,3.0,0.10479705212586676,0.1711518435105637,0.9057691808161534,-0.14113597217875462,1.0
2026-05-19,small_caps,IWM,1.0,1.0,-0.028417732141271856,0.0,0.8048363219322294,-0.04274748873733192,0.0
2026-05-19,solar,ENPH,0.7312500000000001,1.0,0.2682764255064829,0.10747670614604721,0.7089049580111174,-0.1012478654572343,1.0
2026-05-19,solar,SEDG,0.6687500000000001,2.0,0.35997040353496557,0.19917068417452988,0.6921262527346,-0.10994166588995324,1.0
2026-05-19,solar,NXT,0.64375,3.0,0.027558380202351573,-0.13324133915808412,0.790431600759336,-0.10717996435984944,1.0
2026-05-19,storage,NTAP,0.8812500000000001,1.0,0.03854422780821354,0.06974820231794271,0.5332454886275528,0.0,1.0
2026-05-19,storage,DELL,0.6062500000000001,2.0,-0.0055662585480253934,0.025637715961703778,0.41383462618578415,-0.087729369555276,1.0
2026-05-19,storage,WDC,0.51875,3.0,-0.0652493857021329,-0.03404541119240373,0.5313306817551617,-0.11434001324520704,1.0
