date,best_themes,short_themes,short_tickers,selected_short_basket_same_day_long_return,selected_short_basket_next_1d_long_return,selected_short_basket_next_5d_long_return,short_pnl_next_1d_before_cost,short_pnl_next_5d_before_cost,short_basket_next_1d_positive_return,short_basket_next_5d_positive_return,short_pnl_equity_before_cost
2018-04-05,solar|restaurants_food|restaurants,additive_manufacturing|ai_apps|quantum_computing,DDD|HON|IBM|NNDM|QUBT|SNAP|SSYS,-0.05901236983259935,0.02293686157874781,0.020422243411572616,-0.02293686157874781,-0.020422243411572616,True,True,0.9519724250887815
2018-04-06,restaurants_food|gold|managed_care_insurance,additive_manufacturing|biotech_innovation|ai_apps,ARWR|DDD|NNDM|NVAX|SNAP|SSYS|TGTX,-0.020633157372211847,0.009983124182254792,0.03104507215903837,-0.009983124182254792,-0.03104507215903837,True,True,0.942468766151038
2018-04-09,restaurants_food|utilities_yield|managed_care_insurance,biotech_innovation|additive_manufacturing|ai_apps,ARWR|DDD|NNDM|NVAX|SNAP|SSYS|TGTX,0.009983124182254792,0.019131706477417243,0.005898321540534347,-0.019131706477417243,-0.005898321540534347,True,True,0.9244377303529028
2018-04-10,medtech_devices|medtech|apparel_beauty_lifestyle,additive_manufacturing|ai_apps|semicap_equipment,ACLS|DDD|FORM|NNDM|SNAP|SSYS|UCTT,0.019159143233125064,0.008529858882890864,0.03512407293175005,-0.008529858882890864,-0.03512407293175005,True,True,0.9165524069669726
2018-04-11,oil_integrated|drones_autonomy|gold,additive_manufacturing|ai_apps|consumer_internet,BKNG|DDD|EXPE|NNDM|NTES|SNAP|SSYS,0.001168936253119963,0.0007379845521090024,0.005338353142625952,-0.0007379845521090024,-0.005338353142625952,True,True,0.9158760054494326
2018-04-12,oil_exploration|oil_services|medtech_devices,ai_apps|additive_manufacturing|consumer_internet,BKNG|DDD|EXPE|NNDM|NTES|SNAP|SSYS,0.0007379845521090024,0.0009216905415773453,-0.002004518462704457,-0.0009216905415773453,0.002004518462704457,True,False,0.9150318511979523
2018-04-13,oil_services|gold|oil_exploration,cloud|consumer_internet|china_internet,AKAM|BKNG|EXPE|JD|MDB|NTES|TCOM|ZS,-0.012494575507934466,0.006185192593807287,-0.015705318993941078,-0.006185192593807287,0.015705318993941078,True,False,0.9093722029688249
2018-04-16,oil_exploration|oil_services|drones_autonomy,china_internet|ai_apps|gaming_sports_betting,FLUT|KWEB|NTES|SNAP|TCEHY|TCOM,-0.008723112182904447,0.012346468181616,-0.020087412179683534,-0.012346468181616,0.020087412179683534,True,False,0.8981446679996243
2018-04-17,oil_exploration|oil_services|gold,additive_manufacturing|cloud|gaming_sports_betting,AKAM|BILI|DDD|FLUT|MDB|NNDM|SSYS|TCEHY|ZS,-0.005525861981568742,-0.002921870229440435,-0.06729235233701363,0.002921870229440435,0.06729235233701363,False,False,0.9007689301667832
2018-04-18,oil_exploration|silver|oil_services,ai_apps|cloud|additive_manufacturing,AKAM|DDD|MDB|NNDM|SNAP|SSYS|ZS,-0.005460755720534648,-0.01161808250556037,-0.05449236446153389,0.01161808250556037,0.05449236446153389,False,False,0.9112341379159061
2018-04-19,oil_exploration|silver|gold,cloud|additive_manufacturing|semicap_equipment,ACLS|AKAM|DDD|ICHR|MDB|NNDM|SSYS|UCTT|ZS,-0.03520115892271694,0.003445273420670938,-0.012250166444984507,-0.003445273420670938,0.012250166444984507,True,False,0.9080946871605364
2018-04-20,oil_exploration|silver|gold,cloud|gaming_sports_betting|advanced_packaging,AKAM|AMAT|ASX|FLUT|KLAC|MDB|NTES|TCEHY|ZS,-0.02701268411955214,-0.010348985978507197,-0.010186787191141682,0.010348985978507197,0.010186787191141682,False,False,0.9174925463451178
2018-04-23,oil_exploration|energy|oil_integrated,cloud|additive_manufacturing|gaming_sports_betting,AKAM|DDD|EA|FLUT|MDB|NNDM|NTES|SSYS|ZS,-0.01951919275929702,-0.024712948085574313,-0.02547516340992024,0.024712948085574313,0.02547516340992024,False,False,0.9401664920118461
2018-04-24,oil_exploration|gold|silver,cloud|additive_manufacturing|gaming_sports_betting,AKAM|DDD|FLUT|MDB|NNDM|NTES|SSYS|TTWO|ZS,-0.02574499770469944,-0.0019877901739997978,0.01019836047204703,0.0019877901739997978,-0.01019836047204703,False,True,0.9420353457265911
2018-04-25,oil_exploration|managed_care|oil_integrated,cloud|additive_manufacturing|gaming_sports_betting,AKAM|DDD|FLUT|MDB|NNDM|NTES|SSYS|TTWO|ZS,-0.0019877901739997978,0.00470735004986954,0.003891585396445913,-0.00470735004986954,-0.003891585396445913,True,True,0.9376008555949061
2018-04-26,consumer|oil_exploration|oil_integrated,additive_manufacturing|gaming_sports_betting|advanced_packaging,AMKR|ASX|BILI|DDD|FLUT|NNDM|NTES|SSYS|TER,-0.004365618592213553,-0.013988275673455532,-0.06662236345155925,0.013988275673455532,0.06662236345155925,False,False,0.9507162748346354
2018-04-27,consumer|restaurants|restaurants_food,advanced_packaging|gaming_sports_betting|cloud,AKAM|BILI|CAMT|FLUT|FORM|MDB|NTES|TER|ZS,-0.030071782322051346,0.006370584677436564,0.015143996466054084,-0.006370584677436564,-0.015143996466054084,True,True,0.9446596563015843
2018-04-30,consumer|restaurants|restaurants_food,advanced_packaging|gaming_sports_betting|additive_manufacturing,COHU|DDD|FLUT|FORM|NNDM|NTES|SSYS|TCEHY|TER,7.448862344067781e-05,0.009865982368554108,0.015196800532782447,-0.009865982368554108,-0.015196800532782447,True,True,0.9353396607882285
2018-05-01,consumer|restaurants_food|restaurants,advanced_packaging|gaming_sports_betting|additive_manufacturing,ASX|BILI|DDD|FLUT|FORM|NNDM|SSYS|TCEHY|TER,-0.010636766206031292,-0.020676789006107404,0.01833216928777237,0.020676789006107404,-0.01833216928777237,False,True,0.9546794816033909
2018-05-02,oil_exploration|consumer|oil_integrated,advanced_packaging|gaming_sports_betting|transport_logistics,AAL|AMKR|ASX|BILI|CHRW|FLUT|FORM|KNX|TCEHY,-0.02168414343292814,-0.00185560723806017,0.023864395014337778,0.00185560723806017,-0.023864395014337778,False,True,0.9564509917594817
2018-05-03,consumer|oil_exploration|dev_tools,mega_banks|defense|advanced_packaging,AMKR|ASX|AXP|BAC|FORM|HWM|JPM|KTOS|MRCY,0.0026598057383284443,0.014958249891594382,0.056739226016825746,-0.014958249891594382,-0.056739226016825746,True,True,0.9421441588156801
2018-05-04,oil_exploration|creative_software|restaurants_food,quantum_computing|mega_banks|defense,AXP|BAC|GD|GS|HON|HWM|IBM|LDOS|QUBT,-0.04221797933537771,0.15186627818486512,0.1800729217695041,-0.15186627818486512,-0.1800729217695041,True,True,0.7990642319027323
2018-05-07,restaurants_food|creative_software|dev_tools,consumer_staples|mega_banks|airlines_travel,ALK|AXP|BAC|CL|EXPE|GS|KR|NCLH|PEP,-0.004309368676279537,0.0005308723672675036,0.016468703265910916,-0.0005308723672675036,-0.016468703265910916,True,True,0.7986400307823434
2018-05-08,restaurants_food|oil_exploration|business_apps,consumer_staples|copper|retail,CL|DG|DLTR|HBM|KR|PEP|RIO|SCCO,-0.006776614071509257,0.007737583497265055,0.020894934398185155,-0.007737583497265055,-0.020894934398185155,True,True,0.7924604868599067
2018-05-09,oil_exploration|business_apps|fintech,consumer_staples|retail|pharma,BMY|DG|DLTR|GILD|NVO|WMT,-0.004134541126135964,-0.002622228625180356,0.024917446561908013,0.002622228625180356,-0.024917446561908013,False,True,0.794538499432875
2018-05-10,oil_exploration|business_apps|fintech,consumer_staples|retail|ai_apps,CL|DG|SNAP|TGT|WMT,0.0018510838761431226,0.004441772298968205,0.02154839205126593,-0.004441772298968205,-0.02154839205126593,True,True,0.7910093403356303
2018-05-11,drones_autonomy|fintech|creative_software,consumer_staples|retail|apparel_beauty_lifestyle,DG|HLF|JD|KO|NKE|PEP|TPR|WMT,0.0036457683474969,0.0011583302541027657,-0.003016438785738998,-0.0011583302541027657,0.003016438785738998,True,False,0.7900930902854417
2018-05-14,drones_autonomy|oil_integrated|oil_exploration,consumer_staples|space_satellites|homebuilders_housing,CL|KBH|KOPN|MAS|MCD|MTH|PEP|SPCE|VSAT,-0.007528536915776596,-0.013875323085063649,0.008369825976935598,0.013875323085063649,-0.008369825976935598,False,True,0.8010558871804286
2018-05-15,oil_exploration|lithium_battery_materials|rare_earth_critical_minerals,nuclear|consumer_staples|gold_silver_miners,CCJ|CL|EGO|HMY|IAG|MCD|NXE|UEC|WMT,-0.01988413789021695,-0.00017680191055306307,0.008543641408987755,0.00017680191055306307,-0.008543641408987755,False,True,0.8011975153917419
2018-05-16,lithium_battery_materials|ai_infrastructure|oil_exploration,nuclear|uranium|gold_silver_miners,FSM|HMY|IAG|LEU|NXE|UEC,-0.006030801002025928,0.00981130972386455,0.012362377323200854,-0.00981130972386455,-0.012362377323200854,True,True,0.7933367184182427
2018-05-17,oil_exploration|lithium_battery_materials|oil_services,nuclear|gold_silver_miners|ai_apps,CCJ|EXK|HMY|NXE|SNAP|UEC|USAS,0.003319236099457009,0.007082474152985733,0.012040081588054094,-0.007082474152985733,-0.012040081588054094,True,True,0.787717931615431
2018-05-18,oil_exploration|oil_services|lithium_battery_materials,ai_apps|gold_silver_miners|nuclear,AU|CCJ|FSM|KGC|NXE|SNAP|UEC,-8.49081731075309e-05,0.013454102468307947,0.005906635472132168,-0.013454102468307947,-0.005906635472132168,True,True,0.7771198938473535
