date,pivot_up,pivot_down,super_pivot_up,super_pivot_down,atr_swing_label,long_swing_label,short_swing_label,atr_entry_price,atr_exit_price,atr_holding_bars,atr_realized_return,tb_label,tb_entry_price,tb_exit_price,tb_holding_bars,tb_realized_return,tb_long_label,tb_short_label,cont_strength_long,cont_strength_short,leg_state,leg_up_label,leg_down_label,mfe_up_atr,mfe_down_atr,mae_up_atr,mae_down_atr,bars_to_exhaustion,bars_to_exhaustion_censored,bars_to_exhaustion_long,bars_to_exhaustion_short,bars_to_exhaustion_long_censored,bars_to_exhaustion_short_censored,exhaustion_progress_long,exhaustion_progress_short
2025-01-27 14:15:00-05:00,1,0,0,0,-1.0,0,1,599.115,597.8945720161242,1.0,-0.002037051290446401,-1.0,598.98,596.5391440322485,2.0,-0.004075020814971353,0,1,,,0,0,0,,,,,,,,,,,,
2025-01-27 14:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,597.62,600.71,7.0,0.005170509688430913,1,0,0.65,0.050000000000000044,0,0,0,,,,,1.0,0,,,,,,
2025-01-27 14:45:00-05:00,0,1,0,0,1.0,1,0,596.33,597.5711598432399,1.0,0.002081330543893367,1.0,596.915,599.3973196864796,4.0,0.004158581517434756,1,0,,,0,0,0,,,,,,,,,,,,
2025-01-27 15:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,596.84,599.3178682803026,3.0,0.004151645801726778,1,0,0.55,0.30000000000000004,0,0,0,,,,,6.0,0,,,,,,
2025-01-27 15:15:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,597.44,600.71,4.0,0.005473352972683365,1,0,0.5,0.25,0,0,0,,,,,5.0,0,,,,,,
2025-01-27 15:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,598.23,600.71,3.0,0.0041455627434263675,1,0,0.44999999999999996,0.19999999999999996,0,0,0,,,,,4.0,0,,,,,,
2025-01-27 15:45:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,599.49,602.0917480363793,5.0,0.004339935672620587,1,0,0.4,0.15000000000000002,0,0,0,,,,,3.0,0,,,,,,
2025-01-27 16:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,599.64,602.0773374623521,4.0,0.0040646679046629774,1,0,0.35,0.09999999999999998,0,0,0,,,,,2.0,0,,,,,,
2025-01-28 09:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,598.33,600.94038478647,3.0,0.004362784394013275,1,0,0.30000000000000004,0.050000000000000044,0,0,0,,,,,1.0,0,,,,,,
2025-01-28 09:45:00-05:00,0,1,0,0,1.0,1,0,597.36,598.6855357937181,1.0,0.002218989878328248,1.0,598.89,601.5410715874362,2.0,0.0044266419333036655,1,0,,,0,0,0,,,,,,,,,,,,
2025-01-28 10:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,600.85,603.5967093311909,9.0,0.004571372773888527,1,0,0.19999999999999996,0.30000000000000004,2,1,0,3.2001930092067497,0.11650304470374977,1.3907550961512665,0.11650304470374977,4.0,0,4.0,,0,,0.8,
2025-01-28 10:15:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,602.46,603.8,10.0,0.0022242140557047207,1,0,0.15000000000000002,0.25,2,1,0,2.044810085384578,1.025918462083021,0.7729522659528779,1.025918462083021,3.0,0,3.0,,0,,0.85,
2025-01-28 10:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,602.195,604.51,10.0,0.0038442697132987647,1,0,0.09999999999999998,0.19999999999999996,2,1,0,2.304840949272906,0.867491317915363,0.9909001246479751,0.867491317915363,2.0,0,2.0,,0,,0.9,
2025-01-28 10:45:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,603.03,604.17,10.0,0.0018904532112828942,1,0,0.050000000000000044,0.15000000000000002,2,1,0,1.7135719317099851,1.4865602655432375,0.38811671957531324,1.4865602655432375,1.0,0,1.0,,0,,0.95,
2025-01-28 11:00:00-05:00,1,0,0,0,-1.0,0,1,603.56,602.2255434557458,1.0,-0.002210975784104563,1.0,602.925,603.83,10.0,0.0015010158809141139,1,0,,,2,1,0,1.8322065342086116,1.4425347968717472,0.23605114857905965,1.4425347968717472,,,,,,,,
2025-01-28 11:15:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,601.42,604.2118478679007,7.0,0.004642093491903809,1,0,0.4,0.050000000000000044,2,1,0,2.8296670785075175,0.30087599315772856,0.35102199201739076,0.30087599315772856,8.0,0,8.0,,0,,0.6,
2025-01-28 11:30:00-05:00,0,1,0,0,1.0,1,0,601.0,602.3612150815253,1.0,0.00226491694097386,1.0,601.555,604.2774301630507,6.0,0.004525654616869046,1,0,,,2,1,0,2.8026430589683775,0.30487467089692216,0.7309645723914832,0.30487467089692216,,,,,,,,
2025-01-28 11:45:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,602.49,604.035,10.0,0.0025643579146541473,1,0,0.30000000000000004,0.44999999999999996,2,1,0,2.1103543591556644,0.029310477210468727,0.8060381232886398,0.029310477210468727,6.0,0,6.0,,0,,0.7,
2025-01-28 12:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,603.53,604.79,10.0,0.002087717263433486,1,0,0.25,0.4,2,1,0,1.364327554629047,0.7711416613120298,1.364327554629047,0.21502988632737347,5.0,0,5.0,,0,,0.75,
2025-01-28 12:15:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,603.65,605.155,10.0,0.0024931665700322903,1,0,0.19999999999999996,0.35,2,1,0,1.3450675505152765,0.9071385805800309,1.3450675505152765,0.32062656727396033,4.0,0,4.0,,0,,0.8,
2025-01-28 12:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,603.48,604.945,10.0,0.0024275866640153243,1,0,0.15000000000000002,0.30000000000000004,2,1,0,1.542974065499495,0.9061911178330544,1.542974065499495,0.19593321466661137,3.0,0,3.0,,0,,0.85,
2025-01-28 12:45:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,603.8,605.07,10.0,0.0021033454786354433,1,0,0.09999999999999998,0.25,2,1,0,1.319423302633554,1.327827272713919,1.319423302633554,0.47062232450617497,2.0,0,2.0,,0,,0.9,
2025-01-28 13:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,604.51,605.17,10.0,0.0010917933532943458,1,0,0.050000000000000044,0.19999999999999996,2,1,0,0.7432612881588403,2.1606432795314783,0.7432612881588403,1.0976067860019751,1.0,0,1.0,,0,,0.95,
2025-01-28 13:15:00-05:00,1,0,0,0,-1.0,0,1,604.78,603.6534416697338,1.0,-0.0018627572510107049,0.0,604.17,604.5,10.0,0.0005462038830130744,0,0,,,2,1,0,1.0651911825253615,1.9173441285455497,1.0651911825253615,0.8255231664570795,,,,,,,,
2025-01-28 13:30:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,603.83,602.7,10.0,-0.0018713876422171705,0,1,0.35,0.09999999999999998,2,1,0,1.3931916088993586,1.6464991741538715,1.3931916088993586,0.5337552267861593,7.0,0,7.0,,0,,0.65,
2025-01-28 13:45:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,603.795,603.26,10.0,-0.0008860623224768993,0,1,0.30000000000000004,0.050000000000000044,2,1,0,1.482863075874376,1.6805781526575474,1.482863075874376,0.5225327029270989,6.0,0,6.0,,0,,0.7,
2025-01-28 14:00:00-05:00,0,1,0,0,1.0,1,0,603.24,604.2734105873159,2.0,0.001713100237576759,0.0,603.33,603.37,10.0,6.629870883267941e-05,0,0,,,2,1,0,1.974045964923292,1.277323859656319,1.974045964923292,-0.06773687134534669,,,,,,,,
2025-01-28 14:15:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,604.035,602.985,10.0,-0.0017383098661500895,0,1,0.19999999999999996,0.35,2,1,0,1.314869569007549,1.9944650765844076,1.314869569007549,-0.0837182871653082,4.0,0,4.0,,0,,0.8,
2025-01-28 14:30:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,604.79,602.7822817422817,6.0,-0.0033196948655206393,0,1,0.15000000000000002,0.30000000000000004,2,1,0,0.5777703099230752,5.070432547427927,0.5777703099230752,0.09961557067629465,3.0,0,3.0,,0,,0.85,
2025-01-28 14:45:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,605.155,603.2256901892616,5.0,-0.0031881250435645825,0,1,0.09999999999999998,0.25,2,1,0,0.22287763095731003,5.654871985450837,0.22287763095731003,0.48203766695402595,2.0,0,2.0,,0,,0.9,
2025-01-28 15:00:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,604.945,603.0870694614573,4.0,-0.003071238771363949,0,1,0.050000000000000044,0.19999999999999996,2,1,0,0.45749826614432765,5.6460668374758995,0.45749826614432765,0.09149965322891448,1.0,0,1.0,,0,,0.95,
2025-01-28 15:15:00-05:00,1,0,0,0,-1.0,0,1,605.37,604.4709608213909,2.0,-0.00148510692404491,-1.0,605.07,603.2719216427818,3.0,-0.002971686511012428,0,1,,,1,0,1,0.17796777249184725,5.9730433642588165,0.17796777249184725,0.7674860188713046,,,,,,,,
2025-01-28 15:30:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,605.17,603.4389272397259,2.0,-0.0028604735202902853,0,1,0.65,0.09999999999999998,1,0,1,0.06932117629828394,6.377548219435817,0.06932117629828394,0.9127288212597972,2.0,0,,2.0,,0,,0.9
2025-01-28 15:45:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,604.5,602.7711467226026,1.0,-0.002859972336472172,0,1,0.6,0.050000000000000044,1,0,1,-0.46273446709386096,5.969274625511108,-0.46273446709386096,2.3252406971467727,1.0,0,,1.0,,0,,0.95
2025-01-29 09:30:00-05:00,0,1,0,0,1.0,1,0,602.49,603.4362533073631,1.0,0.0015705709760545083,0.0,602.7,602.81,10.0,0.00018251202920183118,0,0,,,1,0,1,1.47951926731053,3.624822204910924,1.47951926731053,0.15851992149765545,,,,,,,,
2025-01-29 09:45:00-05:00,0,0,0,0,0.0,0,0,,,,,0.0,603.26,602.98,10.0,-0.0004641448131816883,0,0,0.5,0.35,1,0,1,0.8831286607902221,4.194861138753406,0.8831286607902221,0.33642996601524305,7.0,0,,7.0,,0,,0.65
2025-01-29 10:00:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,603.37,602.775,10.0,-0.0009861279148781765,0,1,0.44999999999999996,0.30000000000000004,1,0,1,0.4761507191436454,4.2439520619321796,0.4761507191436454,0.6417683605848673,6.0,0,,6.0,,0,,0.7
2025-01-29 10:15:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,602.985,602.07,10.0,-0.0015174506828526946,0,1,0.4,0.25,1,0,1,0.6415403513201604,3.813315848247066,0.477306021382232,3.813315848247066,5.0,0,,5.0,,0,,0.75
2025-01-29 10:30:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,602.66,600.7235956001875,10.0,-0.003213095941015598,0,1,0.35,0.19999999999999996,1,0,1,0.9812000014997632,3.50133474219371,0.8159452644051071,3.50133474219371,4.0,0,,4.0,,0,,0.8
2025-01-29 10:45:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,602.85,600.95119591446,9.0,-0.0031497123422743467,0,1,0.30000000000000004,0.15000000000000002,1,0,1,0.8005038600744449,3.7707944987718154,0.6319767316377511,3.7707944987718154,3.0,0,,3.0,,0,,0.85
