date,pivot_up,pivot_down,super_pivot_up,super_pivot_down,atr_swing_label,long_swing_label,short_swing_label,atr_entry_price,atr_exit_price,atr_holding_bars,atr_realized_return,tb_label,tb_entry_price,tb_exit_price,tb_holding_bars,tb_realized_return,tb_long_label,tb_short_label,cont_strength_long,cont_strength_short,leg_state,leg_up_label,leg_down_label,mfe_up_atr,mfe_down_atr,mae_up_atr,mae_down_atr,bars_to_exhaustion,bars_to_exhaustion_censored,bars_to_exhaustion_long,bars_to_exhaustion_short,bars_to_exhaustion_long_censored,bars_to_exhaustion_short_censored,exhaustion_progress_long,exhaustion_progress_short,trend_phase_ret,trend_phase_m,trend_phase_dm,trend_phase_a,trend_phase_label,trend_phase_dead,trend_phase_ignition,trend_phase_expansion,trend_phase_saturation
2021-01-04 11:10:00-05:00,0,1,0,0,0.0,0,0,,,,,-1.0,369.38,367.2457142857143,4.0,-0.00577802185902232,0,1,,,0,0,0,,,,,,,,,,,,,0.0030685675492192477,-0.0007475295980796862,0.0004016944365577824,-0.00013644662338981164,0,1,0,0,0
2021-01-04 11:20:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,369.0,366.8657142857143,3.0,-0.005783972125435466,0,1,0.75,0.25,0,0,0,,,,,5.0,0,,,,,,,-0.001028750879852769,-0.0007743125772961702,-2.6782979216483983e-05,-0.0001260024668018757,0,1,0,0,0
2021-01-04 11:30:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,368.48,366.34571428571434,3.0,-0.005792134482972444,0,1,0.7,0.19999999999999996,0,0,0,,,,,4.0,0,,,,,,,-0.001409214092140898,-0.0008347793882337633,-6.046681093759313e-05,-0.00011976097576718212,0,1,0,0,0
2021-01-04 11:40:00-05:00,0,0,0,0,0.0,0,0,,,,,-1.0,367.99,365.8557142857143,3.0,-0.005799847045532935,0,1,0.65,0.15000000000000002,0,0,0,,,,,3.0,0,,,,,,,-0.0013297872340425343,-0.0008819229925965033,-4.714360436274001e-05,-0.00011284503563342573,0,1,0,0,0
2021-01-04 11:50:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,366.97,367.77,10.0,0.00218001471509921,1,0,0.6,0.09999999999999998,1,0,1,1.5649263721552555,1.9678714859438042,0.1967871485943591,1.9678714859438042,2.0,0,,2.0,,0,,0.9,-0.0027718144514795595,-0.0010619126553472705,-0.00017998966275076722,-0.00011923976202555349,0,1,0,0,0
2021-01-04 12:00:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,366.095,367.99,10.0,0.005176252065720588,1,0,0.55,0.050000000000000044,1,0,1,2.3677789908387212,1.1396971566905831,0.15351022926849084,1.1396971566905831,1.0,0,,1.0,,0,,0.95,-0.0023843910946398372,-0.0011878629828989435,-0.00012595032755167296,-0.00011987886350423153,0,1,0,0,0
2021-01-04 12:10:00-05:00,0,1,0,0,1.0,1,0,364.87,365.96735787172014,1.0,0.003007531097980465,1.0,365.98,368.17471574344023,7.0,0.0059968187973118425,1,0,,,2,1,0,2.424004118027975,0.8657157564386143,0.4829782641183369,0.8657157564386143,,,,,,,,,-0.00031412611480630126,-0.0011046499478425014,8.321303505644207e-05,-0.00010053677792702453,0,1,0,0,0
2021-01-04 12:20:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,366.38,368.5365217617659,9.0,0.005886024787832067,1,0,0.44999999999999996,0.15000000000000002,2,1,0,2.7173386811554394,1.2520161158907495,0.018548386902067997,1.2520161158907495,9.0,0,9.0,,0,,0.55,,0.0010929558992294197,-0.0008953541528832708,0.00020929579495923057,-7.102891384261929e-05,0,1,0,0,0
2021-01-04 12:30:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,365.765,367.90177020735405,5.0,0.005841920925605315,1,0,0.4,0.09999999999999998,2,1,0,3.449130830556723,0.6879541819428052,0.5943549735151931,0.6879541819428052,8.0,0,8.0,,0,,0.6,,-0.0016785850756045884,-0.0009699475740948249,-7.45934212115541e-05,-7.13683907348988e-05,0,1,0,0,0
2021-01-04 12:40:00-05:00,0,0,0,0,0.0,0,0,,,,,1.0,365.26,367.3348580496859,3.0,0.005680496221009523,1,0,0.35,0.050000000000000044,2,1,0,4.038830512414336,0.221701913569301,1.098870354212957,0.221701913569301,7.0,0,7.0,,0,,0.65,,-0.0013806679151914247,-0.0010090637970564058,-3.91162229615809e-05,-6.829675570886851e-05,0,1,0,0,0
2021-01-04 12:50:00-05:00,0,1,0,0,1.0,1,0,365.03,366.091184094497,1.0,0.002907114742615846,1.0,366.275,368.39736818899405,6.0,0.005794466422753608,1,0,,,2,1,0,3.670428175656116,0.14606325217627528,0.43347803871679846,0.14606325217627528,,,,,,,,,0.0027788424683785617,-0.0006483108193959328,0.0003607529776604731,-2.7434876340359798e-05,0,1,0,0,0
2021-01-04 13:00:00-05:00,0,0,0,0,0.0,0,0,,,,,0.0,366.665,366.86,10.0,0.0005318205991844405,0,0,0.25,0.55,2,1,0,3.9589481768840553,0.029145630750095464,1.918754024379361,0.029145630750095464,5.0,0,5.0,,0,,0.75,,0.001064773735581337,-0.00048515990939809755,0.0001631509099978352,-9.283849070055515e-06,0,1,0,0,0
