theme,start,end,days,avg_rank,max_rank,total_return
business_apps,2021-08-20,2021-09-02,9,5.4,19.0,0.032478658268080496
cybersecurity,2021-08-25,2021-09-13,12,5.6923076923076925,19.0,0.013156757391515228
data_centers,2021-08-25,2021-09-10,11,6.583333333333333,13.0,0.02339591727661916
workflow_software,2021-08-27,2021-09-02,4,6.8,15.0,0.005690524694810684
uranium,2021-08-31,2021-09-29,20,4.333333333333333,15.0,0.19773125200072506
nuclear,2021-09-02,2021-09-24,15,5.4375,19.0,0.056618662063285585
medtech,2021-09-09,2021-09-16,5,10.166666666666666,17.0,-0.017410351691618642
ai_apps,2021-09-10,2021-10-01,15,7.25,16.0,-0.03128894390674808
semis,2021-09-13,2021-09-27,10,8.909090909090908,17.0,0.016500787414271745
travel,2021-09-14,2021-10-18,24,3.92,22.0,0.0910074710741835
autos,2021-09-15,2021-10-12,19,4.9,14.0,0.04699189741102394
oil_exploration,2021-09-24,2021-10-29,25,3.0384615384615383,16.0,0.19585686504076372
regional_banks,2021-09-27,2021-10-13,12,4.461538461538462,17.0,0.03244854627304927
defense,2021-09-28,2021-10-13,11,5.916666666666667,16.0,-0.007228487629822644
mega_banks,2021-10-04,2021-10-11,5,6.5,13.0,0.003988415787837596
gold,2021-10-08,2021-10-18,6,5.857142857142857,16.0,0.03918505670681549
consumer_internet,2021-10-11,2021-10-21,8,9.0,15.0,0.050509160495854966
cybersecurity,2021-10-12,2021-10-28,12,5.0,16.0,0.09037887084277241
uranium,2021-10-12,2021-10-27,11,5.75,18.0,0.23213949666663347
china_internet,2021-10-13,2021-10-14,1,14.0,24.0,-0.0016765027032417112
asset_managers,2021-10-15,2021-11-05,15,4.625,13.0,0.09096793271759562
payments,2021-10-15,2021-10-21,4,7.4,21.0,0.01971955673821979
fintech,2021-10-18,2021-10-20,2,9.0,15.0,0.02484073364410677
business_apps,2021-10-19,2021-11-10,16,8.470588235294118,18.0,0.03147841360586967
china_internet,2021-10-20,2021-10-22,2,8.333333333333334,15.0,0.007150378434879867
regional_banks,2021-10-20,2021-10-25,3,10.25,14.0,0.026421550664565974
cloud,2021-10-21,2021-11-11,15,7.0625,13.0,0.04296817157643473
dev_tools,2021-10-22,2021-11-23,22,4.3478260869565215,19.0,-0.0019532057256500535
gold,2021-10-25,2021-10-26,1,8.0,13.0,0.00846856954435693
vertical_software,2021-10-26,2021-11-02,5,9.0,14.0,9.604281780539736e-06
ai_infrastructure,2021-10-27,2021-12-14,33,2.9411764705882355,13.0,0.08912488010629449
autos,2021-11-01,2021-12-09,27,5.285714285714286,14.0,0.11740828962949834
semis,2021-11-01,2021-12-17,33,3.5,15.0,0.13208284944758808
data_centers,2021-11-03,2022-01-04,42,5.348837209302325,15.0,0.09817234491841997
uranium,2021-11-08,2021-11-17,7,6.375,19.0,-0.015556428785171494
pharma,2021-11-10,2021-11-15,3,9.25,13.0,0.008139252131138308
nuclear,2021-11-12,2021-11-17,3,10.5,17.0,-0.07373930970947318
cloud,2021-11-17,2021-11-23,4,7.6,15.0,-0.06968154883841171
retail,2021-11-19,2021-12-08,12,6.923076923076923,18.0,-0.04933532314621625
consumer_staples,2021-11-22,2022-01-11,34,3.7714285714285714,15.0,0.0508683730492514
pharma,2021-12-03,2022-01-04,21,3.3636363636363638,17.0,0.06850592861594662
oil_exploration,2021-12-06,2021-12-09,3,9.0,15.0,0.03521578117379476
dev_tools,2021-12-08,2021-12-13,3,10.75,17.0,-0.011453892214633998
restaurants,2021-12-09,2022-01-07,20,6.142857142857143,15.0,-0.023529709041209768
consumer,2021-12-13,2021-12-21,6,8.714285714285714,14.0,-0.023010376344446137
medtech,2021-12-13,2021-12-27,9,7.8,13.0,0.01759449735537033
insurance,2021-12-14,2021-12-31,12,5.153846153846154,14.0,0.052216026101310264
biotech,2021-12-16,2021-12-27,6,6.0,17.0,-0.026014405150231457
cybersecurity,2021-12-21,2022-01-03,8,8.666666666666666,29.0,0.0052468228197997124
semis,2021-12-27,2021-12-30,3,7.0,16.0,0.007155668965393325
regional_banks,2021-12-28,2021-12-31,3,10.75,16.0,-0.00030449494277029476
consumer,2021-12-30,2022-01-04,3,5.75,14.0,-0.017558422641477334
gold,2021-12-30,2022-01-03,2,10.0,22.0,0.0003849610973389872
regional_banks,2022-01-03,2022-01-31,19,3.45,16.0,0.034661748937043546
semis,2022-01-03,2022-01-05,2,8.666666666666666,17.0,-0.013932608352446474
defense,2022-01-04,2022-01-31,18,5.2631578947368425,15.0,-0.059710495976324496
insurance,2022-01-04,2022-02-24,35,3.9166666666666665,18.0,0.042483428694721104
mega_banks,2022-01-04,2022-02-23,34,5.228571428571429,17.0,-0.01547778859919302
oil_exploration,2022-01-04,2022-03-18,51,3.576923076923077,24.0,0.38698336746162987
gold,2022-01-19,2022-02-02,10,7.0,19.0,0.012147370842882754
consumer_staples,2022-01-21,2022-02-01,7,8.25,21.0,-0.0016529330605593584
pharma,2022-01-28,2022-02-01,2,12.666666666666666,22.0,0.027701903739222544
payments,2022-01-31,2022-02-03,3,7.25,13.0,-0.029820183148738466
travel,2022-01-31,2022-02-28,19,4.35,18.0,0.040198849755205934
cybersecurity,2022-02-01,2022-02-17,12,5.769230769230769,13.0,-0.008090860484289863
pharma,2022-02-02,2022-02-04,2,10.333333333333334,21.0,-0.014231999990739652
regional_banks,2022-02-02,2022-02-09,5,6.666666666666667,17.0,0.03486915405406599
gold,2022-02-07,2022-02-10,3,9.75,14.0,0.03202166585156174
aerospace,2022-02-08,2022-03-18,27,6.285714285714286,21.0,0.06827511403343212
cloud,2022-02-09,2022-02-11,2,8.333333333333334,13.0,-0.010017540373787659
dev_tools,2022-02-10,2022-02-18,6,7.285714285714286,14.0,-0.08919272088805719
gold,2022-02-11,2022-03-22,26,2.7777777777777777,29.0,0.18247763228957092
ai_infrastructure,2022-02-15,2022-02-24,6,9.571428571428571,15.0,-0.02987237014582933
defense,2022-02-17,2022-03-15,17,5.444444444444445,14.0,0.0019868500871154104
consumer,2022-02-18,2022-03-01,6,8.714285714285714,13.0,-0.010561290193882966
cybersecurity,2022-02-24,2022-03-11,11,6.333333333333333,13.0,0.042685370427494984
uranium,2022-02-25,2022-03-24,19,4.5,18.0,0.26544705433757154
nuclear,2022-03-03,2022-03-23,14,5.4,18.0,0.05075773466462863
pharma,2022-03-14,2022-04-04,15,5.4375,15.0,0.07607658457890687
insurance,2022-03-15,2022-04-04,14,3.7333333333333334,17.0,0.06856284844006866
biotech,2022-03-16,2022-04-20,24,6.12,14.0,0.06907230139185239
retail,2022-03-16,2022-03-21,3,9.0,16.0,0.12186601383922202
cybersecurity,2022-03-22,2022-03-29,5,8.166666666666666,19.0,0.06252588026063033
vertical_software,2022-03-22,2022-03-23,1,10.5,16.0,-0.0018333614017437272
cloud,2022-03-23,2022-04-12,14,7.6,15.0,-0.04546706564629022
retail,2022-03-23,2022-03-29,4,7.6,14.0,-0.00045187241088673336
robotics,2022-03-23,2022-04-08,12,6.384615384615385,18.0,-0.03432463556887433
semis,2022-03-25,2022-03-30,3,8.5,23.0,-0.00945924613014315
ai_infrastructure,2022-03-29,2022-03-30,1,12.5,20.0,-0.007195104643703765
data_centers,2022-03-29,2022-04-04,4,9.6,16.0,-0.003955344675909189
medtech,2022-03-30,2022-04-18,12,5.230769230769231,16.0,-0.03656093739353006
oil_exploration,2022-03-30,2022-03-31,1,14.0,23.0,-0.009745094609273308
ai_apps,2022-04-04,2022-04-05,1,10.0,15.0,0.0084442932443749
consumer_internet,2022-04-04,2022-04-06,2,9.666666666666666,17.0,-0.020521753598001347
cybersecurity,2022-04-04,2022-04-18,9,8.6,13.0,-0.03034770483684346
consumer_staples,2022-04-05,2022-05-18,30,4.258064516129032,22.0,-0.10957034540597033
pharma,2022-04-05,2022-06-02,40,4.121951219512195,17.0,0.01034802583925476
insurance,2022-04-06,2022-04-25,12,8.76923076923077,22.0,-0.03105049353575562
retail,2022-04-08,2022-05-06,19,7.0,16.0,-0.07852365064401412
gold,2022-04-12,2022-04-27,10,6.7272727272727275,19.0,-0.08855994839741943
nuclear,2022-04-12,2022-04-22,7,5.0,14.0,-0.06612481245179902
uranium,2022-04-13,2022-04-19,3,7.25,13.0,-0.008789840925225723
oil_exploration,2022-04-18,2022-04-25,5,9.0,25.0,-0.0880657728280233
restaurants,2022-04-19,2022-05-03,10,5.181818181818182,17.0,-0.05043482913840436
consumer,2022-04-21,2022-05-03,8,6.444444444444445,19.0,-0.07795688372751997
data_centers,2022-04-25,2022-05-20,19,5.4,14.0,-0.07657775718877113
travel,2022-04-25,2022-05-03,6,5.857142857142857,22.0,-0.04530298798452925
insurance,2022-05-03,2022-06-02,21,5.0,19.0,0.036269902383986974
oil_exploration,2022-05-03,2022-06-17,32,2.090909090909091,25.0,-0.00516456198783255
autos,2022-05-04,2022-05-11,5,8.0,15.0,-0.1476564378579861
semis,2022-05-04,2022-05-24,14,5.066666666666666,16.0,-0.05847685477375508
ai_infrastructure,2022-05-05,2022-05-19,10,7.636363636363637,13.0,-0.1216822641721842
biotech,2022-05-17,2022-05-26,7,5.625,15.0,0.020962636737634543
china_internet,2022-05-18,2022-07-08,34,3.1714285714285713,14.0,0.28072837764568037
vertical_software,2022-05-20,2022-05-24,2,11.666666666666666,21.0,-0.023212780555806778
fintech,2022-05-23,2022-06-01,6,9.428571428571429,20.0,0.02964729626291107
gold,2022-05-24,2022-05-26,2,11.0,19.0,0.028808095126062527
asset_managers,2022-05-26,2022-06-07,7,5.875,14.0,0.05886702432121149
uranium,2022-05-26,2022-06-01,3,11.25,27.0,0.0031447246714753074
autos,2022-05-31,2022-06-03,3,8.25,18.0,-0.025022363593328323
regional_banks,2022-05-31,2022-06-02,2,8.666666666666666,14.0,0.001363690367694348
consumer,2022-06-02,2022-06-08,4,6.4,13.0,0.027554849096047995
uranium,2022-06-02,2022-06-06,2,8.666666666666666,14.0,0.07026813040866497
restaurants,2022-06-03,2022-06-08,3,10.75,20.0,-0.003578845758060667
insurance,2022-06-06,2022-06-07,1,10.5,17.0,0.0218946663154298
regional_banks,2022-06-06,2022-06-07,1,13.0,23.0,0.012981592579536239
consumer_internet,2022-06-07,2022-06-23,11,7.916666666666667,16.0,-0.07336226579675542
defense,2022-06-07,2022-06-08,1,9.0,14.0,0.00023579285771258007
uranium,2022-06-07,2022-06-14,5,7.333333333333333,19.0,-0.12998921178510725
ai_apps,2022-06-08,2022-06-13,3,10.5,23.0,-0.15378849213131807
workflow_software,2022-06-09,2022-06-13,2,9.0,15.0,-0.16999654064363434
nuclear,2022-06-10,2022-06-17,5,8.833333333333334,15.0,-0.12415522912009458
retail,2022-06-10,2022-06-27,10,6.090909090909091,14.0,0.01840655781221967
restaurants,2022-06-13,2022-07-25,28,5.9655172413793105,17.0,0.037831941025581184
robotics,2022-06-14,2022-06-23,6,8.285714285714286,21.0,0.04533396109541954
workflow_software,2022-06-14,2022-06-30,11,6.333333333333333,16.0,0.03386015004000864
gold,2022-06-16,2022-06-22,3,11.5,20.0,0.006829531409458189
biotech,2022-06-17,2022-07-20,21,2.5,17.0,0.19741558780241042
consumer,2022-06-17,2022-06-21,1,10.0,16.0,0.024101128846093278
ai_apps,2022-06-22,2022-06-30,6,8.857142857142858,15.0,-0.016261328898726335
consumer,2022-06-22,2022-06-24,2,8.333333333333334,13.0,0.052317297200209056
dev_tools,2022-06-23,2022-07-12,12,6.384615384615385,13.0,0.06429828598008669
vertical_software,2022-06-24,2022-07-14,13,6.285714285714286,18.0,-0.023520722907577674
pharma,2022-06-27,2022-07-07,7,4.25,13.0,-0.0012746598037428614
consumer,2022-07-05,2022-07-26,15,5.25,16.0,0.014091017996839872
cybersecurity,2022-07-06,2022-07-19,9,7.4,15.0,-0.013234102818318827
defense,2022-07-08,2022-07-13,3,8.25,14.0,-0.028828776261365485
consumer_staples,2022-07-11,2022-07-18,5,7.166666666666667,14.0,-0.006637503934173283
pharma,2022-07-11,2022-07-18,5,9.0,22.0,-0.02110230452211659
dev_tools,2022-07-13,2022-07-15,2,8.666666666666666,13.0,-0.013050879269807414
autos,2022-07-14,2022-08-05,16,4.235294117647059,16.0,0.16138985312737297
semis,2022-07-15,2022-08-03,13,4.571428571428571,13.0,0.18178879475372756
uranium,2022-07-19,2022-07-22,3,10.5,23.0,-0.032865574915700524
payments,2022-07-20,2022-08-02,9,8.1,14.0,0.05336346537695236
ai_infrastructure,2022-07-21,2022-08-16,18,5.473684210526316,13.0,0.15439542747939505
mega_banks,2022-07-25,2022-07-28,3,7.75,13.0,0.004731348836405802
nuclear,2022-07-26,2022-08-11,12,3.923076923076923,13.0,0.19654006343250408
uranium,2022-07-27,2022-08-12,12,4.076923076923077,16.0,0.2197393699439465
vertical_software,2022-07-27,2022-08-03,5,7.166666666666667,16.0,0.08089976870650961
asset_managers,2022-07-28,2022-08-02,3,9.0,16.0,0.028965929644287014
data_centers,2022-07-28,2022-08-11,10,8.0,14.0,0.09939958208458588
travel,2022-08-03,2022-08-30,19,6.0,16.0,-0.0059093204036279046
fintech,2022-08-04,2022-08-17,9,5.4,14.0,0.009173486145196641
dev_tools,2022-08-08,2022-08-19,9,5.3,19.0,-0.030627477601040676
workflow_software,2022-08-08,2022-08-17,7,6.25,19.0,-0.014973697731127888
business_apps,2022-08-10,2022-08-17,5,9.0,13.0,0.02930411241537101
payments,2022-08-10,2022-08-18,6,5.142857142857143,13.0,0.04033048413461593
asset_managers,2022-08-16,2022-08-26,8,5.777777777777778,17.0,-0.0797721841280088
aerospace,2022-08-17,2022-09-01,11,6.166666666666667,14.0,-0.08457095069560616
insurance,2022-08-17,2022-08-31,10,4.7272727272727275,15.0,-0.054858659293031686
data_centers,2022-08-18,2022-09-01,10,6.909090909090909,17.0,-0.07946178340888765
oil_exploration,2022-08-18,2022-09-07,13,3.142857142857143,16.0,0.03812812397137222
defense,2022-08-19,2022-08-29,6,9.428571428571429,17.0,-0.0633733097189263
nuclear,2022-08-24,2022-09-22,20,4.238095238095238,19.0,0.01981369671617461
uranium,2022-08-24,2022-09-15,15,4.125,16.0,0.14185404907761767
china_internet,2022-08-26,2022-09-09,9,6.3,23.0,-0.0710743551310804
retail,2022-08-31,2022-09-14,9,7.7,19.0,0.005189282078484014
consumer,2022-09-07,2022-10-03,18,4.157894736842105,13.0,-0.03246603309980889
restaurants,2022-09-07,2022-10-03,18,5.894736842105263,15.0,-0.038477540516515196
insurance,2022-09-08,2022-10-06,20,5.523809523809524,17.0,-0.01910955180108842
travel,2022-09-09,2022-10-04,17,5.777777777777778,13.0,-0.03746195931751739
asset_managers,2022-09-12,2022-09-13,1,9.0,13.0,-0.04339682904873976
biotech,2022-09-15,2022-10-19,24,3.48,15.0,-0.0313892635624512
autos,2022-09-16,2022-09-30,10,8.545454545454545,16.0,-0.12946238138300115
oil_exploration,2022-09-16,2022-09-19,1,9.5,14.0,-0.021023530919944022
defense,2022-09-22,2022-10-05,9,9.5,25.0,-0.016159220138220243
gold,2022-09-22,2022-10-14,16,4.705882352941177,16.0,-0.012651692482210875
pharma,2022-09-22,2022-10-25,23,5.291666666666667,24.0,0.08536214378894691
retail,2022-09-26,2022-10-04,6,11.857142857142858,30.0,0.03229128588956587
vertical_software,2022-10-03,2022-10-26,17,7.388888888888889,13.0,0.09096058024938225
oil_exploration,2022-10-04,2022-11-09,26,3.888888888888889,16.0,0.12829491757354639
ai_apps,2022-10-06,2022-10-11,3,9.0,16.0,-0.08159253075361894
defense,2022-10-07,2022-11-16,28,4.379310344827586,13.0,0.12030343785633901
insurance,2022-10-10,2022-10-25,11,4.0,15.0,0.06356184547158295
restaurants,2022-10-12,2022-10-25,9,5.0,14.0,0.05549912064446905
consumer,2022-10-13,2022-10-24,7,5.0,16.0,0.021405977733442993
mega_banks,2022-10-24,2022-11-17,18,6.473684210526316,14.0,0.09419743712000095
data_centers,2022-10-25,2022-10-31,4,9.6,13.0,0.0358357480190612
robotics,2022-10-25,2022-11-01,5,5.0,13.0,0.05424463989595352
uranium,2022-10-26,2022-10-27,1,11.0,17.0,-0.006112157397455964
aerospace,2022-10-27,2022-11-14,12,3.5384615384615383,14.0,0.07114017573204223
asset_managers,2022-10-28,2022-11-21,16,4.9411764705882355,13.0,0.08117153367648777
insurance,2022-10-31,2022-11-11,9,6.6,23.0,0.01096212608831304
pharma,2022-11-01,2022-11-11,8,7.777777777777778,25.0,0.011966853808614841
restaurants,2022-11-03,2022-11-10,5,9.0,19.0,0.055778410147348634
semis,2022-11-10,2022-11-28,11,2.9166666666666665,13.0,0.10573990911129694
ai_infrastructure,2022-11-11,2022-11-29,11,4.583333333333333,13.0,0.005637915096346147
vertical_software,2022-11-11,2022-11-18,5,6.833333333333333,16.0,-0.01504936815682667
china_internet,2022-11-14,2023-01-18,43,3.590909090909091,15.0,0.4645152276105673
retail,2022-11-17,2022-11-22,3,8.5,17.0,-0.011643897509527323
consumer_staples,2022-11-18,2022-12-01,8,7.555555555555555,15.0,0.00945207792521674
pharma,2022-11-18,2022-12-30,28,4.482758620689655,13.0,0.03391492846909383
consumer,2022-11-21,2022-12-13,15,6.4375,15.0,0.0165763467634652
data_centers,2022-11-22,2022-12-02,7,8.0,21.0,0.022085689709000045
robotics,2022-11-23,2022-11-29,3,9.25,15.0,0.0010260433922626433
insurance,2022-11-25,2022-12-13,12,6.230769230769231,17.0,-0.005983942982477508
mega_banks,2022-11-29,2022-12-01,2,7.333333333333333,13.0,0.01562491951181011
medtech,2022-12-01,2023-01-06,24,4.2,14.0,0.020661838854417747
robotics,2022-12-01,2022-12-22,15,6.25,17.0,-0.050534337760514636
gold,2022-12-02,2023-01-23,33,3.6470588235294117,13.0,0.08371051608772428
restaurants,2022-12-08,2022-12-16,6,8.571428571428571,14.0,-0.018032812786516805
consumer_internet,2022-12-09,2022-12-14,3,10.0,16.0,0.0240362799190752
dev_tools,2022-12-13,2022-12-23,8,6.333333333333333,16.0,-0.055588961203853926
workflow_software,2022-12-19,2022-12-23,4,8.4,21.0,-0.052069994139228526
business_apps,2022-12-20,2022-12-23,3,8.0,13.0,-0.013377322682995518
insurance,2022-12-22,2023-01-09,10,5.363636363636363,18.0,0.011796226362315476
defense,2022-12-23,2023-01-11,11,6.333333333333333,14.0,0.04957508173990455
uranium,2022-12-27,2023-01-17,13,8.357142857142858,17.0,0.09507038614457564
aerospace,2022-12-28,2023-01-19,14,8.533333333333333,19.0,0.044985890967873754
regional_banks,2023-01-03,2023-01-17,9,6.7,13.0,0.06192133638144792
consumer_internet,2023-01-04,2023-02-09,25,4.038461538461538,13.0,0.22357151138238307
travel,2023-01-06,2023-02-02,18,5.7894736842105265,14.0,0.1991989939711678
payments,2023-01-10,2023-02-08,20,6.0,17.0,0.1567493585110622
ai_apps,2023-01-11,2023-03-20,46,5.170212765957447,13.0,0.3607654913255023
fintech,2023-01-11,2023-01-26,10,5.363636363636363,16.0,0.10473351541725084
mega_banks,2023-01-13,2023-01-20,4,8.2,14.0,-0.0026226644439939495
oil_exploration,2023-01-19,2023-01-23,2,11.0,19.0,0.034007272944036826
workflow_software,2023-01-20,2023-02-10,15,5.1875,17.0,0.11914847919202431
gold,2023-01-25,2023-01-26,1,11.0,17.0,0.0010792675663993112
business_apps,2023-01-26,2023-02-16,15,5.375,16.0,0.11988570355764239
uranium,2023-01-27,2023-02-06,6,5.285714285714286,19.0,-0.013529960859958279
regional_banks,2023-01-31,2023-02-02,2,11.0,19.0,0.042536410361291965
cloud,2023-02-02,2023-02-09,5,8.333333333333334,15.0,-0.0069867771161893355
autos,2023-02-03,2023-02-23,13,6.0,14.0,-0.07070679687383397
travel,2023-02-06,2023-02-10,4,6.0,15.0,-0.025227254732691495
dev_tools,2023-02-07,2023-02-10,3,7.75,18.0,0.0010208171128782695
data_centers,2023-02-10,2023-03-02,13,7.571428571428571,19.0,-0.031098766265630018
mega_banks,2023-02-10,2023-02-21,6,9.0,14.0,-0.017992192473092916
uranium,2023-02-10,2023-02-13,1,14.0,25.0,-0.0037205456201743203
ai_infrastructure,2023-02-13,2023-02-22,6,8.428571428571429,14.0,-0.024612158377895765
dev_tools,2023-02-13,2023-02-16,3,5.25,13.0,0.027634998115541265
travel,2023-02-14,2023-02-23,6,8.142857142857142,18.0,-0.007224302860916021
defense,2023-02-15,2023-03-15,19,5.0,17.0,-0.050589962330089056
aerospace,2023-02-16,2023-03-13,16,5.176470588235294,15.0,0.09070438727478303
vertical_software,2023-02-17,2023-02-27,5,5.833333333333333,13.0,-0.05890996768288759
consumer,2023-02-21,2023-02-23,2,10.0,21.0,-0.03848326924347112
restaurants,2023-02-21,2023-02-23,2,10.666666666666666,22.0,-0.03469924050347628
cybersecurity,2023-02-22,2023-03-13,13,6.214285714285714,17.0,-0.02909765378105178
ai_infrastructure,2023-02-23,2023-03-13,12,5.6923076923076925,14.0,-0.007342511588136369
workflow_software,2023-02-27,2023-03-30,23,5.5,15.0,0.06294168747595386
mega_banks,2023-03-01,2023-03-02,1,8.5,13.0,-0.005242442330316677
semis,2023-03-02,2023-03-03,1,9.0,13.0,0.01586798208659812
business_apps,2023-03-03,2023-03-10,5,4.666666666666667,13.0,-0.044740155421662764
oil_exploration,2023-03-03,2023-03-09,4,10.2,21.0,-0.036197913614015254
data_centers,2023-03-08,2023-03-10,2,9.0,15.0,-0.03149793982468352
semis,2023-03-08,2023-03-28,14,5.266666666666667,14.0,0.031723493011334813
consumer_staples,2023-03-10,2023-03-23,9,6.8,13.0,0.009330059617509434
gold,2023-03-10,2023-03-31,15,1.9375,15.0,0.1690125992403504
restaurants,2023-03-10,2023-05-10,42,3.5813953488372094,18.0,0.09714761276925521
business_apps,2023-03-13,2023-04-11,20,5.238095238095238,17.0,0.11299750426525357
consumer,2023-03-14,2023-03-24,8,8.222222222222221,13.0,0.024197057206408523
ai_infrastructure,2023-03-20,2023-04-04,11,6.75,20.0,0.0351337957472313
ai_apps,2023-03-21,2023-04-17,18,6.894736842105263,18.0,0.09938181452161166
medtech,2023-03-22,2023-05-09,33,6.147058823529412,19.0,0.0682402315991657
consumer,2023-03-28,2023-05-10,30,5.161290322580645,21.0,0.05658545733511944
consumer_staples,2023-03-28,2023-04-13,11,7.166666666666667,14.0,0.03129937941936989
dev_tools,2023-03-31,2023-04-05,3,10.25,16.0,-0.005820649846603576
gold,2023-04-03,2023-04-19,11,3.5,15.0,0.025114157749875687
pharma,2023-04-05,2023-04-20,10,5.454545454545454,13.0,0.019108258004455037
insurance,2023-04-11,2023-04-14,3,9.5,15.0,-0.02070861244731803
oil_exploration,2023-04-11,2023-04-18,5,6.166666666666667,20.0,0.005163508921000259
defense,2023-04-17,2023-04-26,7,8.5,18.0,-0.03775497484822754
asset_managers,2023-04-18,2023-04-25,5,7.333333333333333,13.0,-0.02478001378545558
mega_banks,2023-04-18,2023-05-02,10,5.818181818181818,13.0,-0.04430366883710346
aerospace,2023-04-19,2023-05-03,10,10.545454545454545,14.0,-0.04685797356264676
insurance,2023-04-19,2023-04-26,5,8.333333333333334,13.0,-0.01583762130527655
consumer_staples,2023-04-21,2023-05-16,17,5.277777777777778,14.0,0.022283276642494076
pharma,2023-04-25,2023-05-05,8,8.333333333333334,17.0,-0.02370290862484359
retail,2023-04-27,2023-05-05,6,8.571428571428571,13.0,0.01076267525471164
insurance,2023-04-28,2023-05-03,3,9.75,17.0,-0.026476809109666655
travel,2023-05-01,2023-05-12,9,5.3,17.0,-0.016011519600502178
biotech,2023-05-04,2023-05-17,9,6.5,20.0,0.038725472092393076
uranium,2023-05-05,2023-05-18,9,6.9,18.0,0.056423132577711144
data_centers,2023-05-08,2023-07-12,44,5.2,14.0,0.29549923725735705
dev_tools,2023-05-08,2023-06-16,28,3.0,15.0,0.2700154977382556
nuclear,2023-05-09,2023-05-16,5,9.333333333333334,15.0,0.0042544640742054884
cloud,2023-05-10,2023-06-16,26,6.296296296296297,20.0,0.226977324382442
ai_apps,2023-05-16,2023-06-29,30,6.32258064516129,13.0,0.24350193268023124
ai_infrastructure,2023-05-16,2023-06-16,22,3.782608695652174,13.0,0.2773518041222669
workflow_software,2023-05-16,2023-06-13,19,5.95,19.0,0.13432451117580935
vertical_software,2023-05-18,2023-06-26,25,6.076923076923077,22.0,0.1314789164040422
business_apps,2023-05-22,2023-06-28,25,5.423076923076923,18.0,0.12337792879589093
semis,2023-05-23,2023-06-15,16,6.882352941176471,15.0,0.17639291928054468
cybersecurity,2023-05-24,2023-06-07,9,8.4,14.0,0.050846138070418156
robotics,2023-06-08,2023-06-28,13,5.928571428571429,15.0,0.01369388538890437
medtech,2023-06-16,2023-07-03,10,5.7272727272727275,20.0,-0.0039591327482679795
autos,2023-06-20,2023-06-22,2,12.0,20.0,-0.03480051123547501
aerospace,2023-06-21,2023-06-26,3,8.5,13.0,-0.025223804318797005
defense,2023-06-21,2023-06-22,1,10.5,19.0,-0.003293424755181129
consumer_internet,2023-06-23,2023-06-29,4,6.8,18.0,0.0006152563323313931
fintech,2023-06-26,2023-08-07,29,5.166666666666667,20.0,0.16126391862142642
dev_tools,2023-06-28,2023-06-29,1,11.5,19.0,0.009612793905617867
travel,2023-06-28,2023-07-06,5,9.5,18.0,-0.004047667473348948
aerospace,2023-06-29,2023-07-05,3,9.75,16.0,0.014985510453020767
autos,2023-06-29,2023-07-19,13,2.857142857142857,13.0,0.12684030295681326
defense,2023-06-29,2023-07-06,4,6.8,16.0,0.001497291763453923
insurance,2023-06-29,2023-07-03,2,8.666666666666666,14.0,0.026678876020959752
restaurants,2023-06-29,2023-07-11,7,9.0,13.0,0.019589602840891507
consumer,2023-06-30,2023-07-05,2,9.333333333333334,14.0,-0.00030835691175312707
asset_managers,2023-07-03,2023-07-06,2,10.0,13.0,-0.021266124249928464
robotics,2023-07-03,2023-07-21,13,6.428571428571429,15.0,0.04024436828533062
ai_apps,2023-07-05,2023-07-19,10,6.818181818181818,18.0,0.06092380966861355
consumer_staples,2023-07-05,2023-07-07,2,9.0,17.0,-0.019632447979023415
travel,2023-07-07,2023-08-22,32,6.242424242424242,14.0,0.05980785634637731
payments,2023-07-11,2023-07-25,10,7.818181818181818,19.0,0.056751858577202885
asset_managers,2023-07-12,2023-08-01,14,4.4,20.0,0.08232240919778455
oil_exploration,2023-07-12,2023-07-17,3,7.75,16.0,-0.015352814487566202
gold,2023-07-13,2023-07-26,9,8.0,13.0,0.012540473707294053
consumer_internet,2023-07-14,2023-07-18,2,8.0,14.0,-0.009667673097626839
regional_banks,2023-07-18,2023-08-09,16,4.705882352941177,14.0,0.03235868305000755
mega_banks,2023-07-19,2023-08-01,9,5.2,17.0,0.009710844211737513
oil_exploration,2023-07-20,2023-08-23,24,2.68,16.0,0.05308782055056471
china_internet,2023-07-28,2023-08-08,7,4.75,13.0,0.0037031632972917006
retail,2023-07-28,2023-08-18,15,7.1875,13.0,-0.0346519389455866
data_centers,2023-08-02,2023-09-15,31,4.84375,15.0,0.032821222712527076
ai_infrastructure,2023-08-03,2023-08-11,6,7.285714285714286,18.0,-0.04471895517021829
uranium,2023-08-04,2023-10-09,45,2.1739130434782608,13.0,0.3091346083529152
pharma,2023-08-08,2023-08-30,16,5.705882352941177,22.0,0.0367360319518546
nuclear,2023-08-09,2023-10-04,39,3.475,14.0,0.07083315231963638
cybersecurity,2023-08-22,2023-08-28,4,8.6,17.0,-0.006266285114448933
ai_infrastructure,2023-08-23,2023-09-12,13,8.357142857142858,18.0,0.027836320528528358
vertical_software,2023-08-25,2023-09-12,11,9.5,21.0,0.021300496827847404
gold,2023-08-29,2023-08-30,1,9.5,14.0,0.017546850276346504
business_apps,2023-08-31,2023-09-12,7,6.25,13.0,-0.022500387031513802
workflow_software,2023-08-31,2023-09-18,11,4.5,14.0,0.00019901675838407407
