theme,start,end,days,avg_rank,max_rank,total_return
autos,2019-11-06,2019-11-12,4,9.0,17.0,0.008913103822719703
aerospace,2019-11-12,2019-11-19,5,8.666666666666666,16.0,0.023179155543924024
vertical_software,2019-11-12,2019-12-12,21,6.409090909090909,22.0,0.03901475256326581
dev_tools,2019-11-13,2019-12-04,14,6.2,19.0,0.036694733652069544
cybersecurity,2019-11-14,2019-12-05,14,3.7333333333333334,13.0,0.018606139541277544
defense,2019-11-14,2019-11-22,6,6.571428571428571,13.0,0.010887633203506164
ai_infrastructure,2019-11-15,2019-11-21,4,10.4,17.0,-0.004768023391171994
fintech,2019-11-18,2019-12-06,13,6.428571428571429,13.0,0.01076371359173911
payments,2019-11-19,2019-12-10,14,7.733333333333333,14.0,0.008129008199232235
workflow_software,2019-11-20,2019-12-02,7,6.375,13.0,-0.0022213919456117726
asset_managers,2019-11-25,2019-12-20,18,5.684210526315789,21.0,0.03368833177999364
pharma,2019-11-25,2019-12-27,22,5.565217391304348,16.0,0.06560288697621042
cloud,2019-11-26,2019-12-05,6,10.285714285714286,21.0,-0.03968344457658379
workflow_software,2019-12-03,2019-12-04,1,9.0,14.0,-0.0067382738635597406
medtech,2019-12-04,2019-12-10,4,8.6,15.0,-0.006921654929976873
travel,2019-12-06,2019-12-31,16,7.823529411764706,14.0,0.043704306176076235
regional_banks,2019-12-10,2019-12-20,8,5.555555555555555,19.0,0.020944800999967317
restaurants,2019-12-10,2019-12-12,2,9.666666666666666,18.0,0.007808397918349197
consumer,2019-12-11,2019-12-12,1,10.0,16.0,0.008013500371456539
gold,2019-12-11,2019-12-13,2,9.333333333333334,14.0,0.025755965923688562
mega_banks,2019-12-12,2020-01-03,14,8.333333333333334,17.0,0.0362787441338992
oil_exploration,2019-12-12,2020-01-17,24,3.2,15.0,0.15887275944246193
autos,2019-12-13,2020-01-03,13,4.5,14.0,0.043841639826196266
robotics,2019-12-13,2020-01-07,15,5.3125,13.0,0.03204710837999425
semis,2019-12-13,2020-01-06,14,4.666666666666667,21.0,0.02172911984125081
ai_infrastructure,2019-12-19,2020-01-06,10,6.2727272727272725,17.0,0.01840312520954579
ai_apps,2019-12-27,2020-02-21,37,3.3684210526315788,15.0,0.19735558202822867
retail,2019-12-30,2020-01-02,2,9.333333333333334,13.0,0.009654590329472468
consumer_internet,2020-01-02,2020-01-16,10,6.7272727272727275,13.0,0.09986195032561418
china_internet,2020-01-03,2020-01-22,12,6.153846153846154,18.0,0.023287507117066175
business_apps,2020-01-06,2020-02-24,33,6.0,13.0,0.0773190543208262
gold,2020-01-07,2020-01-08,1,14.0,23.0,-0.02235718395041475
workflow_software,2020-01-08,2020-01-23,10,5.636363636363637,14.0,0.04782103806153115
dev_tools,2020-01-09,2020-01-21,7,8.25,16.0,0.03176520555348894
cloud,2020-01-10,2020-01-24,9,9.5,17.0,0.02869861394712303
cybersecurity,2020-01-13,2020-01-28,10,4.545454545454546,14.0,0.02367307815980224
fintech,2020-01-16,2020-02-13,19,5.5,13.0,0.07379051677748238
asset_managers,2020-01-17,2020-01-27,5,5.833333333333333,14.0,-0.02986131691013727
payments,2020-01-17,2020-02-11,16,4.882352941176471,14.0,0.03773890698249205
dev_tools,2020-01-24,2020-02-24,20,6.238095238095238,15.0,0.03198364581688651
defense,2020-01-27,2020-02-03,5,8.666666666666666,19.0,-0.01620962134067294
cloud,2020-01-31,2020-04-06,45,3.5434782608695654,17.0,0.014795342024402247
workflow_software,2020-01-31,2020-04-02,43,3.340909090909091,26.0,-0.11893809022780732
insurance,2020-02-05,2020-02-13,6,8.285714285714286,18.0,0.038242248043010685
cybersecurity,2020-02-07,2020-03-05,18,7.368421052631579,13.0,-0.05812336409722829
vertical_software,2020-02-13,2020-02-21,5,6.333333333333333,13.0,2.9658017794309544e-05
consumer,2020-02-21,2020-03-02,6,8.285714285714286,15.0,-0.11763491028819151
gold,2020-02-21,2020-03-30,26,3.8518518518518516,13.0,-0.09096104244363235
restaurants,2020-02-21,2020-02-27,4,8.6,15.0,-0.12089784416783322
retail,2020-02-24,2020-03-31,26,4.555555555555555,14.0,-0.07261875936506235
biotech,2020-02-26,2020-03-27,22,4.695652173913044,13.0,-0.04399473637546614
consumer_staples,2020-02-26,2020-02-28,2,8.666666666666666,14.0,-0.07015437682034686
business_apps,2020-02-28,2020-03-11,8,9.88888888888889,15.0,-0.109169911082453
consumer_staples,2020-03-04,2020-03-24,14,5.2,15.0,-0.09915261764378991
china_internet,2020-03-05,2020-03-26,15,7.75,17.0,-0.1114743543136022
pharma,2020-03-13,2020-03-20,5,7.333333333333333,14.0,-0.03602867212436722
cybersecurity,2020-03-20,2020-04-21,21,5.2272727272727275,13.0,0.2550904607043951
ai_infrastructure,2020-03-25,2020-04-09,11,6.916666666666667,23.0,0.09026499992442827
semis,2020-03-26,2020-03-31,3,7.75,13.0,0.015017724585358216
data_centers,2020-03-31,2020-04-13,8,9.666666666666666,20.0,0.03876186072191645
consumer_internet,2020-04-01,2020-04-03,2,11.0,17.0,-0.05215388950857125
nuclear,2020-04-01,2020-05-07,25,3.269230769230769,15.0,0.528251388436155
uranium,2020-04-01,2020-05-14,30,3.2580645161290325,14.0,0.570339451054761
gold,2020-04-02,2020-04-08,4,6.0,14.0,0.07698626077209014
oil_exploration,2020-04-03,2020-04-14,6,9.142857142857142,18.0,0.15294405510343068
medtech,2020-04-06,2020-04-29,16,6.235294117647059,14.0,0.22467906355733436
china_internet,2020-04-07,2020-04-08,1,12.5,21.0,0.0014919858467641323
retail,2020-04-07,2020-04-08,1,9.0,13.0,0.008257633212528148
robotics,2020-04-07,2020-04-13,3,9.75,17.0,0.03447867564113771
gold,2020-04-09,2020-05-21,29,3.6333333333333333,13.0,0.3531851387051179
mega_banks,2020-04-09,2020-04-13,1,15.0,25.0,0.021894991893494087
biotech,2020-04-13,2020-04-15,2,8.666666666666666,15.0,0.03340106697961809
retail,2020-04-13,2020-04-16,3,9.5,14.0,0.0820920007402488
ai_apps,2020-04-14,2020-04-21,5,10.166666666666666,19.0,-0.004668798784296824
ai_infrastructure,2020-04-16,2020-04-21,3,11.25,20.0,-0.025325266374945143
consumer,2020-04-17,2020-04-24,5,8.5,15.0,0.08641551784624557
biotech,2020-04-20,2020-04-30,8,6.555555555555555,23.0,-0.029882348401914727
dev_tools,2020-04-20,2020-06-04,32,3.0303030303030303,17.0,0.3343975549840221
robotics,2020-04-28,2020-05-08,8,7.777777777777778,13.0,0.03451545495279107
regional_banks,2020-04-29,2020-05-05,4,10.6,27.0,-0.0725298426033113
workflow_software,2020-05-01,2020-05-26,16,5.235294117647059,16.0,0.13829567352632455
business_apps,2020-05-06,2020-06-03,19,6.6,17.0,0.14313601020640654
ai_apps,2020-05-07,2020-05-15,6,7.714285714285714,13.0,0.03288285841599725
cybersecurity,2020-05-07,2020-05-21,10,6.0,16.0,0.08947308141634225
biotech,2020-05-12,2020-05-18,4,6.8,13.0,0.029110829877453392
cloud,2020-05-12,2020-05-19,5,9.166666666666666,14.0,0.010181808926061686
china_internet,2020-05-14,2020-05-28,9,5.7,22.0,0.056679242436143085
consumer_internet,2020-05-18,2020-05-27,6,6.0,13.0,0.05855699837438877
fintech,2020-05-18,2020-05-27,6,9.142857142857142,15.0,0.053368776933779394
travel,2020-05-20,2020-05-28,5,9.833333333333334,21.0,0.02995298413291314
ai_infrastructure,2020-05-21,2020-05-26,2,11.0,17.0,-0.006986826511608757
consumer,2020-05-21,2020-05-22,1,8.5,13.0,-0.00444902528470692
cloud,2020-05-22,2020-05-26,1,8.5,13.0,0.002492031983094556
cybersecurity,2020-05-22,2020-05-26,1,13.0,21.0,-0.0025192540409526565
vertical_software,2020-05-26,2020-06-04,7,5.625,13.0,0.08086014947948961
asset_managers,2020-05-27,2020-05-29,2,8.666666666666666,17.0,0.009023653373920526
data_centers,2020-05-27,2020-06-04,6,8.428571428571429,16.0,0.053607589586828874
payments,2020-05-27,2020-05-29,2,9.0,15.0,0.01704495424250907
insurance,2020-05-28,2020-06-02,3,10.5,15.0,0.011126900722543853
workflow_software,2020-05-29,2020-06-04,4,5.6,21.0,0.04443074789081303
cybersecurity,2020-06-01,2020-06-03,2,10.0,20.0,0.007072288040343988
cloud,2020-06-02,2020-06-03,1,9.0,14.0,0.0025388566227058096
asset_managers,2020-06-03,2020-06-11,6,4.285714285714286,14.0,-0.034666867735848705
autos,2020-06-03,2020-06-19,12,5.461538461538462,15.0,0.05821850763652803
fintech,2020-06-03,2020-06-04,1,12.0,20.0,0.0019206806864973114
defense,2020-06-04,2020-06-11,5,8.5,15.0,-0.0608865749835068
insurance,2020-06-04,2020-06-18,10,6.909090909090909,16.0,0.009704942954638751
regional_banks,2020-06-04,2020-06-10,4,6.6,16.0,0.0305708703541141
semis,2020-06-04,2020-06-08,2,9.0,16.0,0.0371652893704435
mega_banks,2020-06-05,2020-06-10,3,8.25,17.0,-0.004214671602320363
oil_exploration,2020-06-05,2020-06-17,8,3.5555555555555554,13.0,0.03263879909471035
ai_apps,2020-06-10,2020-07-21,28,3.8620689655172415,16.0,0.1345911507454376
china_internet,2020-06-10,2020-06-16,4,7.2,13.0,0.04688780726289954
fintech,2020-06-10,2020-06-12,2,10.666666666666666,17.0,-0.04040621088734775
workflow_software,2020-06-11,2020-06-15,2,9.666666666666666,14.0,0.0065761763705636245
mega_banks,2020-06-12,2020-06-17,3,7.0,17.0,0.05364870623794071
regional_banks,2020-06-12,2020-06-18,4,6.4,18.0,0.06951206413431543
asset_managers,2020-06-15,2020-06-22,5,8.5,13.0,0.029965760122160123
ai_infrastructure,2020-06-17,2020-06-26,7,9.125,13.0,-0.017513468523423503
business_apps,2020-06-17,2020-07-14,18,3.6315789473684212,15.0,0.04611274076288785
semis,2020-06-17,2020-06-18,1,7.5,13.0,0.007242773681677583
china_internet,2020-06-18,2020-07-17,20,4.904761904761905,21.0,0.09370941111639541
cloud,2020-06-18,2020-07-15,18,4.473684210526316,15.0,0.06466733264865154
workflow_software,2020-06-18,2020-07-13,16,6.176470588235294,18.0,0.053199006409410554
consumer_internet,2020-06-24,2020-07-20,17,5.833333333333333,14.0,0.05992214433082088
dev_tools,2020-06-26,2020-07-13,10,6.636363636363637,19.0,-0.007200839051356489
gold,2020-06-30,2020-07-10,7,8.25,13.0,0.06471322111269018
robotics,2020-07-13,2020-07-31,14,3.6666666666666665,17.0,0.056852297664300666
semis,2020-07-13,2020-07-15,2,11.333333333333334,18.0,-0.0012445078966073497
biotech,2020-07-14,2020-07-21,5,5.833333333333333,13.0,0.041813495365601305
autos,2020-07-15,2020-07-28,9,7.5,15.0,0.0022562531420413645
asset_managers,2020-07-16,2020-07-24,6,8.142857142857142,14.0,-0.015523392125124658
gold,2020-07-17,2020-08-11,17,3.388888888888889,23.0,0.05440602958685781
uranium,2020-07-17,2020-08-10,16,4.0,20.0,0.20152310799841078
nuclear,2020-07-20,2020-08-07,14,5.133333333333334,14.0,0.08011648530729176
consumer_staples,2020-07-22,2020-07-31,7,9.125,14.0,0.01166756117384149
insurance,2020-07-23,2020-07-27,2,10.666666666666666,18.0,-0.028124937419167773
restaurants,2020-07-24,2020-08-03,6,8.285714285714286,14.0,0.013003095028883083
medtech,2020-07-27,2020-07-31,4,7.0,15.0,0.0024855447315812462
ai_infrastructure,2020-07-30,2020-08-17,12,5.846153846153846,14.0,0.022293949891438736
semis,2020-07-31,2020-08-11,7,7.0,14.0,0.0035502560204745404
data_centers,2020-08-03,2020-08-13,8,8.222222222222221,24.0,-0.012252709926380945
fintech,2020-08-05,2020-09-04,22,6.6521739130434785,18.0,0.015280386851961092
payments,2020-08-06,2020-08-19,9,5.6,13.0,0.00046211385956573814
aerospace,2020-08-10,2020-08-18,6,5.857142857142857,14.0,0.01432618980027578
mega_banks,2020-08-11,2020-08-12,1,9.0,14.0,0.015386762827931166
travel,2020-08-11,2020-08-12,1,11.0,17.0,0.006278931916158248
defense,2020-08-12,2020-08-18,4,6.6,13.0,-0.020294601062378792
semis,2020-08-12,2020-08-13,1,11.0,19.0,0.009331722015711419
consumer,2020-08-13,2020-08-26,9,7.5,14.0,0.0351894615195385
restaurants,2020-08-13,2020-10-08,39,4.65,18.0,0.10978821536425643
robotics,2020-08-13,2020-09-16,23,5.958333333333333,17.0,0.027821588422480836
mega_banks,2020-08-14,2020-08-17,1,11.0,17.0,-0.023449178891730815
autos,2020-08-17,2020-08-26,7,6.125,13.0,0.05978196253691337
consumer_staples,2020-08-17,2020-08-28,9,5.1,13.0,0.029863811657378392
retail,2020-08-19,2020-08-28,7,6.375,14.0,0.028490891239366434
workflow_software,2020-08-20,2020-09-14,16,3.8823529411764706,13.0,0.11898793505001959
business_apps,2020-08-24,2020-09-11,13,4.428571428571429,20.0,0.008884861171114089
ai_apps,2020-08-25,2020-09-16,15,6.3125,18.0,0.0563310672370716
cybersecurity,2020-08-26,2020-08-27,1,10.5,16.0,0.016124035656926106
consumer,2020-08-28,2020-09-18,14,4.933333333333334,13.0,-0.010099994130092993
travel,2020-08-31,2020-09-09,6,6.714285714285714,14.0,-0.017223037786687767
medtech,2020-09-09,2020-09-16,5,9.166666666666666,20.0,0.023805719979532514
gold,2020-09-10,2020-09-15,3,8.75,15.0,0.037845072676909064
consumer_staples,2020-09-11,2020-09-15,2,10.333333333333334,18.0,0.007267187929963725
data_centers,2020-09-11,2020-09-21,6,6.428571428571429,18.0,-0.011055557159233453
autos,2020-09-14,2020-09-22,6,5.285714285714286,17.0,0.01123196338150212
regional_banks,2020-09-14,2020-09-21,5,7.0,26.0,-0.017010439884978523
travel,2020-09-16,2020-09-18,2,7.666666666666667,15.0,-0.022882995023849384
aerospace,2020-09-17,2020-09-21,2,14.333333333333334,29.0,-0.050710250697473924
ai_infrastructure,2020-09-18,2020-10-22,24,3.96,16.0,0.10606902466933521
insurance,2020-09-18,2020-09-22,2,11.0,20.0,-0.026678016189437992
ai_apps,2020-09-21,2020-09-24,3,9.0,17.0,-0.0027119287286092586
cloud,2020-09-21,2020-10-07,12,5.846153846153846,13.0,0.09681155996149138
cybersecurity,2020-09-21,2020-09-30,7,7.125,16.0,0.0373588362111994
workflow_software,2020-09-21,2020-09-30,7,4.0,18.0,0.07046998170141228
dev_tools,2020-09-22,2020-10-15,17,6.0,14.0,0.13347233330197628
consumer,2020-09-23,2020-09-30,5,8.166666666666666,13.0,0.024019929895915837
semis,2020-09-24,2020-10-22,20,4.714285714285714,13.0,0.13019606926118787
consumer_staples,2020-09-30,2020-10-06,4,8.8,18.0,0.008474044693522309
medtech,2020-09-30,2020-10-02,2,10.333333333333334,15.0,0.0032508939504647394
ai_apps,2020-10-01,2020-11-10,28,5.172413793103448,16.0,0.16665081102670465
consumer,2020-10-02,2020-10-08,4,9.8,19.0,0.02058244505314244
workflow_software,2020-10-02,2020-10-08,4,8.8,14.0,0.014971710645875769
data_centers,2020-10-06,2020-10-09,3,8.25,15.0,0.036345525870246975
regional_banks,2020-10-07,2020-10-12,3,9.25,17.0,0.05138973963694027
robotics,2020-10-07,2020-10-28,15,7.4375,14.0,0.0029303640743021386
asset_managers,2020-10-08,2020-10-28,14,3.933333333333333,15.0,-0.022350866972241645
fintech,2020-10-09,2020-10-12,1,9.0,14.0,0.021380894883291646
payments,2020-10-09,2020-10-13,2,10.333333333333334,16.0,0.011232077440604282
cloud,2020-10-12,2020-10-22,8,5.777777777777778,14.0,0.0061609345081927724
retail,2020-10-12,2020-10-23,9,5.9,15.0,0.0036196999614312997
cybersecurity,2020-10-13,2020-10-20,5,7.5,23.0,-0.030777101030519227
workflow_software,2020-10-16,2020-10-21,3,9.5,20.0,-0.015822465227513738
data_centers,2020-10-19,2020-10-23,4,7.4,14.0,-0.004137974740621608
consumer_internet,2020-10-21,2020-11-10,14,4.0,14.0,0.10577603522008294
autos,2020-10-22,2020-11-04,9,10.3,19.0,0.007542903128876954
insurance,2020-10-23,2020-11-24,22,5.130434782608695,17.0,0.14430323933905287
regional_banks,2020-10-23,2020-11-04,8,7.555555555555555,16.0,-0.027753528895979596
consumer,2020-10-26,2020-10-30,4,7.0,13.0,-0.0619808150688026
restaurants,2020-10-26,2020-10-30,4,9.0,14.0,-0.06292671109550196
china_internet,2020-10-27,2020-11-10,10,5.545454545454546,19.0,0.04575758312641298
retail,2020-10-28,2020-11-09,8,7.333333333333333,23.0,0.01157460118412379
robotics,2020-11-03,2020-11-12,7,9.0,13.0,0.06957068056904814
travel,2020-11-04,2020-11-20,12,4.923076923076923,17.0,0.20441947023339635
vertical_software,2020-11-06,2020-12-29,35,4.027777777777778,15.0,0.29594795109742944
defense,2020-11-09,2020-12-02,16,3.823529411764706,13.0,0.17795436370517992
aerospace,2020-11-10,2020-11-24,10,7.2727272727272725,14.0,0.08060364162021738
regional_banks,2020-11-10,2020-11-13,3,8.75,14.0,-0.025157415993875
china_internet,2020-11-12,2020-11-18,4,8.0,19.0,0.039126427613930925
fintech,2020-11-12,2020-11-18,4,8.0,14.0,0.021629831560656454
semis,2020-11-16,2020-11-20,4,9.4,14.0,0.021541662562021502
oil_exploration,2020-11-18,2020-12-18,21,4.045454545454546,20.0,0.2204243651506781
china_internet,2020-11-20,2020-11-25,3,10.25,19.0,0.017569343995501585
ai_apps,2020-11-23,2020-12-04,8,5.666666666666667,17.0,0.0638439814076246
autos,2020-11-23,2020-12-17,17,7.222222222222222,15.0,0.08922061525595071
asset_managers,2020-11-24,2020-12-09,10,7.2727272727272725,13.0,0.05351170094853641
uranium,2020-11-25,2021-01-08,29,3.2333333333333334,16.0,0.7622469442718101
dev_tools,2020-11-30,2020-12-29,20,4.428571428571429,14.0,0.09632809656812613
semis,2020-12-02,2020-12-17,11,9.666666666666666,13.0,0.03377030027791106
nuclear,2020-12-04,2021-01-08,23,4.75,14.0,0.5404039149852506
cybersecurity,2020-12-08,2021-01-05,18,4.052631578947368,16.0,0.10373823043640207
biotech,2020-12-09,2020-12-16,5,8.333333333333334,16.0,-0.009024374708536342
cloud,2020-12-21,2020-12-28,4,8.2,13.0,-0.025033112336877772
business_apps,2020-12-22,2020-12-31,6,9.0,15.0,-0.02683274400450919
consumer,2020-12-28,2020-12-30,2,9.0,17.0,-0.005522356601119549
asset_managers,2020-12-29,2021-01-04,3,9.5,13.0,-0.00021424803655623048
consumer_internet,2020-12-29,2021-01-06,5,7.666666666666667,13.0,0.03996312714347283
china_internet,2020-12-30,2021-02-24,37,3.3157894736842106,16.0,0.4649628146542666
robotics,2020-12-31,2021-01-22,14,8.333333333333334,15.0,0.05655462260233879
gold,2021-01-05,2021-01-08,3,12.25,25.0,-0.02243155949346831
mega_banks,2021-01-06,2021-01-21,10,3.6363636363636362,16.0,0.05695571865090443
regional_banks,2021-01-06,2021-01-21,10,6.545454545454546,17.0,0.07498350268771925
asset_managers,2021-01-07,2021-01-25,11,6.416666666666667,17.0,0.0070301559962011595
fintech,2021-01-08,2021-01-13,3,10.25,13.0,0.009867074906262152
semis,2021-01-08,2021-01-27,12,3.769230769230769,13.0,-0.014633110109205538
autos,2021-01-11,2021-02-23,29,4.933333333333334,19.0,0.28110141283296985
oil_exploration,2021-01-15,2021-01-21,3,7.0,13.0,-0.07753244228476552
ai_infrastructure,2021-01-20,2021-02-03,10,7.2727272727272725,13.0,-0.012989266582772663
consumer_internet,2021-01-21,2021-02-19,20,5.0476190476190474,13.0,0.09752770181327941
ai_apps,2021-01-26,2021-02-22,18,5.421052631578948,18.0,0.034979060083924374
pharma,2021-01-26,2021-02-02,5,9.333333333333334,22.0,-0.04020623106445065
vertical_software,2021-01-27,2021-02-02,4,8.0,15.0,-0.009651505749333489
cloud,2021-01-29,2021-02-11,9,5.5,16.0,0.07693573904236817
fintech,2021-02-01,2021-02-26,18,5.7894736842105265,13.0,0.1001691407623857
business_apps,2021-02-04,2021-02-08,2,9.666666666666666,17.0,0.030625564806967098
workflow_software,2021-02-05,2021-02-22,10,6.454545454545454,17.0,0.03589042699698686
oil_exploration,2021-02-08,2021-03-18,27,3.3214285714285716,18.0,0.18847831022201733
dev_tools,2021-02-09,2021-02-16,4,8.0,17.0,-0.002152296546791721
nuclear,2021-02-17,2021-02-26,7,7.25,14.0,-0.12229399306128641
uranium,2021-02-17,2021-02-26,7,7.25,15.0,-0.10856673007687423
travel,2021-02-18,2021-03-22,22,4.956521739130435,18.0,0.050049254841420865
mega_banks,2021-02-19,2021-03-22,21,3.3636363636363638,13.0,0.08827539674340046
regional_banks,2021-02-22,2021-03-22,20,4.857142857142857,20.0,0.03562618341139223
insurance,2021-02-23,2021-03-17,16,6.235294117647059,13.0,0.06430316425630078
asset_managers,2021-02-26,2021-03-31,23,6.958333333333333,16.0,0.053447224313569075
aerospace,2021-03-04,2021-03-31,19,6.95,14.0,0.032941881274996865
uranium,2021-03-15,2021-03-29,10,4.909090909090909,21.0,-0.015313601337125116
nuclear,2021-03-16,2021-03-25,7,5.25,15.0,-0.08647577125821981
consumer,2021-03-17,2021-03-24,5,9.333333333333334,13.0,-0.03324104309970177
gold,2021-03-19,2021-03-24,3,7.0,14.0,-0.040760959874571956
semis,2021-03-22,2021-03-25,3,9.75,14.0,-0.021569700236444778
consumer_staples,2021-03-23,2021-04-13,14,4.133333333333334,16.0,0.05309867205352892
restaurants,2021-03-23,2021-04-23,22,5.869565217391305,14.0,0.064023033523946
pharma,2021-03-24,2021-04-01,6,5.571428571428571,13.0,0.017559025984120957
consumer,2021-03-25,2021-04-23,20,4.333333333333333,16.0,0.08817855435145394
insurance,2021-03-25,2021-04-01,5,6.833333333333333,20.0,0.028144652047780383
retail,2021-03-29,2021-04-09,8,6.888888888888889,14.0,0.0322644781377035
regional_banks,2021-03-30,2021-03-31,1,12.0,21.0,0.011211684942665112
medtech,2021-03-31,2021-04-08,5,7.833333333333333,23.0,0.030531520543210622
semis,2021-03-31,2021-04-14,9,5.0,17.0,0.058970517630243524
ai_infrastructure,2021-04-01,2021-04-15,9,5.5,13.0,0.06259476934801889
data_centers,2021-04-01,2021-04-09,5,7.5,15.0,0.034225394260522624
ai_apps,2021-04-08,2021-04-12,2,9.333333333333334,14.0,0.01637402045470382
business_apps,2021-04-09,2021-04-29,14,6.733333333333333,15.0,0.02796130244564865
cloud,2021-04-12,2021-04-21,7,6.5,16.0,0.015091842750143192
workflow_software,2021-04-12,2021-04-20,6,6.428571428571429,17.0,-0.0037881782237094708
cybersecurity,2021-04-13,2021-04-30,13,5.642857142857143,17.0,0.034331197757227594
vertical_software,2021-04-14,2021-04-19,3,9.5,15.0,-0.03207428072719298
medtech,2021-04-16,2021-05-05,13,4.642857142857143,18.0,-0.013099042501852898
pharma,2021-04-19,2021-04-27,6,5.142857142857143,16.0,-0.0006063710859979254
consumer_staples,2021-04-20,2021-04-22,2,9.666666666666666,15.0,0.0008101923315870785
data_centers,2021-04-21,2021-04-27,4,8.0,13.0,0.026328212889973557
gold,2021-04-21,2021-04-26,3,9.5,14.0,0.008239592103973514
insurance,2021-04-21,2021-04-26,3,9.75,15.0,0.019611873423919235
asset_managers,2021-04-23,2021-06-07,30,4.774193548387097,15.0,0.13125805898869758
biotech,2021-04-26,2021-04-28,2,8.0,15.0,0.01448990077041512
mega_banks,2021-04-27,2021-06-08,29,4.5,15.0,0.10362262720270099
payments,2021-04-28,2021-05-04,4,7.8,13.0,-0.03695132392564804
regional_banks,2021-04-29,2021-05-20,15,4.8125,18.0,0.04065653137643843
consumer,2021-04-30,2021-05-10,6,7.285714285714286,14.0,-0.010662695434876968
restaurants,2021-04-30,2021-05-07,5,8.0,13.0,-0.0002542561521710063
oil_exploration,2021-05-03,2021-05-20,13,4.714285714285714,21.0,0.02919113026941056
insurance,2021-05-04,2021-05-21,13,4.357142857142857,13.0,0.014155264300113268
gold,2021-05-10,2021-06-03,17,2.9444444444444446,13.0,0.05486082458492225
pharma,2021-05-11,2021-05-25,10,5.0,13.0,0.0025136372508718363
cybersecurity,2021-05-20,2021-06-08,12,6.461538461538462,13.0,0.08388586188923397
data_centers,2021-05-20,2021-06-17,19,6.7,14.0,0.05927917274192018
dev_tools,2021-05-20,2021-06-02,8,7.555555555555555,14.0,0.05499856565657901
vertical_software,2021-05-24,2021-06-01,5,10.833333333333334,18.0,0.02432459072526516
semis,2021-05-25,2021-06-08,9,7.2,19.0,0.013589642408984304
ai_infrastructure,2021-05-26,2021-07-13,32,5.090909090909091,13.0,0.09290225035046307
autos,2021-05-27,2021-06-09,8,5.888888888888889,13.0,0.06104231251437242
china_internet,2021-06-01,2021-06-03,2,12.333333333333334,23.0,-0.0045049897486768575
oil_exploration,2021-06-02,2021-06-15,9,4.3,14.0,0.025367599921909845
defense,2021-06-04,2021-06-14,6,6.428571428571429,14.0,0.020334807540024258
nuclear,2021-06-08,2021-06-14,4,7.6,16.0,-0.06114210138301979
biotech,2021-06-09,2021-06-23,10,6.090909090909091,14.0,0.031894657363037204
cloud,2021-06-10,2021-07-01,15,2.9375,13.0,0.06217963788647607
business_apps,2021-06-14,2021-08-02,34,5.257142857142857,15.0,0.07269888746923692
workflow_software,2021-06-14,2021-07-01,13,4.857142857142857,14.0,0.052206181486871284
medtech,2021-06-15,2021-06-29,10,8.636363636363637,14.0,0.029940359715527443
cybersecurity,2021-06-16,2021-07-01,11,5.916666666666667,15.0,0.028783196741513972
dev_tools,2021-06-16,2021-07-14,19,6.25,13.0,0.04940597226360777
ai_apps,2021-06-24,2021-07-07,8,4.333333333333333,14.0,-0.01246544768768365
oil_exploration,2021-06-24,2021-06-28,2,8.0,16.0,-0.014649958894521808
biotech,2021-06-30,2021-07-29,20,5.0,20.0,0.018015434286847043
asset_managers,2021-07-01,2021-07-06,2,7.333333333333333,14.0,-0.0008093760042648945
consumer,2021-07-01,2021-07-19,11,5.833333333333333,13.0,-0.016231264155827096
restaurants,2021-07-02,2021-07-19,10,7.545454545454546,14.0,-0.02125719048085828
cloud,2021-07-06,2021-09-27,58,5.406779661016949,18.0,0.11431128098022558
cybersecurity,2021-07-06,2021-07-15,7,7.375,14.0,-2.3293940659030454e-05
asset_managers,2021-07-13,2021-07-14,1,9.5,15.0,-0.02454243295671965
pharma,2021-07-13,2021-08-27,33,5.352941176470588,23.0,0.05065728220207144
consumer_staples,2021-07-14,2021-07-30,12,5.846153846153846,16.0,0.03001434857669527
payments,2021-07-15,2021-07-29,10,7.181818181818182,13.0,0.014398675124455806
retail,2021-07-19,2021-07-21,2,9.333333333333334,16.0,0.004388734248623516
cybersecurity,2021-07-20,2021-07-21,1,9.5,14.0,0.02352238503014603
vertical_software,2021-07-21,2021-07-29,6,10.571428571428571,14.0,0.010787868656431554
consumer,2021-07-22,2021-08-09,12,5.769230769230769,23.0,0.033841652230765185
restaurants,2021-07-22,2021-08-06,11,4.333333333333333,13.0,0.04384718526058062
cybersecurity,2021-07-23,2021-08-05,9,7.5,14.0,0.016570614909694248
dev_tools,2021-07-30,2021-09-28,41,2.6666666666666665,16.0,0.16998211294834809
medtech,2021-07-30,2021-08-10,7,8.75,21.0,-0.018231525052007203
ai_infrastructure,2021-08-04,2021-08-11,5,9.0,14.0,-0.016620290274344085
semis,2021-08-04,2021-08-12,6,7.857142857142857,19.0,-0.03225451696031156
asset_managers,2021-08-05,2021-09-03,21,5.2272727272727275,14.0,0.062387881773541265
mega_banks,2021-08-06,2021-08-20,10,6.818181818181818,14.0,0.008709008400924922
regional_banks,2021-08-06,2021-08-23,11,7.416666666666667,13.0,0.02251966537533856
insurance,2021-08-09,2021-08-26,13,4.071428571428571,13.0,0.036818946406434794
medtech,2021-08-17,2021-08-31,10,7.818181818181818,21.0,0.03259509002781669
consumer_staples,2021-08-18,2021-08-24,4,6.8,20.0,-0.006791843330445024
vertical_software,2021-08-19,2021-09-07,12,9.307692307692308,15.0,0.014942738552947699
