date,timestamp,day_id,open,high,low,close,volume,sin_time_of_day,cos_time_of_day,atr_pct,dist_to_vwap,dist_to_pdh,trend_strength,p_pivot_long,p_pivot_long_lag1,p_pivot_long_lag2,p_pivot_long_max_last_4,p_pivot_long_delta_1,p_pivot_short,p_pivot_short_lag1,p_pivot_short_lag2,p_pivot_short_max_last_4,p_pivot_short_delta_1,p_tb_long,p_tb_long_lag1,p_tb_long_lag2,p_tb_long_max_last_4,p_tb_long_delta_1,p_tb_short,p_tb_short_lag1,p_tb_short_lag2,p_tb_short_max_last_4,p_tb_short_delta_1
2026-01-08 13:15:00-05:00,2026-01-08 13:15:00-05:00,238,688.94,689.715,688.8,689.48,35906.0,-0.46472317204376806,-0.8854560256532101,0.0013497071539510135,0.00034017830566383757,-4.470000000000027,38.519308859240454,0.36533418,0.3891994,0.0653386,0.3891994059085846,-0.023865223,0.013417614,0.05268217,0.8886356,0.8886355757713318,-0.039264556,0.5396511,0.86391467,0.16045879,0.8639146685600281,-0.32426357,0.9299905,0.48156908,0.9476897,0.9732517004013062,0.4484214
2026-01-08 13:30:00-05:00,2026-01-08 13:30:00-05:00,238,689.51,689.56,689.25,689.42,34150.0,-0.6631226582407953,-0.748510748171101,0.0012855266694757736,0.0002440369148812823,-4.530000000000086,38.641964096426896,0.009014812,0.36533418,0.3891994,0.3891994059085846,-0.35631937,0.01706702,0.013417614,0.05268217,0.8886355757713318,0.003649407,0.60500294,0.5396511,0.86391467,0.8639146685600281,0.065351844,0.8890298,0.9299905,0.48156908,0.9476897120475769,-0.04096067
2026-01-08 13:45:00-05:00,2026-01-08 13:45:00-05:00,238,689.41,689.8,688.77,688.9,41145.0,-0.8229838658936564,-0.5680647467311559,0.0013013998874095156,-0.0005045168464233814,-5.050000000000068,39.176551876432,0.3121352,0.009014812,0.36533418,0.3891994059085846,0.30312037,0.023516038,0.01706702,0.013417614,0.052682168781757355,0.0064490177,0.92066544,0.60500294,0.5396511,0.920665442943573,0.3156625,0.38956472,0.8890298,0.9299905,0.9299904704093933,-0.49946508
2026-01-08 14:00:00-05:00,2026-01-08 14:00:00-05:00,238,688.86,689.32,688.62,688.665,46166.0,-0.9350162426854147,-0.3546048870425359,0.0012814593630609786,-0.0008199598013142996,-5.285000000000082,39.796484708750256,0.62028205,0.3121352,0.009014812,0.6202820539474487,0.30814686,0.07806531,0.023516038,0.01706702,0.07806531339883804,0.054549277,0.95011824,0.92066544,0.60500294,0.9501182436943054,0.0294528,0.43316886,0.38956472,0.8890298,0.9299904704093933,0.043604136
2026-01-08 14:15:00-05:00,2026-01-08 14:15:00-05:00,238,688.67,689.29,688.28,688.87,47189.0,-0.992708874098054,-0.12053668025532357,0.0012942988164272179,-0.0004943328688945321,-5.080000000000041,40.64278817922272,0.8537866,0.62028205,0.3121352,0.8537865877151489,0.23350453,0.042050306,0.07806531,0.023516038,0.07806531339883804,-0.036015008,0.95572037,0.95011824,0.92066544,0.9557203650474548,0.0056021214,0.45472685,0.43316886,0.38956472,0.8890298008918762,0.021557987
2026-01-08 14:30:00-05:00,2026-01-08 14:30:00-05:00,238,688.9,689.29,688.6,688.72,29689.0,-0.992708874098054,0.1205366802553232,0.0012736719809147787,-0.0006983325164822994,-5.230000000000018,41.42864140180429,0.065850094,0.8537866,0.62028205,0.8537865877151489,-0.7879365,0.11305056,0.042050306,0.07806531,0.11305055767297745,0.07100025,0.96331483,0.95572037,0.95011824,0.9633148312568665,0.007594466,0.22898193,0.45472685,0.43316886,0.45472684502601624,-0.22574492
2026-01-08 14:45:00-05:00,2026-01-08 14:45:00-05:00,238,688.7,689.12,688.58,688.87,38854.0,-0.9350162426854148,0.35460488704253557,0.0012384302000836888,-0.0004626932577256637,-5.080000000000041,42.17540028752036,0.020239756,0.065850094,0.8537866,0.8537865877151489,-0.04561034,0.17748946,0.11305056,0.042050306,0.17748945951461792,0.0644389,0.9614143,0.96331483,0.95572037,0.9633148312568665,-0.0019005537,0.15044197,0.22898193,0.45472685,0.45472684502601624,-0.07853995
2026-01-08 15:00:00-05:00,2026-01-08 15:00:00-05:00,238,688.82,689.31,688.74,689.265,54885.0,-0.8229838658936566,0.5680647467311556,0.0012083810140523805,0.0001164463495860808,-4.685000000000059,42.347610939337805,0.019121774,0.020239756,0.065850094,0.8537865877151489,-0.001117982,0.20257264,0.17748946,0.11305056,0.20257264375686646,0.025083184,0.9700291,0.9614143,0.96331483,0.9700291156768799,0.008614838,0.10692632,0.15044197,0.22898193,0.45472684502601624,-0.043515652
2026-01-08 15:15:00-05:00,2026-01-08 15:15:00-05:00,238,689.27,689.64,688.89,689.57,62362.0,-0.6631226582407955,0.7485107481711007,0.0011992599544913686,0.0005451235553385308,-4.3799999999999955,41.655986140169034,0.06163516,0.019121774,0.020239756,0.06585009396076202,0.042513385,0.31865168,0.20257264,0.17748946,0.3186516761779785,0.11607903,0.97258544,0.9700291,0.9614143,0.9725854396820068,0.002556324,0.11997055,0.10692632,0.15044197,0.22898192703723907,0.013044231
2026-01-08 15:30:00-05:00,2026-01-08 15:30:00-05:00,238,689.58,690.04,689.26,689.44,97556.0,-0.4647231720437684,0.88545602565321,0.0011946194353017296,0.0003149676105784134,-4.509999999999991,40.092959645559944,0.05061233,0.06163516,0.019121774,0.06163515895605087,-0.0110228285,0.28312007,0.31865168,0.20257264,0.3186516761779785,-0.03553161,0.9809598,0.97258544,0.9700291,0.9809597730636597,0.008374333,0.07033798,0.11997055,0.10692632,0.150441974401474,-0.04963257
2026-01-08 15:45:00-05:00,2026-01-08 15:45:00-05:00,238,689.45,689.86,689.31,689.44,189778.0,-0.2393156642875578,0.970941817426052,0.001166271539755618,0.00025735051594702506,-4.509999999999991,38.641577900565785,0.08136988,0.05061233,0.06163516,0.08136987686157227,0.030757546,0.17235033,0.28312007,0.31865168,0.3186516761779785,-0.110769734,0.9878606,0.9809598,0.97258544,0.9878606200218201,0.006900847,0.06328904,0.07033798,0.11997055,0.11997055262327194,-0.007048942
2026-01-08 16:00:00-05:00,2026-01-08 16:00:00-05:00,238,689.52,689.89,689.52,689.72,21213.0,-2.4492935982947064e-16,1.0,0.0011291295489265214,0.000654157338619671,-4.230000000000018,37.22216160025515,0.029673042,0.08136988,0.05061233,0.08136987686157227,-0.051696837,0.13931547,0.17235033,0.28312007,0.3186516761779785,-0.03303486,0.9882401,0.9878606,0.9809598,0.988240122795105,0.00037950277,0.17625958,0.06328904,0.07033798,0.1762595772743225,0.11297054
2026-01-09 09:30:00-05:00,2026-01-09 09:30:00-05:00,239,690.6,692.255,690.47,691.405,58567.0,0.0,1.0,0.001307811322319126,4.097935845605335e-05,0.8149999999999409,36.74966010544271,0.053317968,0.029673042,0.08136988,0.08136987686157227,0.023644926,0.6244885,0.13931547,0.17235033,0.6244884729385376,0.485173,0.94355005,0.9882401,0.9878606,0.988240122795105,-0.044690073,0.30674294,0.17625958,0.06328904,0.30674293637275696,0.13048336
2026-01-09 09:45:00-05:00,2026-01-09 09:45:00-05:00,239,691.41,691.79,690.53,691.51,43582.0,0.23931566428755777,0.970941817426052,0.0013443617936528868,0.00025451325326652304,0.9199999999999591,36.31090871740258,0.10746642,0.053317968,0.029673042,0.10746642202138901,0.054148454,0.03419531,0.6244885,0.13931547,0.6244884729385376,-0.59029317,0.954534,0.94355005,0.9882401,0.988240122795105,0.010983944,0.20132011,0.30674294,0.17625958,0.30674293637275696,-0.105422825
2026-01-09 10:00:00-05:00,2026-01-09 10:00:00-05:00,239,691.58,691.93,689.21,691.29,84274.0,0.46472317204376856,0.8854560256532099,0.001529781289956429,0.00027901101426862265,0.6999999999999318,33.92529933352088,0.5780011,0.10746642,0.053317968,0.578001081943512,0.47053465,0.013790324,0.03419531,0.6244885,0.6244884729385376,-0.020404987,0.967171,0.954534,0.94355005,0.988240122795105,0.012637019,0.48649642,0.20132011,0.30674294,0.4864964187145233,0.2851763
2026-01-09 10:15:00-05:00,2026-01-09 10:15:00-05:00,239,691.34,693.34,690.92,693.11,64920.0,0.6631226582407952,0.7485107481711011,0.0016661746747209582,0.0023974802270180775,2.519999999999982,33.069973152601754,0.035625067,0.5780011,0.10746642,0.578001081943512,-0.54237604,0.7366605,0.013790324,0.03419531,0.7366604804992676,0.7228702,0.6145472,0.967171,0.954534,0.9671710133552551,-0.35262382,0.9164534,0.48649642,0.20132011,0.9164534211158752,0.429957
2026-01-09 10:30:00-05:00,2026-01-09 10:30:00-05:00,239,693.21,693.45,691.64,691.675,81280.0,0.8229838658936565,0.5680647467311558,0.0017372889078113712,4.277650027201639e-05,1.0849999999999227,32.36609997539314,0.03094899,0.035625067,0.5780011,0.578001081943512,-0.0046760775,0.86183506,0.7366605,0.013790324,0.8618350625038147,0.12517458,0.96920276,0.6145472,0.967171,0.9692027568817139,0.35465556,0.121259525,0.9164534,0.48649642,0.9164534211158752,-0.7951939
2026-01-09 10:45:00-05:00,2026-01-09 10:45:00-05:00,239,691.61,692.1,691.32,691.94,44546.0,0.9350162426854148,0.35460488704253557,0.001693097973919659,0.0004016308488493322,1.3500000000000227,31.287202215903598,0.08636715,0.03094899,0.035625067,0.578001081943512,0.055418164,0.027378172,0.86183506,0.7366605,0.8618350625038147,-0.8344569,0.9675676,0.96920276,0.6145472,0.9692027568817139,-0.0016351342,0.17902601,0.121259525,0.9164534,0.9164534211158752,0.057766482
2026-01-09 11:00:00-05:00,2026-01-09 11:00:00-05:00,239,691.96,693.635,691.96,693.455,69228.0,0.992708874098054,0.120536680255323,0.001743319296335176,0.0022825349520550443,2.865000000000009,31.4659572064107,0.06884908,0.08636715,0.03094899,0.0863671526312828,-0.017518073,0.492769,0.027378172,0.86183506,0.8618350625038147,0.46539083,0.7810078,0.9675676,0.96920276,0.9692027568817139,-0.1865598,0.9246154,0.17902601,0.121259525,0.9246153831481934,0.7455894
2026-01-09 11:15:00-05:00,2026-01-09 11:15:00-05:00,239,693.46,693.55,692.83,692.83,46074.0,0.992708874098054,-0.12053668025532288,0.0016944865133192164,0.00122074631049749,2.240000000000009,31.63194398331015,0.045120902,0.06884908,0.08636715,0.0863671526312828,-0.023728177,0.046754427,0.492769,0.027378172,0.8618350625038147,-0.44601458,0.9652695,0.7810078,0.9675676,0.9692027568817139,0.18426168,0.14431013,0.9246154,0.17902601,0.9246153831481934,-0.78030527
