universe,cagr,sharpe,sortino,max_drawdown,hit_rate,avg_winner,avg_loser,turnover,profit_factor,mean_forward_5d_return,mean_forward_5d_return_vs_spy,avg_theme_hold_days,avg_rank_duration,top_theme_repeat_rate
old_v2,0.18652993663678075,0.7518056241759277,1.0335181761300527,-0.3947872945284744,0.5327635327635327,0.01277453450724624,-0.012779290949425166,0.739054892295633,1.1398195045429842,0.005710095630676346,0.00278580330598788,,,
v2,0.522376733197587,1.807360204157398,2.751701566628778,-0.21042839386705348,0.5502846299810247,0.01056322910474898,-0.008942295355286912,0.23803372114567561,1.445430921147128,0.007329789943054984,0.004355826187338478,2.9900709219858155,3.96315096822711,0.6658756525866161
