theme,start,end,days,peak_return,avg_return
retail_consumer,2020-05-28,2020-05-28,1,-0.016709952726313045,-0.016709952726313045
utilities_yield,2020-05-28,2020-05-28,1,0.0210710750000455,0.0210710750000455
cloud,2020-05-29,2020-05-29,1,0.1061287765036237,0.1061287765036237
cybersecurity,2020-05-29,2020-05-29,1,0.06487206170518227,0.06487206170518227
vertical_software,2020-05-29,2020-05-29,1,0.03142630421649487,0.03142630421649487
banks_brokers_exchanges,2020-06-01,2020-06-01,1,0.02074410051211889,0.02074410051211889
mega_banks,2020-06-01,2020-06-01,1,0.019375600403615634,0.019375600403615634
regional_banks,2020-06-01,2020-06-01,1,0.02110325341179028,0.02110325341179028
china_internet,2020-06-02,2020-06-02,1,0.03974339965433924,0.03974339965433924
copper,2020-06-02,2020-06-03,2,0.03780755716306006,0.031176156528585332
industrial_automation,2020-06-02,2020-06-05,4,0.04130538814058326,0.030160791766156374
networking_optical,2020-06-03,2020-06-03,1,0.030636615754426205,0.030636615754426205
copper_metals,2020-06-04,2020-06-04,1,0.018305821016588786,0.018305821016588786
drones_autonomy,2020-06-04,2020-06-04,1,0.02733210775257806,0.02733210775257806
semis,2020-06-04,2020-06-04,1,0.0072269021326331695,0.0072269021326331695
energy,2020-06-05,2020-06-08,2,0.08146592924632769,0.0711721728807336
oil_services,2020-06-05,2020-06-08,2,0.23688932878510105,0.22765472226176567
oil_gas,2020-06-08,2020-06-08,1,0.07907046822929797,0.07907046822929797
digital_ads_media,2020-06-09,2020-06-09,1,-0.016648565915454615,-0.016648565915454615
electronics_components,2020-06-09,2020-06-09,1,-0.011282901669580236,-0.011282901669580236
networking_optical,2020-06-09,2020-06-09,1,-0.006659567289048493,-0.006659567289048493
copper_metals,2020-06-10,2020-06-10,1,0.008310046505480196,0.008310046505480196
gold_silver_miners,2020-06-10,2020-06-10,1,0.047245968673412665,0.047245968673412665
silver,2020-06-10,2020-06-10,1,0.05325112852149551,0.05325112852149551
consumer_staples,2020-06-11,2020-06-11,1,-0.026769082648058645,-0.026769082648058645
utilities_yield,2020-06-11,2020-06-11,1,-0.06506664549734478,-0.06506664549734478
workflow_software,2020-06-11,2020-06-11,1,-0.03199791258739556,-0.03199791258739556
ai_apps_agents,2020-06-12,2020-06-12,1,0.017725926862741753,0.017725926862741753
data_centers,2020-06-12,2020-06-12,1,0.03552863486020833,0.03552863486020833
fintech_payments,2020-06-12,2020-06-12,1,0.037108814459756924,0.037108814459756924
china_internet,2020-06-15,2020-06-18,4,0.04003642593225689,0.018612747391156426
cloud,2020-06-15,2020-06-18,4,0.045489211401843074,0.02680305824755655
semis,2020-06-15,2020-06-15,1,0.017484865846535556,0.017484865846535556
fintech,2020-06-16,2020-06-16,1,0.027543149472152306,0.027543149472152306
mega_cap_platforms,2020-06-16,2020-06-16,1,0.02354802491525229,0.02354802491525229
solar,2020-06-16,2020-06-16,1,0.04031263260566054,0.04031263260566054
consumer_internet_marketplaces,2020-06-17,2020-06-24,6,0.020350319914576528,0.004725274174000607
gaming_sports_betting,2020-06-17,2020-06-19,3,0.0178407900897855,0.015445367799427385
asset_managers_alts,2020-06-18,2020-06-18,1,0.006026374153549614,0.006026374153549614
medtech_devices,2020-06-19,2020-06-19,1,0.01544091690885792,0.01544091690885792
ai_apps,2020-06-22,2020-06-23,2,0.02785673083253659,0.02024561143694209
biotech_innovation,2020-06-22,2020-06-25,4,0.03743082009794753,0.010946986925343285
dev_tools,2020-06-22,2020-06-26,5,0.035368843582051876,0.0038109905689748167
gold_silver_miners,2020-06-23,2020-06-23,1,0.027493408835187236,0.027493408835187236
renewables_storage,2020-06-24,2020-06-24,1,0.010054990203727153,0.010054990203727153
healthcare,2020-06-25,2020-06-25,1,0.01366528150160568,0.01366528150160568
mega_cap_platforms,2020-06-25,2020-06-25,1,0.015548144440185329,0.015548144440185329
cloud,2020-06-26,2020-06-26,1,-0.009503350872147287,-0.009503350872147287
workflow_software,2020-06-26,2020-06-26,1,0.010817113532784547,0.010817113532784547
apparel_beauty_lifestyle,2020-06-29,2020-06-29,1,0.04644626617641326,0.04644626617641326
gold_silver_miners,2020-06-29,2020-06-30,2,0.04887008504930638,0.03408525772301901
renewables_storage,2020-06-29,2020-06-29,1,0.06784795240861784,0.06784795240861784
copper_metals,2020-06-30,2020-06-30,1,0.03892615155534803,0.03892615155534803
silver,2020-06-30,2020-06-30,1,0.04683797608179078,0.04683797608179078
business_apps,2020-07-01,2020-07-01,1,0.019912227452181602,0.019912227452181602
utilities_yield,2020-07-01,2020-07-01,1,0.01625764709459605,0.01625764709459605
workflow_software,2020-07-01,2020-07-01,1,0.029718578692155367,0.029718578692155367
china_internet,2020-07-02,2020-07-02,1,0.05628084643722464,0.05628084643722464
consumer_internet_marketplaces,2020-07-02,2020-07-02,1,0.023180863571867754,0.023180863571867754
natural_gas,2020-07-02,2020-07-07,3,0.05790168416429653,0.031098571884152996
lithium_battery_materials,2020-07-06,2020-07-06,1,0.04201073802600119,0.04201073802600119
renewables_storage,2020-07-06,2020-07-06,1,0.0726255228222463,0.0726255228222463
biotech,2020-07-07,2020-07-07,1,0.021558801804964087,0.021558801804964087
gold_silver_miners,2020-07-07,2020-07-08,2,0.047483889290778646,0.0370885894601533
consumer_internet_marketplaces,2020-07-08,2020-07-09,2,0.044443476356433365,0.025352837630925197
