steps,progress_pct,rollout_avg_reward,rollout_avg_abs_reward,loss_total,loss_pi,loss_v,entropy,approx_kl,clipfrac,sps
602112.0,24.08448,0.00238442444242537,0.0025812205858528614,-0.00212771074147895,0.0006815646076574922,0.00014994348948675905,0.9614157177507877,0.010322105497471057,0.12013346354166667,2429.8534759536446
614400.0,24.576,0.002751144813373685,0.0029513544868677855,-0.0011026300024241209,0.0016406072264847657,0.00020485045927974473,0.948554132382075,0.010498834331519902,0.13102213541666666,2429.9447610972916
626688.0,25.06752,0.002732169581577182,0.003182155778631568,-0.0022411446339295556,0.0005893204322395226,0.00023966091284819414,0.9834318396945795,0.009825141658075154,0.10948893229166666,2430.029941039914
638976.0,25.55904,0.0025714680086821318,0.0027607178781181574,-0.002808370039080425,-0.000305755417017887,0.0007417349519528216,0.9578273504972458,0.012298673872525494,0.13523763020833332,2429.9613285065516
651264.0,26.05056,0.002556378720328212,0.0027048897463828325,-0.001420625594619196,0.001225427295624589,0.0004138483971170596,0.9509922357896964,0.010878227431870375,0.118896484375,2430.3714652898952
663552.0,26.54208,0.0026060480158776045,0.002750857500359416,-0.0019136087624550175,0.0008921347170447309,0.0001456050536338201,0.9595153354108333,0.010732203000225126,0.12076822916666667,2430.472387604195
675840.0,27.0336,0.0030795808415859938,0.0032586262095719576,-0.0011591168023490658,0.0014555871855312338,0.00018015619364935748,0.9015939414501191,0.009381828682186703,0.116259765625,2430.373237467725
688128.0,27.52512,0.002954077674075961,0.0030694815795868635,-0.002115197928894001,0.0004360458619582156,0.0001828414138193087,0.8808882117271424,0.009849400316791919,0.10335286458333333,2430.1567639021455
700416.0,28.01664,0.0019973984453827143,0.002226133830845356,-0.0012786138666948923,0.001485223270719871,0.00023746803702427618,0.9608569959799449,0.012017767985040943,0.13885091145833334,2430.221903015495
712704.0,28.50816,0.0020019467920064926,0.0024002387654036283,-0.003109757698257454,-0.00030814648101416727,0.00016552862119472895,0.9614584729075432,0.009925705881323665,0.11365559895833334,2430.0360295967066
724992.0,28.99968,0.002151456894353032,0.002483618212863803,-0.0024406168289715425,0.0002480385087740918,0.0001325618249817732,0.9183121336003145,0.008467480050361095,0.11222330729166667,2430.1954643990803
737280.0,29.4912,0.0023971092887222767,0.002776428358629346,-0.0014587288062709073,0.0012465646645675103,0.00017781983879103792,0.9314011963705222,0.010571283550234511,0.13528645833333333,2430.081608080634
749568.0,29.98272,0.0023699940647929907,0.0027332063764333725,-0.0028686132999913147,-0.00033526084929083784,0.0002151112549654499,0.8803026869893074,0.010511706796629975,0.12000325520833334,2430.3808058086956
761856.0,30.47424,0.0026774730067700148,0.0029737837612628937,-0.00043317342060618104,0.0020236840976091725,0.00024544032421545123,0.8598592157165209,0.011679972262936645,0.12613932291666666,2430.2510360898887
774144.0,30.96576,0.0027856987435370684,0.003165286034345627,-0.00205997219842781,0.00033333974812800685,0.00036114515120668026,0.857961434374253,0.012522533344842183,0.13470052083333334,2430.3943037778363
786432.0,31.45728,0.0027343062683939934,0.0029769798275083303,3.1317652125532426e-05,0.002446764368020619,0.0002590924794579526,0.8483309435347716,0.009340335656694758,0.11687825520833334,2430.543023308687
798720.0,31.9488,0.002889833180233836,0.003107737749814987,-0.0024500038843446722,-0.00033145356380070247,0.000721386344715332,0.8264144544800123,0.010755869999411517,0.123779296875,2430.441501378068
811008.0,32.44032,0.0028920124750584364,0.0030802397523075342,0.0015516819155891425,0.003913913923315704,0.00019393544031724255,0.8197332416971524,0.0122561367606977,0.1390625,2430.1511583971364
823296.0,32.93184,0.0028743112925440073,0.0030213112477213144,-7.875629962654785e-05,0.002169710653834045,0.00033361787063768134,0.8050919935107231,0.010458935280136453,0.12177734375,2430.2924971954326
835584.0,33.42336,0.002881891094148159,0.0030303727835416794,-0.0010536635983347273,0.001215508688862125,0.000158779357267728,0.782853985329469,0.010114173281666201,0.12005208333333334,2430.356672083038
847872.0,33.91488,0.0028979822527617216,0.003076164284721017,0.0008845944956798727,0.0030945066983501116,0.00015673376495518217,0.7627596107621988,0.01054897630334987,0.11761067708333334,2430.5050949676597
860160.0,34.4064,0.0030287213157862425,0.003173326374962926,-0.0008397004460372651,0.0012803139514289796,0.0002538114518453464,0.748973357429107,0.011883631288462008,0.138427734375,2430.570395998851
872448.0,34.89792,0.0029216017574071884,0.003050426719710231,-0.0014390741576789877,0.0007137752370908856,0.00019650440826808336,0.7503671946624915,0.01143742078274954,0.12034505208333333,2430.1244287668583
884736.0,35.38944,0.0026590570341795683,0.002794637344777584,0.00042094602637613815,0.0025895340562177203,0.00017270176331294352,0.7516463642319043,0.011099183544865809,0.12150065104166667,2430.177400160196
897024.0,35.88096,0.0026051208842545748,0.00277530774474144,0.001287943293088271,0.003402086985685552,0.00025710603295010516,0.7475656367838382,0.013080531293720317,0.14646809895833332,2430.1769610689516
909312.0,36.37248,0.0026022575329989195,0.002744335448369384,-0.0003421322888849924,0.001812438127429535,0.00015469908861026244,0.7439733083049457,0.012914132238559735,0.142333984375,2430.4211775317003
