day_ptr,timestamp,close,action,action_dir_idx,action_mag,position,prev_pos,did_trade,did_flip,reward,reward_pnl,reward_costs,reward_pivot_bonus,reward_convex,reward_convex_linear,reward_convex_bonus,reward_convex_risk_penalty,reward_pivot_anchor,convex_term,convex_atr_scale,convex_vol_proxy,mfe_atr,mfe_bonus,reward_switch_penalty,reward_size_penalty,reward_saturation_penalty,did_dir_switch,size_delta,forced_flat_cost,open,high,low,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,equity
0,2026-02-02 09:30:00-05:00,692.55,0.6780462861061096,1,0.6780462861061096,0.6780462861061096,0.0,True,False,0.0015707675317632487,0.0016317916975127984,2.7121851444244388e-05,0.0,0.0016317916975127984,0.00013706805292744615,1.6020191869714354e-06,0.0,0.0015270239397036864,1.5751325730986358e-05,0.0025943985414892835,0.0025943985414892835,0.08348403547186455,0.0,0.0,2.034138858318329e-05,0.0,False,0.6780462861061096,0.0,689.62,692.7,689.445,0.22529207170009613,8.267656085081398e-05,0.9898107051849365,0.008301006630063057,100160.46698460686
0,2026-02-02 09:45:00-05:00,692.69,0.6068172454833984,1,0.6068172454833984,0.6068172454833984,0.6780462861061096,True,False,0.001811466893682658,0.0018285892714359157,2.8491616249084474e-06,0.0,0.0018285892714359157,0.0021199926865838716,0.0004314222042708831,0.0,-0.0006924847571446692,0.004739726910993404,0.0025751324782276597,0.0025751324782276597,0.7203849536677307,0.0,0.0,2.1368712186813353e-06,0.0,False,0.07122904062271118,0.0,692.66,693.835,692.22,0.013150397688150406,0.12726791203022003,0.9908456206321716,0.007985720410943031,100343.33396659805
0,2026-02-02 10:00:00-05:00,695.11,-0.7108783721923828,2,0.7108783721923828,-0.7108783721923828,0.6068172454833984,True,True,0.0015008834102672392,0.0017409306362193878,0.00010270782470703125,0.0,0.0007409306362193879,0.0004346410038437226,1.4946337163643446e-05,0.0,0.000326887213821641,0.0001401677862984093,0.002666997280231671,0.002666997280231671,1.4348467799255686,0.001,0.00012,3.1218338012695314e-06,0.0,True,0.10406112670898438,0.0,692.57,695.215,692.45,0.00010052670404547825,0.04608409106731415,0.406535804271698,0.20126964151859283,100507.71870528533
0,2026-02-02 10:15:00-05:00,694.685,-0.8280364871025085,2,0.8280364871025085,-0.8280364871025085,-0.7108783721923828,True,False,0.0014388837398747506,0.0014636455376605094,4.686324596405029e-06,0.0,0.0014636455376605094,-0.000494663253341685,-1.7168328185231956e-05,0.0,0.0020168789435425515,0.00013822521473103933,0.0025818623068630158,0.0025818623068630158,0.23966976680560031,0.0,0.0,3.514743447303772e-06,0.0,False,0.11715811491012573,0.0,695.12,695.63,694.62,6.5272088249912485e-06,0.24358020722866058,0.8460158705711365,0.02042090706527233,100654.35536747445
0,2026-02-02 10:30:00-05:00,695.1,-0.8286486864089966,2,0.8286486864089966,-0.8280364871025085,-0.8280364871025085,False,False,0.001884863946755446,0.0019014246764974961,0.0,0.0,0.0019014246764974961,0.00045267424125873366,1.4686368506469491e-05,0.0,0.0014754658910874183,0.00011824252300652834,0.0025275451853135943,0.0025275451853135943,0.33574379074332694,0.0,0.0,0.0,0.0,False,0.0006121993064880371,0.0,694.695,695.74,694.46,0.00013711176870856434,0.1783256232738495,0.5260855555534363,0.08356614410877228,100845.7420425671
0,2026-02-02 10:45:00-05:00,694.72,0.49528607726097107,1,0.49528607726097107,0.49528607726097107,-0.8280364871025085,True,True,-2.8280611585165283e-06,0.00023999307525648822,0.00010293290257453919,0.0,0.00023999307525648822,0.000256654461961536,8.192256145548606e-06,0.0,-8.933898754781566e-08,0.00011026968751545755,0.0024351698277259967,0.0024351698277259967,0.29850548952111305,0.0,0.00012,9.982512295246125e-06,0.0,True,0.3327504098415375,0.0,695.12,695.225,694.38,7.889436528785154e-05,9.693222091300413e-05,0.864729642868042,0.02373581752181053,100859.5639773857
0,2026-02-02 11:00:00-05:00,695.08,0.5975334048271179,1,0.5975334048271179,0.5975334048271179,0.49528607726097107,True,False,0.00047719371531602413,0.0004963016963421968,4.089893102645875e-06,0.0,0.0004963016963421968,0.00041263744362798286,1.796486082773296e-05,0.0,9.557606212783685e-05,0.00020043354544538718,0.002379263165527867,0.002379263165527867,0.18648108431277108,0.0,0.0,3.0674198269844058e-06,0.0,False,0.10224732756614685,0.0,694.74,695.09,693.93,0.016075322404503822,8.02229915279895e-05,0.7240467071533203,0.04550796002149582,100909.20824524495
0,2026-02-02 11:15:00-05:00,695.56,-0.7135643362998962,2,0.7135643362998962,-0.7135643362998962,0.5975334048271179,True,True,0.00017087430325041204,0.00041107042756567387,0.00010244390964508058,0.0,0.00041107042756567387,0.0004206127118910136,1.6298916952919467e-05,0.0,9.83701553673567e-06,0.00015227701389371165,0.0022817295349108575,0.0022817295349108575,0.3906545857586703,0.0,0.00012,3.4809279441833497e-06,0.0,True,0.11603093147277832,0.0,695.0,695.66,694.94,0.0002619959122966975,0.0016405703499913216,0.46075040102005005,0.0696243867278099,100940.35150281181
0,2026-02-02 11:30:00-05:00,695.15,-0.6370001435279846,2,0.6370001435279846,-0.6370001435279846,-0.7135643362998962,True,False,-0.0006007730669230718,-0.0005826735705584783,3.062567710876465e-06,0.0,-0.0005826735705584783,-0.0005498095175383894,-3.252083268262098e-05,0.0,3.150678683893134e-05,0.00034035400685580625,0.002188842833400161,0.002188842833400161,0.44033346908352344,0.0,0.0,2.2969257831573487e-06,0.0,False,0.07656419277191162,0.0,695.55,695.55,694.89,0.0011156735708937049,0.006061792839318514,0.8049491047859192,0.04994504898786545,100881.227091127
0,2026-02-02 11:45:00-05:00,695.75,-0.706881046295166,2,0.706881046295166,-0.706881046295166,-0.6370001435279846,True,False,-0.0005413880858526692,-0.0005223588017330631,2.795236110687256e-06,0.0,-0.0005223588017330631,-0.00044195940372017254,-1.9106534042804804e-05,0.0,-2.5948811655327475e-05,0.00018019565567119628,0.002169340715907357,0.002169340715907357,0.7081227855511703,0.0,0.0,2.096427083015442e-06,0.0,False,0.0698809027671814,0.0,695.11,695.86,694.51,0.01619799993932247,0.012527111917734146,0.5739705562591553,0.09697248041629791,100828.24890737746
0,2026-02-02 12:00:00-05:00,696.185,-0.9189349412918091,2,0.9189349412918091,-0.9189349412918091,-0.706881046295166,True,False,0.0014619495423484911,0.0014951720138240926,8.482155799865723e-06,0.0,0.0014951720138240926,-3.299894931996511e-05,-8.454602642403029e-08,0.0,0.001574202256235072,6.133624382242499e-07,0.0021023911378444224,0.0021023911378444224,0.053751784934942544,0.0,0.0,6.361616849899292e-06,0.0,False,0.21205389499664307,0.0,695.715,696.51,695.64,5.493283970281482e-05,0.17136219143867493,0.10314685851335526,0.3695155680179596,100978.1492424304
0,2026-02-02 12:15:00-05:00,696.21,-0.7768716216087341,2,0.7768716216087341,-0.7768716216087341,-0.9189349412918091,True,False,-0.00016905877169896475,-0.0001435769068889748,5.682532787322999e-06,0.0,-0.0001435769068889748,-0.0001171651086151769,-1.3318684408986907e-06,0.0,1.3763651247537504e-05,1.1429331040484977e-05,0.0019901108723253506,0.0019901108723253506,-0.1886101847309954,0.0,0.0,4.261899590492248e-06,0.0,False,0.14206331968307495,0.0,696.18,696.35,695.98,1.5833099951123586e-06,0.001773259718902409,0.11897899210453033,0.3475405275821686,100963.07730045493
0,2026-02-02 12:30:00-05:00,696.315,-0.8088472485542297,2,0.8088472485542297,-0.8088472485542297,-0.7768716216087341,True,False,0.0006170585390606331,0.0006354737779179024,1.2790250778198243e-06,0.0,0.0006354737779179024,-8.712083416495303e-05,-7.406252409200276e-07,0.0,0.000763777599751487,6.104368426744398e-06,0.001900510562797544,0.001900510562797544,-0.24388928518491157,0.0,0.0,9.592688083648681e-07,0.0,False,0.031975626945495605,0.0,696.26,696.58,696.065,7.559855293948203e-05,0.09450351446866989,0.0647832527756691,0.4283343553543091,101027.10755430946
0,2026-02-02 12:45:00-05:00,696.39,-0.9298458695411682,2,0.9298458695411682,-0.9298458695411682,-0.8088472485542297,True,False,0.0037996153617003703,0.0038266821825602795,4.839944839477539e-06,0.0,0.0038266821825602795,0.00016022847017464555,2.2577987430106544e-06,0.0,0.003710688207119682,1.6187620027283045e-05,0.0018343171994086634,0.0018343171994086634,-0.3315025918048128,0.0,0.0,3.6299586296081546e-06,0.0,False,0.12099862098693848,0.0,696.28,696.93,696.25,3.0725244869245216e-05,0.3990955948829651,0.05601361021399498,0.4863245487213135,101413.21722111528
0,2026-02-02 13:00:00-05:00,696.27,-0.5275115370750427,2,0.5275115370750427,-0.5275115370750427,-0.9298458695411682,True,False,7.615671640047312e-05,0.00011487035041460276,1.609337329864502e-05,0.0,0.00011487035041460276,0.0001060674956417859,1.82508925642235e-06,0.0,3.335334237014663e-05,2.3065394506720413e-05,0.0017528300811518731,0.0017528300811518731,-0.33058607553800534,0.0,0.0,1.2070029973983764e-05,0.0,False,0.4023343324661255,0.0,696.43,696.71,696.23,0.0001774729898897931,0.006500243209302425,0.07489792257547379,0.6275387406349182,101423.23451215198
0,2026-02-02 13:15:00-05:00,696.13,0.0,0,0.5112743973731995,0.0,-0.5275115370750427,True,False,-3.692580759525299e-05,0.0,2.110046148300171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00012119286105801386,0.0016895201232781747,0.0016895201232781747,,0.0,0.0,1.582534611225128e-05,0.0,False,0.5275115370750427,0.0,696.26,696.295,695.695,0.12403851747512817,0.00015809953038115054,0.057594187557697296,0.8707860708236694,101421.09443509867
0,2026-02-02 13:30:00-05:00,696.445,-0.7925567626953125,2,0.7925567626953125,-0.7925567626953125,0.0,True,False,-0.00019310601817391194,-0.00012177590953133381,3.17022705078125e-05,0.0,-0.00012177590953133381,-7.96602364704757e-05,-7.432768818092977e-07,0.0,-1.7445580442831954e-06,6.252144256785473e-06,0.001615821715429205,0.001615821715429205,0.3598941256737143,0.0,0.0,2.3776702880859375e-05,0.0,False,0.7925567626953125,0.0,696.07,696.505,696.04,0.0012577454326674342,0.0010376276914030313,0.013452191837131977,0.982668399810791,101405.5285101072
0,2026-02-02 13:45:00-05:00,696.515,-0.8501624464988708,2,0.8501624464988708,-0.8501624464988708,-0.7925567626953125,True,False,0.000615633277155282,0.0006366689239515086,2.304227352142334e-06,0.0,0.0006366689239515086,-0.00025022189261156654,-7.200905618336975e-06,0.0,0.0009365998445063556,5.6466899535821344e-05,0.001534097041272544,0.001534097041272544,0.027835741459395363,0.0,0.0,1.7281705141067505e-06,0.0,False,0.05760568380355835,0.0,696.42,696.75,696.42,0.00013393715198617429,0.11030109971761703,0.010522063821554184,0.992961585521698,101469.856597434
0,2026-02-02 14:00:00-05:00,696.72,-0.8460280895233154,2,0.8460280895233154,-0.8460280895233154,-0.8501624464988708,True,False,0.0011592227240740623,0.0011764326908528175,1.6537427902221682e-07,0.0,0.0011764326908528175,-8.500109981996278e-05,-8.69181426694313e-07,0.0,0.0013046043765756403,6.849114014516492e-06,0.0014738223193909944,0.0014738223193909944,0.058181415353909374,0.0,0.0,1.240307092666626e-07,0.0,False,0.00413435697555542,0.0,696.475,696.875,696.39,0.0009111857507377863,0.15511462092399597,0.004810857120901346,0.997591495513916,101589.212273367
0,2026-02-02 14:15:00-05:00,696.79,-0.8013074398040771,2,0.8013074398040771,-0.8013074398040771,-0.8460280895233154,True,False,0.001241853054734875,0.0012610096490113033,1.7888259887695313e-06,0.0,0.0012610096490113033,0.0002874996196142809,1.1123736108417947e-05,0.0,0.001002451665278808,9.254655209605728e-05,0.0013909642096265164,0.0013909642096265164,-0.17566566324825092,0.0,0.0,1.3416194915771484e-06,0.0,False,0.04472064971923828,0.0,696.71,696.84,696.62,1.1811083822976798e-05,0.1251138150691986,0.005113593302667141,0.9981208443641663,101717.13552485607
