exit_mode,cagr,sharpe,max_drawdown,hit_rate,turnover,profit_factor
fixed_5d,0.12113835790891758,0.5176126237739336,-0.5251487943789481,0.5156546489563567,0.8855162777476583,1.0951395063425402
rank_exit,0.030911057153284238,0.2848067118647549,-0.7232602205746248,0.5014231499051234,0.907918481465404,1.0550195076615403
decay_exit,0.1773935162282121,0.5878263566789609,-0.6938794149348666,0.5033206831119544,0.9369191344812197,1.1170258677177949
